speaker,timestamp,Endtime,words,tags
Abel Vásquez,[01:37:28:18],[01:37:33:17],"I love mariachi music, rice and beans, tortillas, but I don’t like chili. As a kid, we didn’t celebrate Cinco de Mayo. I’m proud to be Mexican, but I was raised among white kids, so culture wasn’t emphasized. I didn’t push it on my kids, they speak English, have good jobs. Maybe they’ll explore their heritage later.",art;food and drink;mexico;culture;history
Martha Tórrez,[01:40:57:26],[01:40:57:29],What about language?,
Abel Vásquez,[01:40:57:29],[01:41:47:16],"I wish I’d insisted they speak Spanish. Today, bilingualism is valuable. But back then, survival meant speaking English, going to school, fitting in.",education
Martha Tórrez,[01:43:27:18],[01:43:31:25],Did you experience prejudice?,
Abel Vásquez,[01:43:31:28],[01:44:02:05],"Not as a kid, I didn’t know what to look for. Later, when promoted to purchasing manager at Idaho Concrete, some resented me, especially after they fired a college graduate to give me the job. My boss warned me, but I figured it was jealousy, not racism.",idaho
Martha Tórrez,[01:48:05:09],[01:48:05:11],Did you ever get your diploma?,education
Abel Vásquez,[01:48:05:11],[01:48:29:21],"Yes, at 55. When the company folded in 1982, I was 52 and unemployed. I applied at the courthouse and became a deputy, but couldn’t go to the police academy without a diploma. So I got my GED in two and a half months for $20. Graduating made me feel ten feet tall.",crime;education
Abel Vásquez,[01:55:07:10],[01:55:07:27],"At 55, I entered the police academy. It was hard, learning and physical, but my goal was just to finish. They treated me gently because of my age, but I graduated. Now, at 60, I’m running for Canyon County Commissioner, as a Republican. I love Idaho. This is my home.",crime;education;recreation;idaho
Martha Tórrez,[01:59:12:21],[01:59:14:21],Do you define yourself as Mexicano?,
Abel Vásquez,[01:59:14:21],[01:59:16:07],I can’t help it.,
Martha Tórrez,[01:59:16:07],[01:59:16:08],Are you proud of what you are?,
Abel Vásquez,[01:59:16:08],[01:59:41:14],"Oh, yeah. I’m proud to be Hispanic, and American. My kids married gringos and a Guatemalan, life doesn’t go as planned. But family is everything. If I died today, I’d say I accomplished what I set out to do, not as a millionaire, but as a man with family who loves him.",family
Martha Tórrez,[02:02:46:18],[02:02:46:18],What do you think of the Hispanic Commission’s interviews?,
Abel Vásquez,[02:02:46:18],[02:03:29:21],"We need to promote the positive in our community, not just gangs and negativity. We have a lot to offer. As Kennedy said: 'Ask not what your country can do for you, ask what you can do for your country.' I hope when I’m laid to rest, they’ll say, 'He did a little bit.' Sometimes a little becomes a lot.",crime
Martha Tórrez,[02:06:25:10],[02:06:32:09],Thank you on behalf of the Idaho Humanities Council I'd like to thank you both for your time.,
Abel Vásquez,[02:06:32:11],[02:06:33:12],Thank you very much.,
