speaker,timestamp,Endtime,words,tags
Mrs. Juanita Zazueta Huerta,[00:34:20:12],00;35;06;06,"We didn't I can't remember where the first little house that we lived in, but anyway. And then they would give, they would give the people and I mean, we weren't the only ones. It was depression. The lines were so long they'd give you a maybe you little sack of flour or a package of, grapefruits and oatmeal and plum milk.",food and drink
Mrs. Juanita Zazueta Huerta,[00:34:43:06],00;35;30;06,"The powdered milk. I remember my mother making big pots of cocoa and making biscuits and things, and, you know, life was a lot better here in Pocatello. And then still, you could work on a farm. So farms were right out here, tiny and stuff like that, you know? But the life was better here, Pocatello, than we have to that.",food and drink;family;pocatello
Mrs. Juanita Zazueta Huerta,[00:35:07:06],00;35;56;25,"Well, then my dad got work again on the railroad, and he would take care of those little parks that are over there by the depot, and that he would go water and the lines and stuff like that. And from there he and I guess he must have retired, I guess, because I remember that it didn't work anymore. But he took care of the little parks right there.",railroads and transportation;health;environment
Mrs. Juanita Zazueta Huerta,[00:35:34:02],00;36;05;04,So see the beginning he was back with the Union Pacific.,labor
Angela Luckey,[00:35:42:06],00;36;11;22,How did then you came to Pocatello in about when? 19...,pocatello
Mrs. Juanita Zazueta Huerta,[00:35:48:24],00;36;40;27,"Well, I was, I was 14 years old. I remember very well. Yeah, we we rented a little house. The Morello's lived kitty corner from us, and it was very. And I was his mother and dad, and they were really nice people. My father and my grandmother. My mother, you know, Francis and her older sister, they were very nice people.",family
Mrs. Juanita Zazueta Huerta,[00:36:17:29],00;37;04;02,"And they were always I remember they were always bringing me nice little things, you know, because, well, they knew what was going on. It was depression time. And he worked on the railroad there in the roundhouse or whatever. And their dad made ten houses, and then so the people that had jobs at that time, they knew, you know, the things were hard for the people to do kind of jobs.",railroads and transportation
Mrs. Juanita Zazueta Huerta,[00:36:41:02],00;37;31;02,"And then they were really nice, generous people, really nice people. And behind us lived, my companion, Manuel Sierra's mom. And so she was only married to him for the internet home. They lived behind us. So there by the colored room. No, that's not there anymore. It was a colored church home there, across the street from Idaho's.",technology;religion
Mrs. Juanita Zazueta Huerta,[00:37:08:04],00;37;59;27,"Mom know Idaho person. I knew Idaho first when she was a little girl and she always loved Mexican food. I remember she'd go across the street over to the canyon, and I was trying to remember those people's names. She'd go there in the leaves. I don't believe that. Her name. I understand Richard Jones. It was Idaho. She moved here that maybe my 30 years.",idaho;mexico
Mrs. Juanita Zazueta Huerta,[00:37:36:29],00;38;17;07,"And then what she did that Mexican immigrant talk from Chico. Real happy Idaho. So she she acquired the taste of Mexican food from way back. She laughs and remembers, you know, she only does like, Mexican food.",mexico;idaho
Angela Luckey,[00:37:54:09],00;38;29;12,"Speaking of Mexican food, how was it when you were trying to cook Mexican food for your mother, for instance? Who really knew? Did she have trouble finding all the ingredients? Oh, well, you.",mexico;family
Mrs. Juanita Zazueta Huerta,[00:38:06:12],00;39;00;19,"Know, I really can't tell you. I don't I don't remember, you know what I mean? They weren't. She had any. Yeah, she must have. She must have bought like her spices and that like say in Blackfoot. Must have been married because she couldn't have got them in first in the grocery stores or were there. So she must have and she they would talk to each other, say that, you know, she could visit with the ladies in these places and they would tell her, you know, about things.",
Mrs. Juanita Zazueta Huerta,[00:38:37:25],00;39;26;23,"So she must do not like the spices and things in those places like bark. But this woman, I don't really remember once was here, like in Pocatello. Like I told her, there was a lot of Mexican people at that time, and that time they gradually that there was dances and, and a lot of dunes, and they had big night forts over there.",pocatello;mexico
Mrs. Juanita Zazueta Huerta,[00:39:03:23],00;39;55;06,"There was a big boarding house where, upstairs and dances every weekend. And then a couple of blocks down there was my gate building. You'd have to climb down. There was another place where the Mexicans would have dances every Saturday night. And and I remember they had the they had a good time, I remember that, but it was it was like time and there was a lot of Mexicans and they whooped and I had a good time.",
Angela Luckey,[00:39:32:08],00;39;56;10,Did you go to the dances?,
Mrs. Juanita Zazueta Huerta,[00:39:33:11],00;39;58;05,"Oh, yeah. We used to go to the dance.",recreation
Angela Luckey,[00:39:35:05],00;39;59;29,Who played or what kind of music?,art
Mrs. Juanita Zazueta Huerta,[00:39:36:29],00;40;27;19,"Well, I mean, I'm they had guitars and Feldman Stovall, Domingo. Yes, I was it just died here because I remember him. So where we were, he played the violin and, there was a little group of men that, Fidel played the mandolin. And, and they had guitars and stuff, and they'd play through the dances, and I.",
Mrs. Juanita Zazueta Huerta,[00:40:04:22],00;40;51;04,"They didn't show up for the dance. Everybody was restless, you know, they they managed in and again, they would take their kids and they'd go to sleep and they put them under the benches and stuff like, there, you know, and then there was fights on Saturday nights and it come rolling down the stairs. And if was there wasn't a fly to the dance.",recreation
Mrs. Juanita Zazueta Huerta,[00:40:28:04],00;41;05;19,"Well, it wasn't a good dance that Saturday night and there had to be some kind of disagreement or something like, but it was all in fun. They went and, you know, never anything real dangerous. I remember it just happened in good time.",recreation
Angela Luckey,[00:40:42:20],00;41;09;03,That kind of dances. Did you do?,
Mrs. Juanita Zazueta Huerta,[00:40:46:06],00;41;34;17,"Well, not me, but they used to, just regular night. There was a couple of ladies that would do the dance and and the dances, and I remember that they'd be real happy when they did. That was my grandma didn't marry. She did. Do you get dance to it? And do you know Joe Ortega? Well, it was his mother.",recreation;family
Mrs. Juanita Zazueta Huerta,[00:41:11:19],00;41;35;29,She was a very nice.,
Angela Luckey,[00:41:12:29],00;41;40;29,Lady to my two year old. I mean.,
Mrs. Juanita Zazueta Huerta,[00:41:17:29],00;42;12;06,"She married Vida Martin. Run, Mary. Santa Monica. She was a nice lady, and she loved to sing. And Rosalia and more or less. And then Leonard, sister Leonard started out. You know. Oh, that's his sister. That's right. Yeah. You know Josephine, she lives in there, right across the street from your brother Leonard, you know, and you to go to church on time.",family;religion
Mrs. Juanita Zazueta Huerta,[00:41:49:09],00;42;24;03,"And that was her sister, Josephine. Josephine. And their mother was going and going community. And all that time, they were pretty ladies. Come in. So real pretty.",family
Unknown,[00:42:01:08],00;42;28;11,Woman. She managed to dance.,recreation
Mrs. Juanita Zazueta Huerta,[00:42:05:13],00;42;34;25,"I remember we dress so pretty. She would do the fancy dances, you know.",
Unknown,[00:42:11:28],00;42;38;07,"Like, it's pretty neat.",
Angela Luckey,[00:42:15:09],00;42;42;26,Did you do the jitterbug or did you do Mexican dances or. No.,mexico
Mrs. Juanita Zazueta Huerta,[00:42:19:26],00;43;06;26,"Not me. No, it was afterwards. I just I don't remember that there was any special kind of a dance. Any time. Just really. What was that? Well, see, I guess some folks dress up just. I think just plain dancing. You get.",recreation
Angela Luckey,[00:42:43:29],00;43;10;22,So how did how did you meet your husband?,family
Mrs. Juanita Zazueta Huerta,[00:42:47:25],00;43;22;23,"Well, every summer we lived here in Folk Town, but every summer there was. They planted a lot of, peas for, in the, in the Teton.",idaho
Angela Luckey,[00:42:59:23],00;43;24;03,Basin.,
Mrs. Juanita Zazueta Huerta,[00:43:01:06],00;43;50;15,"In Griggs. They would plant a lot of peas and a lot of Mexicans from all around me come from Wyoming, Montana and Idaho. Utah did. And these peas were fresh peas for marketing. So they had big sheds and everything. And they hired Mexicans for everything. There was big company, of course, the contractors were Mexican. They were they were white guys.",idaho;mexico
Mrs. Juanita Zazueta Huerta,[00:43:27:15],00;44;16;23,"I remember their flagship cars, but they had Mexicans that were like Foreman's and the lead man. But to us it was more like a fun job. And Rudy and I were reminiscing about that today. We talked and we never made any money, but we had a lot of fun because as you went to, you pick your hampers like that, then you'd go and weigh a man and they paid you each time.",recreation
Mrs. Juanita Zazueta Huerta,[00:43:53:23],00;44;48;17,"You each time you took your hamper the way they pay you. So and then there was trucks that had candy, ice cream, whatever, so you could go with the kids and all of that, but they'd just get their money and go right and spend it right then. But it was a fun job and know that, like I said, and we all kind of knew each other, you know, we'd meet every summer without religion, and it was only about, say, a month or two or something like that.",food and drink;recreation;religion
Angela Luckey,[00:44:25:21],00;44;50;14,How old were you about this time?,
Mrs. Juanita Zazueta Huerta,[00:44:27:16],00;45;19;15,"Oh, how about 18, 19 and 20? Because I was 21 when I got married and my kid come from Nebraska there, there was people over there that heard about this here, a big and supposedly and that they'd which they didn't make any money. I don't, don't think anybody made any money, but it was kind of a summer job, you know, if you didn't have anything else to do and say, like, see where Mike was from, like Scottsbluff.",
Mrs. Juanita Zazueta Huerta,[00:44:56:15],00;45;24;05,"And then there, that's another valley. And and those are all summer jobs to vending.",
Angela Luckey,[00:45:01:05],00;45;24;23,And allowing.,
Mrs. Juanita Zazueta Huerta,[00:45:01:23],00;45;27;14,Them potatoes and meat. It's like here.,
Angela Luckey,[00:45:04:17],00;45;32;16,But it's a very.,
Mrs. Juanita Zazueta Huerta,[00:45:09:19],00;45;54;18,"North Platte Valley it's an old plant. Marianna Scottsbluff. And you know, those little towns your whole family becomes. So I guess this here goes Chuck Martinez. He was going to come and he ask anybody if they want to come down over to work. And Griggs, you know, took a piece. And Mike well, I guess his parents were pretty strict.",family
Mrs. Juanita Zazueta Huerta,[00:45:31:18],00;46;16;23,"His dad was with me that well, it was a good time to get out of here. So he signed up and he came here to Driggs to pick these two. And that's where we met him. And then we would do each other just that summer. And then we decided to get married. And I guess that's what it was.",idaho
Mrs. Juanita Zazueta Huerta,[00:45:53:25],00;46;30;17,"So I figured maybe 21, I was getting too old. I better hurry up and get married. Maybe I won't get another offer. So go ahead. So. And I was the oldest of our family. Didn't know he was nice.",family
Angela Luckey,[00:46:07:17],00;46;31;21,He's nice.,
Mrs. Juanita Zazueta Huerta,[00:46:08:23],00;46;59;13,"And he was a churchgoing person and and supposedly he didn't drink, which he did a little later on. But at that time he did them. And then we went to live in Nebraska, and they were very nice people, very nice. Mike's family, as a matter of fact, his older sister just called in this morning. Her son in law works for the like Idaho Power sort the company and he'll be.",family;idaho
Mrs. Juanita Zazueta Huerta,[00:46:36:15],00;47;25;02,"Yesterday was his last day and he's retiring and he was just telling us that they're very nice people and there's a lot of Mexicans over there, and not to Mexicans. And I liked it because it was so many Mexicans. And they're all kind of related. So if they have some dough and I tell you it is, and there's so many of their family in it, you know, they're kissin cousins.",family
Mrs. Juanita Zazueta Huerta,[00:47:02:02],00;47;38;28,"I guess you might say, my girls, I would love to go down there because it's, so nice and friendly and they have so much food and staff. They're, they're very nice people. And so I liked it.",
Angela Luckey,[00:47:15:29],00;47;42;07,And tell me about your wedding. What? It. Tell me where I go.,family
Mrs. Juanita Zazueta Huerta,[00:47:19:07],00;48;05;27,"Was a really nice wedding. It was in the Catholic church. There. The like I say, they're all so nice. It was a real Mexican wedding, you know, we all pitched in and made a nice wedding, but I was there alone. My parents didn't go to here in Boca Down. And at the time, I guess maybe. Well, I don't know.",family;religion;mexico
Mrs. Juanita Zazueta Huerta,[00:47:42:27],00;48;10;10,They they just met nobody. Nobody moved from you.,
Angela Luckey,[00:47:47:12],00;48;12;04,You got married in Nebraska.,
Mrs. Juanita Zazueta Huerta,[00:47:49:06],00;48;37;05,"Yes. I was married in the Catholic Church in Scottsbluff. But, don't I tell you that my dad, when I was married here would say stable, you know, you know, the courthouse doctor George Hinckley married my dad, his mother and his sister, the one that's a man now. And it's a picture that she just she just had her golden jubilee.",religion;health;family
Mrs. Juanita Zazueta Huerta,[00:48:14:07],00;48;46;18,"And you take your picture, you up?",
Mrs. Juanita Zazueta Huerta,[00:48:23:20],00;49;17;13,"It's a sister. She just had her Jubilee here. Just a you just hear this last year. Can you believe. They're in Scottsbluff and, her she came when her mother came and my dad said, well, you're not leaving. You're not leaving here with my daughter. I better know she's married. So that's how come we got married here to the, you know, judge.",family
Mrs. Juanita Zazueta Huerta,[00:48:54:16],00;49;42;24,"And then that's how come I went with them home with my mother. Abuses against. And we got married in the church here in Scottsbluff. It was a Mexican wedding. All the relatives and everything. It was nice. It was in the farm in September, so there was a lot of flowers. We didn't have any flowers from the florist, but we had flowers from my guess, all the gardens in the valley.",family;religion;mexico
Mrs. Juanita Zazueta Huerta,[00:49:19:26],00;50;08;02,"So many flowers. I remember there was so many dahlias and they were so pretty well there. That valley is, you know, it's really nice. Everything grows so good because they have cold winters, but they have real hot summers. It can be at 9:00 in the morning. It can already be 90 to 100 degrees. It's that hot. But in the winter, the winters are cold and all that.",health
Mrs. Juanita Zazueta Huerta,[00:49:45:04],00;50;31;18,"The winds come from Montana, not the way the Dakotas and stuff. So it just whistles down. But in the summers it's hard to make and grow. Beautiful gardens and beautiful flowers and everybody's got a garden. So there was just two rows of flowers now and then. Mexican dance and musicians. Thank you. And next to years for this nice.",agriculture;mexico;recreation
Mrs. Juanita Zazueta Huerta,[00:50:08:20],00;50;45;21,"And then in the fall then like it was in the fall right away. Mike went to work in the fields at that time and he was 19 and I was 21. And I'm like, I see his family were all very nice.",family
Angela Luckey,[00:50:22:21],00;50;50;24,"People, very nice. Can you describe what you wore?",
Mrs. Juanita Zazueta Huerta,[00:50:27:26],00;51;09;17,"No, it was just, making wedding dress it, it and was the dress that his cousin had for her wedding. She had just got recently married and and she said, well, my dress is real pretty and nice and it'll fit you so you can wear my dress. And you're like.",family
Angela Luckey,[00:50:46:19],00;51;12;08,What was it made out of?,
Mrs. Juanita Zazueta Huerta,[00:50:49:10],00;51;18;07,"Well, I really can't tell. It was just a regular wedding dress. It.",family
Angela Luckey,[00:50:55:09],00;51;19;23,Was it satin? No.,
Mrs. Juanita Zazueta Huerta,[00:50:56:25],00;51;20;28,"No, not satin.",
Unknown,[00:50:57:28],00;51;26;00,It was couple of camera.,technology
Mrs. Juanita Zazueta Huerta,[00:51:03:02],00;51;32;17,"Kind of fitted, maybe with lace, people. A lot of lace.",
Angela Luckey,[00:51:09:19],00;51;35;25,"And then. Did you have a long, long.",
Mrs. Juanita Zazueta Huerta,[00:51:12:27],00;51;38;19,No.,
Mrs. Juanita Zazueta Huerta,[00:51:15:21],00;51;51;23,"It's just a short, little short man. Extremely short. And it was his cousin then got married recently. We see we got married in September and she might have gotten married like in July.",family
Angela Luckey,[00:51:28:23],00;51;59;27,"Actually, July 1972. And your bouquet that you carry, you just said the cut flowers.",
Mrs. Juanita Zazueta Huerta,[00:51:37:02],00;52;24;15,"Cut flowers. There's like I say, there's a lot of food for flowers from the gardens. As in his sister. As a matter of fact, I think Sister Veronica fixed to the front. And they are real. His sisters are really, really into doing things like that where they entertain a lot with each other because the real were artistic. You could say anything they do.",family
Mrs. Juanita Zazueta Huerta,[00:52:01:15],00;52;45;03,"They put together quick and pretty and nice. I mean, it now seemed to me I wouldn't even know where to start, but no, they beings, I guess that they're all together and always doing something. They're they're real artistic. All of his sisters and his and his family are real artistic people.",family
Angela Luckey,[00:52:22:06],00;52;47;14,And then you had a dance? Yes.,recreation
Mrs. Juanita Zazueta Huerta,[00:52:24:14],00;52;50;07,It was. And then.,
Angela Luckey,[00:52:27:10],00;52;52;15,Did you have a dinner for everybody? Okay.,
Mrs. Juanita Zazueta Huerta,[00:52:29:17],00;53;14;07,"This isn't this is a new reclamation dinner, I guess. Enchiladas and molino rice and a little bit I remember. And the ladies are all chattering and, you know, it was just a just a nice get together, I guess. But I remember it was really nice, man.",
Angela Luckey,[00:52:51:09],00;53;17;14,How did you get from your house to the church?,religion
Mrs. Juanita Zazueta Huerta,[00:52:54:17],00;53;32;09,"Their cars. Yes. They had cars. They did great. Like I tell you, they're all real and like they had do so much of that stuff over there. See, they're always having baptism and the weddings and things like that. They're always doing.",religion
Angela Luckey,[00:53:09:09],00;53;34;23,Some do they do parties for those things?,
Mrs. Juanita Zazueta Huerta,[00:53:11:29],00;54;02;11,"Oh yes. All of those things. Yes. Like, you know, Vicky and Johnny, don't you know? You know, Vicki is the curator. I've seen them give you a home. Johnny. And with them, like they got married for Valentine's Day. I remember all the all the Valentines stuff and things like that. Did you just do things? Always do things like that.",
Angela Luckey,[00:53:39:13],00;54;11;06,"So what are the as a as a girl before you got married, as a teenager, what did you do for fun?",recreation
Mrs. Juanita Zazueta Huerta,[00:53:48:08],00;54;37;19,"Well, we already lived here in Pocatello. I remember visiting with friends. I don't remember that. And then see, like I told her, it was depression time. There was there was a it was called the NYP for young people. It could work. And I remember I worked at that thing. It was sewing to do something, and that's what I do now.",pocatello
Mrs. Juanita Zazueta Huerta,[00:54:14:19],00;55;07;02,"I remember I knew there was a place for all the young people that did my work and man could get. I think you get $17 a month with just a little thing, but it was you could go on you so by hand. I remember sewing by hand. So maybe baby blankets and things like that. And then they had everything there, you know, it was just to keep the young people busy at that time, you know, keep them out of mischief.",
Mrs. Juanita Zazueta Huerta,[00:54:44:02],00;55;13;04,"But no, there wasn't you didn't have any money, so you didn't have too much to get mischief with.",
Angela Luckey,[00:54:50:06],00;55;14;19,You didn't go to the show or.,
Mrs. Juanita Zazueta Huerta,[00:54:51:20],00;55;41;11,"Oh yes. Yes, there was, there was right here. There was the Rialto and they charge $0.25 a ticket. And on Tuesdays, two for two for 25. I could get in. And I loved the movies. I remember I'd go at 1:00 in the afternoon, I'd stay, I'd stay, and I'd seen the show twice that. That would take the whole afternoon.",
Mrs. Juanita Zazueta Huerta,[00:55:18:13],00;55;46;16,"But no, the I guess that's about it for entertainment.",recreation
Angela Luckey,[00:55:23:19],00;55;49;08,Did you get to sit in the main floor?,
Mrs. Juanita Zazueta Huerta,[00:55:26:11],00;56;16;16,"Well, they would separate, but I don't remember. I remember that we would sit wherever we wanted to. I mostly separated the colored people because I really can't. I can't remember that they would separate us. But I think it was a committee that set up Malcolm and it was a national team. It was like a leader. And the manager was Mr. Grossman.",
Mrs. Juanita Zazueta Huerta,[00:55:53:16],00;56;38;25,"He was the one that only place in those apartments. And right over here by the ironing studios where he is. And I mean, and at that time, I mean, they really good for the way, you know, and he was the owner. No, I really can't say that. Tell to the truth. I can't remember that we had to sit in the same place that I know that they talked about it.",
Mrs. Juanita Zazueta Huerta,[00:56:15:25],00;56;45;13,And I think that it was the colored people and they couldn't sit down on the main floor. They have to go to town.,
Angela Luckey,[00:56:22:16],00;56;48;01,How about the Indians?,
Mrs. Juanita Zazueta Huerta,[00:56:25:03],00;57;16;00,"Oh, I don't I don't really remember that. I don't really remember if they were separated or not. Don't I don't remember that. But I remember that they did separate. Another thing, there was a lot of that time. I do remember that you couldn't just go and sit anywhere, and I couldn't find some things like that, you know, you didn't go in and that I do remember.",
Mrs. Juanita Zazueta Huerta,[00:56:53:02],00;57;37;09,"And then Mexicans too, could be Mexicans and coloreds and that you just couldn't see it just anywhere. And they, they just would wait on you if you'd go into a place that they didn't, you could sit there all afternoon. You just don't. So you're not going to do that if you know you're not one to go sit there.",
Mrs. Juanita Zazueta Huerta,[00:57:14:09],00;57;38;12,You could never leave.,
Angela Luckey,[00:57:15:12],00;57;41;24,Or do you mean they wouldn't serve you in some of the fountains?,
Mrs. Juanita Zazueta Huerta,[00:57:18:24],00;58;08;24,"Yeah. That's true. Wouldn't serve you. No, no. And I know what you remember. I think it was Joseph's that you ran into place, and he said, I was it. I wasn't too happy because they wouldn't wait on us. But we're interested. We don't serve you boys. You go up the street. There's a place he's been. Well, the only thing that that I want.",
Mrs. Juanita Zazueta Huerta,[00:57:45:25],00;58;35;25,"You call this boys. Hello? Okay. That's all right, Jack. Good as a compliment. You left this. We don't serve you boys. You have to go and wait on you. There. You don't serve you boys. So there was places where you could. You went Serbian at that time, there was a lot of prejudice there will always be prejudice. Always.",
Mrs. Juanita Zazueta Huerta,[00:58:12:27],00;59;00;18,"But. Oh, no, but it's nothing. I really think that things changed after World War Two. And just when I think that it changes in my mind. Mostly I think it was after World War two. Everything's changed. Life changed a lot before that. So I really think it was a lot of race prejudiced. It was too much. And you, you know, even today there's race prejudice too.",conflict
Mrs. Juanita Zazueta Huerta,[00:58:37:20],00;59;20;27,"And that's something you can't change. Even if the president says you like your neighbor, no matter what color he is, that don't matter. If you got prejudice in your heart, you're not gonna. The thing that's so sad is that if you tell your kids about prejudice today, I'll never forget. One day I went to the store that was on.",
Mrs. Juanita Zazueta Huerta,[00:58:57:27],00;59;45;08,"He comes down the street, this little white boy and this little colored girl, and he had his arm around her. And that looked that see their children to him, that his friend. And he can't see any difference. She's probably just like him. She probably. And they were walking to school just as happy as could be then to children, I guess they're all the same.",recreation;education
Mrs. Juanita Zazueta Huerta,[00:59:22:11],01;00;12;11,"But when they're growing up, they start understanding prejudice. You know that. Don't play with those kids because they're not like you. Them things like that. Even I remember when we moved to this house, there was a family that lived in that house over there. And Cecilia, well, Gregory was a month old, and I remember Cecilia's 2 or 3 year old, the man she'd go out and play and I tell her story.",family
Mrs. Juanita Zazueta Huerta,[00:59:49:11],01;00;35;26,"Imagine with this one there, I looked out my back and I've seen her over in that yard, and I've seen the woman telling her to leave and she didn't want to over no yard. And she had a little girl and, you know, and it really hurt when you see a thing like that, you know. But she just she and told her just, you know, to come and go.",
Mrs. Juanita Zazueta Huerta,[01:00:12:29],01;00;56;02,"But as the time go that we've, we've lived in this house for 30 some years. Gregory was a year old. We moved at this house, but we've lived here. Good grief, I don't know. I'm not up for... 32, 33 years and see the people all changed and stuff, you know, they were just renting so that. But no, we I am not I'm single.",
Mrs. Juanita Zazueta Huerta,[01:00:33:02],01;01;19;22,"Complained about my neighbors and and when we moved across town, the lady of my neighbors, the, when you judge people for what they are, you know, they you'll find they're just like you. Just maybe their skin is a different color, but they're just just like you. I'm not in any race. No matter what color you are. There's good people and there's bad people, you know?",
Mrs. Juanita Zazueta Huerta,[01:00:56:24],01;01;26;12,"And if you have prejudice in your own heart, you know, you just can't help it.",
Angela Luckey,[01:01:03:15],01;01;52;17,"When I first came to Pocatello, I was invited to have enchiladas, and I went and they made a lot of flour tortillas. I was so disappointed because where I come from, these corn tortillas, in down in El Paso, were right by the border in. And I always thought when I came up here, I always thought that people didn't really know Mexican food.",pocatello;food and drink;migration;mexico
Angela Luckey,[01:01:29:24],01;02;06;00,"And then there was a lady that told me that when the first Mexicans came, they didn't have the corn, so they couldn't make the corn tortillas to make them. So they adapted the flour tortillas. Can you tell me a little bit about that?",food and drink
Mrs. Juanita Zazueta Huerta,[01:01:43:01],01;02;32;17,"Well, my mother had a methodist, so my mother would cook her corn and she would, And I have. Yes. And we love to say it was when we were little to see my mother, she would grind the corn and she would make the turkey. And we thought it was so interesting to see my mother, you know, look into it and leave it with him.",family;food and drink;wildlife
Mrs. Juanita Zazueta Huerta,[01:02:09:19],01;02;56;03,"She'd make gorditas, you know, and open them up and put. Well, no, don't tell you the truth. We didn't have don't remember. We had butter, but she had lard and she just and they were so good. But we like to see my mother grind the car and then make the picture here. But no, I don't remember. Tell you the truth, I don't remember my mother making tortillas.",food and drink;family
Mrs. Juanita Zazueta Huerta,[01:02:33:03],01;03;24;02,"I guess, for some reason she had corn and she'd cook her. Can't call none until they put it into the line. Slime. And she would cook a corn and chip, make the and make the turkeys, but I can't, I can't. And now see my girls, they don't like corn tortillas. They they rather have a flour and sugar.",food and drink
Mrs. Juanita Zazueta Huerta,[01:03:01:02],01;03;43;07,"They're a little difficult to eat out. And so you do have to have flour tortillas. They don't like corn. But we were raised on cartridges. And my mother, she had her meat that did for years. And you are still it. I had my mother's milk. I had the sheep. But I can tell them this is, my era.",food and drink;family
Mrs. Juanita Zazueta Huerta,[01:03:20:11],01;04;10;09,"She's got. I've got my gave them. I made it back with Mexicans. But she had them adopted. And after I went, she didn't know she had a for a long time. And then, you know, Isabel, Sam Sanchez's wife, had to tell her mother. Did you did you? To get to know the mother.",family
Mrs. Juanita Zazueta Huerta,[01:03:47:12],01;04;35;15,"Okay. And she made cheese like this. They had cows, I guess, and she'd make she cheese, you know? And and I guess they they do with the method. They would. They refine them after they made cheese to make it a fine grain, I suppose, because I remember my mother. Well, you know. Well, that old and yellow was to me meant that were really loathsome.",food and drink;family
Mrs. Juanita Zazueta Huerta,[01:04:12:18],01;04;49;05,"And she gave her method to do the, you know, so what you have to do and I don't know, I've have no reason to live on the farm. I have to they moved into town, made my house right over here by the what used to be the Frazier's.",
Mrs. Juanita Zazueta Huerta,[01:04:28:09],01;05;13;11,"And then my mom and dad lived there. Yeah. Comes whatever happened to my mom to the that they'll never know. But I do have our milk. I think it's it's deep and it's. You can't get those. Most of them are kind of like this, but my mother's that was a deep. Okay, so my grinds, garlic and caminos and all of that has spices in, in them.",food and drink
Mrs. Juanita Zazueta Huerta,[01:04:50:11],01;05;29;05,"Okay. So that my mother. That's true. That was my mother's. And then nowadays my kids now are more and and they're like, it's been used for years and years. Well, you know, it's smooth and it's smooth.",family
Angela Luckey,[01:05:06:07],01;05;35;06,Did you eat any special foods like during Lent or Christmas? Special things.,
Mrs. Juanita Zazueta Huerta,[01:05:12:08],01;06;01;00,"Well, I remember so well, but my mother made the best tamales. You shoot, I don't. And you know who learned? I guess I thought my mother was going to live forever. I never learned to make tamales like my mother. And the one that learned was Rita's mother, Frances. Frances made very good tamales. And she would always say, well, I learned from your mother, but I just thought my mother was going to live forever.",family
Mrs. Juanita Zazueta Huerta,[01:05:38:00],01;06;44;11,"I never learned to bake. But for Christmas, my my mother used to make tamales. And anybody, everybody is welcome. I guess it was like the basket or the fish and bread and I don't know, and and no one would. And she was always so happy when her friends was around her and, and, and eat and, and staff and she'd make oodles and those to me bring back she made little the noodles of tamales for anybody and but and but coffee and everybody's welcome and our house was full of people tamales and my dad used to like to never need him and his friends or they were.",family;food and drink
Mrs. Juanita Zazueta Huerta,[01:06:21:11],01;07;11;04,"The men were at one thing and the ladies were, but everybody was happy and everybody was chattering. And that was at Christmas time. It was Christmas. And I remember that, I don't know if you know, when. Do you know this lady lives over there? Christmas called. So they would like over here. It's crippled. Maria I she's a real good friend.",
Mrs. Juanita Zazueta Huerta,[01:06:48:06],01;07;31;29,"Well, her mother's doing an activity there. She's. When I remember that they'd always say that for New Year's. She made a Nancy. I never did go. I don't know, but I used to hear that she made a lot of tamales around. I know there's Christmas. Yeah, in God's basement, too. Like my mother, you know, and everybody welcome. And everybody would go to the movies.",recreation;family
Mrs. Juanita Zazueta Huerta,[01:07:08:29],01;07;51;26,"And that she made good tamales. Now I don't I never did eat them, but everybody was. But to me my mother made and Frances she Frances could whip up an enchilada and to Molly's and my girls would say, mom, how come you don't do my cart train? I was sorry about that. I have to do it 2 or 3 weeks in advance.",family
Mrs. Juanita Zazueta Huerta,[01:07:28:28],01;08;10;22,"Know when Aurora worked here at the bank? Every year that hit like a potluck, you know, they tell everyone. Be sure to tell your mother she's going to make enchiladas or whatever. But that day. But that was weeks in advance. I had to have them at noon. When then she'd come from work in a hurry and pick them up.",family
Mrs. Juanita Zazueta Huerta,[01:07:47:24],01;08;29;28,"So that was an all day job. I'd make the tortillas one then. And then I had a by noon on the day that she needed them. And I had to do. No, I'm not like you're friends. See our friends. She could whip up $15 to Molly's overnight. I'm not making. And no, Frances was a good like cooking she.",
Mrs. Juanita Zazueta Huerta,[01:08:07:00],01;08;46;14,"But the tamales you. Well, I learned from your mom. I had a little something about that I. I knew what I don't know, and and I still I don't know how to make tamales. My kid goes to Nebraska and they make a lot of tamales, all of that. So he's the one that makes tamales. You just for the family here?",family
Mrs. Juanita Zazueta Huerta,[01:08:23:14],01;09;07;01,"Sometimes it turned out all right and. Well, how did it when I was there, one more thing or another, they could have been better food. Everybody. But he was a little bit. No, not me. I do make enchiladas like Raymond. I said Raymond. I told him he would have lunch, I would like Super Bowl and stuff like that.",
Mrs. Juanita Zazueta Huerta,[01:08:44:04],01;09;30;03,"Mom, would you make peace of mind? You won't allow it. And again, 2 or 3 weeks in advance so that I can have his enchiladas were you'd come and pick them up to take these and see if it's from the beans and rice, and they would you can like have the pans already taken right. No, I wasn't much for your team.",food and drink
Mrs. Juanita Zazueta Huerta,[01:09:07:05],01;09;42;24,"My girls like when they were home, they and they were fast and they learned how to cook Mexican and go to whatever they they were really good at pudding. They were good.",mexico
Angela Luckey,[01:09:19:24],01;09;48;14,"No good. Did, how about during lent? Do you have any special things in that?",
