speaker,timestamp,words,tags,terms
Mahlon Follett,00:57:55,"Well, we were friendly enough. I don't remember we were so friendly with Rosenstein's. They weren't enemies or anything, but they weren't the type that people were not too friendly with, I guess. Of course, they were Jewish, and the town where they were the only Jews. So they didn't mingle with the other people very much. Well, the girls got so they did. But later years, when Emmett was running the store up there, he was real friendly. He used to borrow back and forth. We was out of something, boy, we'd go borrow from them. By subversive, they'd get an order for something they didn't have, and they'd come down and get it from us. We were all friendly, and then later when Dave Keough was in there, we were all friendly. We almost went fishing together, turned the tides of the year, and one thing or another. So there wasn't any key rivalry between the businesses. I don't know. I think really the days before I was there with the store, it was a borrow rivalry.",lcoh people;lcoh places;leisure,rosenstein's;emmett;fishing
Sam Schrager,00:59:33,Why do you figure that?,,
Mahlon Follett,00:59:36,"Oh, I don't know. I guess it's...",,
Sam Schrager,00:59:41,"What people said, maybe, or what you picked up on. It sounds to me like, I do have the idea from talking to old timers around the country, around here, that people were devoted to the store they traded at.",,
Mahlon Follett,00:59:58,"Yeah, that's true.",,
Sam Schrager,00:59:59,"Whatever store it was, some of them traded it, too, more than one, but if it was one store they'd trade with, they got a...and this was in the early days. They got a good situation going, and they kept it.",,
Mahlon Follett,01:00:15,"Yeah, that's true. Yeah, that's true. They...most of our customers, for instance, were pretty solid. They did all the trading. A lot of them were people who hardly ever come in our place. They'd trade these someplace else, but they were almost either of us.",,
Sam Schrager,01:00:45,Was there a competition as far as the prices in the early days?,,
Mahlon Follett,01:00:52,"Oh, yes, there was. There was some that...I don't know. Yeah, I guess there was. I almost had a few customers that came in. Well, I can get it up the street for a dime less.",,
Sam Schrager,01:01:19,I'd trade it for a nickel bar candy.,food_and_drink,candy
Mahlon Follett,01:01:32,"Yeah, probably exaggerated a little on that.",,
Sam Schrager,01:01:36,I know.,,
Mahlon Follett,01:01:40,Yeah.,,
Sam Schrager,01:01:42,"But did they have it like specials? I mean, these days, that's the way they used to have specials. Yeah.",,
Mahlon Follett,01:01:50,"I mean, it's to have... Yeah.",,
Sam Schrager,01:02:14,One of the things I've heard about the country's old-time stores was that the proprietors would get each item for the buyers instead of it being self-service. Is that correct?,,
Mahlon Follett,01:02:33,"Yeah. Yeah, they were no self-service. Up the door just before I went out of the store. In fact, we never had self-service as long as I was in the store. But it was beginning to get to be the thing about the time I went out. Yeah, they'd give you your order, and you'd put it up for them.",,
Sam Schrager,01:03:01,They'd have it written down and hand it to you on a sheet of paper?,,
Mahlon Follett,01:03:04,"Well, possibly. Verbal? Verbal, they'd give it to you. You'd write it down, then put it up. Yeah, I can remember the days of the old thrash machines, why they'd come in with a big list of stuff, hand it to you, and then go out to do something else. By the time they came back, they expected you to have it put up for them, all ready to go. And you would.",,
Sam Schrager,01:03:38,This would be the roustabout?,lcoh mining,roustabout
Mahlon Follett,01:03:40,"Yep. Yep. There used to be a lot of those try-outs that used to come over. I don't suppose any of that. A bunch are left. Charlie Smith, Olsen, Gorsuch, Paynes. I guess some of the Paynes are still in Troy. I guess they'd probably be about the grandest of them, though. One that used to run it.",,
Sam Schrager,01:04:10,I wonder why they came in from over there instead of the fellows around here doing their own thrashing.,,
Mahlon Follett,01:04:17,"Well, of course, I'd say they weren't all from over there. There were several thrashing outfits here, but when it was ready, there wouldn't be enough. Of course, everybody would be anxious to get it thrashed before storms hit it, so they'd come over and have quite a little run.",,
Sam Schrager,01:04:49,Sure were a lot of people from over around Troy that came and worked in the harvests here.,,
Mahlon Follett,01:04:54,Oh yeah.,,
Sam Schrager,01:04:57,Homesteaders would be on the homestead and they'd leave it to come down and make a little money to have something to buy stuff with for the winter.,agriculture,homestead
Mahlon Follett,01:05:03,"Oh yeah. When I was in high school, I used to work out of the directory machines. And I noticed all of the several were from Troy.",education,school
Sam Schrager,01:05:24,"Was that called Smoltz, the confectionary in Tadway? It used to go in there when you were in...",,
Mahlon Follett,01:05:32,"Oh yeah. When we were in high school, that was where we hung out all the kids and things. It wasn't much of anything to do with those days, but hang on some place. Smoltz was the place. A confectionary in Rest Street. They did quite a big business. Well, on the first of them, Smoltz, he was a cigar baker. He made cigars. He had just a little bit of a place that he gradually began to butt in, you know, candy. Eventually they went into the confectionary business, made ice cream.",education;food_and_drink,school;candy;ice cream
Sam Schrager,01:06:31,"When you say hang out, was it okay for kids to just sit around in there? Oh yeah. You didn't have to be buying something and eating something? Oh no.",,
Mahlon Follett,01:06:43,"Of course, if you had any money, you bought something. Usually we didn't have too much money. Maybe somebody would come in a little bit for... It was kind of a general hangout for kids. Oh, you wouldn't stay in there all the time, of course. I was going to meet anybody, that would be the place to meet.",,
Sam Schrager,01:07:14,What about the store? Would people sit around in the store?,,
Mahlon Follett,01:07:19,"Quite a lot, yeah. In the early days. They'd come in the town, the ladies would come in there, and we had some stools over there. They'd sit around there quite a bit. Mostly the ladies? Yeah, the ladies. I guess the men probably went to the boulevard to slug. One thing or another the women would... Women used to do most of the buying in there. Nice grocery buying. Stuff of that type and dry goods. They used to have quite a bit of Indian trade in them. That first one was the store. My uncle got so he could understand them. Quite a bit of Indian. He could talk with them pretty good. But I never got so I couldn't. Some of them wouldn't talk English. They'd just point to what they wanted to. Were they good customers for the most part? Yeah, they were pretty good, but they had a peculiar habit of... They'd buy one item, bring it over, pay for it. They'd buy another. They'd buy a dozen items, they'd buy them all separate and settle up for it one at a time. Really? Oh yeah. You never see them at that... those old Indians. They'd buy one item at a time.",family,uncle
Sam Schrager,01:09:09,I wonder what their thinking was about that. I don't know.,,
Mahlon Follett,01:09:17,"I never knew none of the old Indians, thought that way. Of course the younger ones got a rip. But I never caught any of them. If they picked up anything, they'd bring it over to me and pay for it. I never caught them stealing anything. I think they were most ... I don't think the present generation are quite as honest as the old people were. The last few years, I had a little trouble with them sometimes.",crime,stealing
Sam Schrager,01:10:05,"Would these people live near, fairly near, Genesee?",lcoh places,genesee
Mahlon Follett,01:10:13,"Oh, trade here? Yeah. There were several of them lived out. Well, there's still a lot of reservation land out here, Indian land, but some of them used to live out here. But you don't see much of them anymore, do you?",lcoh indigenous,reservation
Sam Schrager,01:10:45,"Would you give them credit too? No, you wouldn't be able to. They're paying you for each item.",,
Mahlon Follett,01:10:50,"No, I never ever. Not those old Indians. They're paid for every item. They never ask for credit.",,
Sam Schrager,01:11:08,"Well, what kind of social activities went on in town in these years, back before the Depression?",,
Mahlon Follett,01:11:25,"Well, there wasn't much. I was thinking, I don't know what we did at the time. The reason I was thinking about it was thinking there was five or six of us kids that were pretty good friends up until two grades in high school. We'd go out and chase around together. There wasn't much of anything to do Saturday night. There'd be movies, but outside of that there wouldn't be much going on. We'd just fool around. They used to have revival meetings all the time. We'd go to them regularly. I was as good as a show.",education;religion,school;revival
Sam Schrager,01:12:06,"Would that be right in town? Oh, yeah. Would they put up a tent?",,
Mahlon Follett,01:12:10,"Well, there were a few cases where they'd put up tents. There was a Methodist church over here. Two or three times a year they'd have what they called revival services. So outside, preachers would come in and eat and preach. Most of them were pretty radical. We used to get a kick out of...there was something to do, I guess. We used to go. We were like some of the present ones that didn't behave themselves. We always behaved all right. We never got in trouble in church. We used to get quite a kick out of it.",religion,church;revival
Sam Schrager,01:13:07,"Well, when you say they were pretty radical, the kind of preaching style, was it hellfire and brimstone?",,
Mahlon Follett,01:13:13,"Yeah, hellfire and brimstone. We were sure going to hell if you played cards or danced or did anything for the news. But of course another thing in those early days, there used to be lots of dances. They'd dance pretty every week. In town? In the wintertime, they'd be out in the country schools. They'd be dancing out there. Go for it. About once a week during the winter, if you had some transportation, a team or somebody to have a team, I'd go out to some of these country schools to dance, parties. Lots of parties.",leisure,dance;dancing
Sam Schrager,01:14:10,"How would a party be different from a dance? Well, play games at parties?",leisure,dance
Mahlon Follett,01:14:20,"They were, of course, we'd go out to the coast with slaves. We'd go out to some of these people who lived out short distances in the country and buy a group out. We'd go out there, usually dance, have an oyster feed.",leisure,dance
Sam Schrager,01:15:03,"In town, where were the dances held?",,
Mahlon Follett,01:15:06,"Well, there used to be a building down here that was originally built for armory. They later called it an opera house. Then eventually the school built it, bought it for a gym. They played basketball in it for years. That's where the dances were held. There's the public dances. And KP Lodge used to have a few dances in the area of the Dation dances.",education;leisure,school;basketball
Sam Schrager,01:15:45,KP Lodge? What's that?,,
Mahlon Follett,01:15:47,Knights of Pythias.,lcoh organizations,knights of pythias
Sam Schrager,01:15:47,"Knights of Pythias, sure.",lcoh organizations,knights of pythias
Mahlon Follett,01:15:51,"They were pretty active here for a while, for a long while. And their dances used to bring out quite a crowd. Practically everybody got invitations to it, unless it was something they absolutely didn't want.",,
Sam Schrager,01:16:18,"These regular dances that you'd have on Saturdays, were they attended by mostly just the young people, or was it all ages?",,
Mahlon Follett,01:16:30,"All ages. All ages. And of course the under-married people used to go to all of them. And of course the under-people. I know for years after we were married, we used to go to all the dances. I never did like to dance very well, but we used to go all the time. And they'd come over from Uniontown to some extent. We'd get down there. That's about as far as you wanted to go with the team.",lcoh places;leisure,uniontown;dance
Sam Schrager,01:17:24,"Were the Knights of Pythias, did they have members mostly from the men in town in Genesee, or was it all around the country, or did they belong to it?",lcoh organizations;lcoh places,knights of pythias;genesee
Mahlon Follett,01:17:38,"Mostly from the town, or the farmers rather. They had quite a membership at one time. Of course there was another thing, several lodges. There was AP's, non-fellows, wooden, mason's. That was another thing. I can remember my dad was, when we lived down this farm out here, he'd ride in a horseback to go to lodge. Six or seven miles. Gosh, I wouldn't do it nowadays. I wouldn't even drive in, I don't think to go.",,
Sam Schrager,01:18:23,Maybe the fellowship was important to you.,religion,fellowship
Mahlon Follett,01:18:25,"That's right. They'd get out, but there wasn't much for them to do. Visit your neighbors maybe.",,
Sam Schrager,01:18:38,"Well in town, do you think that the people that lived in town, or let's say the business community on Main Street, did they know each other very well, cooperate quite a bit?",,
Mahlon Follett,01:18:57,"Oh yes. Oh yeah. Of course I think in those days there was lots more visiting back and forth among the people. Of course they didn't have radio, television, anything of the kind. That was about all there was to do.",technology,radio;television
Sam Schrager,01:19:40,"Do you think it was pretty much the same, and this is something that I've been quite interested in trying to figure, do you think it was pretty much the same in the country as the town and the way of visiting and friendship?",,
Mahlon Follett,01:19:53,"Oh yeah. Well I think so, yeah.",,
Sam Schrager,01:19:55,Not much difference between the two places?,,
Mahlon Follett,01:20:00,"No, so my early memory since I was on the farm was going to visit somebody and go over and have dinner and naps.",,
Sam Schrager,01:20:12,"Would you do the same thing in town? Oh yeah. Visit another family in town? That's right. I've heard a lot about that in the country, but not very much about it in towns.",,
Mahlon Follett,01:20:24,"Oh yeah, they did hear it in town. I can never backtrack. All of a sudden anyway, either my folks would have a company or they'd be going someplace for dinner.",,
Sam Schrager,01:20:43,"Was it a very small circle of friends they had, or a pretty big size one?",,
Mahlon Follett,01:20:46,"I suppose it was a rather small circle, I would say.",,
Sam Schrager,01:20:57,"If you were going to try to guess, would you say maybe two or three families or five or six families?",,
Mahlon Follett,01:21:05,"Oh yeah, I'd say more than that, five or six or more families. And of course they were, out this side of town, were mostly all Germans.",,
Sam Schrager,01:21:20,To the west?,,
Mahlon Follett,01:21:21,"Yeah, to the west. And up the valley was practically all our widgets. Well, south it was a little of everything.",,
Sam Schrager,01:21:38,I imagine the different groups stuck together pretty much.,,
Mahlon Follett,01:21:41,"That's right, and the different churches did too. If you were Catholic you didn't have anything to do with the Protestants. If you were Protestant you didn't have anything to do with the Catholics. Here on Good Friday, this last Good Friday, the Lutherans and the Catholics and the community church went together. And the priest and the Lutheran preacher preached part of the sermon in the community church. Well, years ago I wouldn't have, well I had never heard of such a thing as going a Catholic priest going into a private Protestant church or vice versa. A Protestant minister on Thanksgiving Eve, they had a big service at the Catholic church and all three ministers spoke. That's the difference a few years would make. I hadn't heard of it for many years ago or more.",religion,church;minister;preacher;priest;sermon
Sam Schrager,01:22:53,"Were there, in those early days, were there things that the whole community, regardless of nationality, would get together on? Or was it not, was there really just like four or five different communities here?",,
Mahlon Follett,01:23:10,"Well, yeah, the dancers for instance, they'd come from all segments. And they used to have celebrations, Fourth of July, four shows, when they got together and the whole community would take part.",,
Sam Schrager,01:23:35,"Sounds like you're saying the town then was a way, it was when people came to town that they became one community instead of different ones.",,
Mahlon Follett,01:23:48,"Well, yeah, I guess so.",,
Sam Schrager,01:23:49,"That's kind of what it sounds like, saying I don't mean to put words into your mouth.",,
Mahlon Follett,01:23:56,"No, they all were some different groups really got along pretty good. There wasn't any friction or anything. But naturally the Norwegians kind of clicked together, so the Germans more or less. I can remember when I first went to the store, a lot of the Norwegian ladies would come in the store. Boy, I'd have an awful time understanding them. They talked pretty broken. I got so I could. Nice ladies, but they talked pretty broken.",norwegian,norwegian
Sam Schrager,01:24:45,I think one of them didn't have much opportunity to learn the language being at home and with each other all the time.,,
Mahlon Follett,01:24:52,That's true. And of course a lot of them came over from Sweden or Norway.,lcoh swedish;norwegian,sweden;norway
Sam Schrager,01:25:00,They were already grown.,,
Mahlon Follett,01:25:01,That's right.,,
Sam Schrager,01:25:06,"Well, what nationality was your family?",,
Mahlon Follett,01:25:11,"I don't know on the father's side. I never did know it. My dad, he didn't know. He'd been American as far as I knew back. But on the mother's side, they were French-Canadians. My grandmother lived with us two, three years. She could talk better French. She could English.",family;french,father;grandmother;mother;french
Sam Schrager,01:25:40,"Well, among the business people in town, were most of them American?",,
Mahlon Follett,01:25:48,"Oh yeah. Yeah, they all were. They all were. I don't remember any of them that were. Yeah, they all were. I don't remember any of them that were.",,
Sam Schrager,01:26:18,"This horse show on the Fourth of July, that brought in people from all over to town? Were they especially big celebrations?",lcoh flora & fauna,horse
Mahlon Follett,01:26:31,"Yeah, they were. They were pretty good-sized celebrations. I'd run them for two, three days. Pretty good-sized carnivals used to come in for them. They really used to have a big crowd. In Uniontown, they had a stock show down there. They showed both horses and cattle. This horse show's here. It wasn't bad enough horses. In Uniontown, that's a stock show. They used to get an awful crowd. And of course, people from here and get out there and they'd appear. Those were the days before tractors. Everything was horses. They used to be pretty competitive who'd have the best horses. And of course, in those days, every time I had a baseball team, by every Sunday, some place or other, They weren't big leagues, but they played pretty good baseball sometimes. At least it was always interesting.",agriculture;lcoh flora & fauna;lcoh places,cattle;horse;uniontown
Sam Schrager,01:28:07,"Some of these little towns, they seem to have fights as a regular part of the baseball game. They'd fight with the other town.",leisure,game
Mahlon Follett,01:28:14,"Well, yeah, sometimes they'd get to almost to the verge of fighting the other way. It was a keen competition, especially between Uniontown and Juliaetta. But all the towns used to have Kendrick, Juliaetta, Troy, Uniontown, Colton, Genesee. Moscow.",lcoh places,colton;genesee;juliaetta;moscow;uniontown
Sam Schrager,01:28:52,"You know, in Moscow I've heard, and around Moscow I've heard people say that there was a real difference between the people that were farm people lived in the country and the people that were town people lived in town. When the country people came into town, they stood out as being from the country. Would you say that would be true of Genesee too?",lcoh places,genesee;moscow
Mahlon Follett,01:29:17,"No, I wouldn't say so here. Possibly in a few cases it would be, but not very often. I suppose some families come to town and be pretty country-fied maybe, but most of them, they were all just the same.",,
Sam Schrager,01:29:55,"Do you think it had much effect that, I've had the idea that the farming around here was more developed than, you know, it was more developed further along than it was in most of this county, you know, in places where they've had to clear their homesteads?",agriculture,farming
Mahlon Follett,01:30:12,"Yeah, I imagine that's true. Of course, there was a lot of door land there.",,
Sam Schrager,01:30:22,I imagine that there was really more prosperity around here because of that.,,
Mahlon Follett,01:30:31,"Yeah, I imagine that's true. I think in the early days, it's kind of gone the other way now.",,
Sam Schrager,01:30:40,Gone the other way?,,
Mahlon Follett,01:30:42,"Well, the town isn't as good as a business town anymore than it used to be. I think, for instance, Troy or Kendrick or some of them are much better business towns than Genesee.",lcoh places,genesee
Sam Schrager,01:30:59,I wonder why it's hurt Genesee more than it has a place like Troy.,lcoh places,genesee
Mahlon Follett,01:31:03,"Well, I think possibly it's because of being about halfway between Lewiston and Moscow. Long ago Lewiston and long ago Moscow. And, uh, do that trade even. I don't even have a barber here anymore. Used to be two tea shops. Don't have a doctor. There used to be two doctors here. Never since I could remember up until the last few years. The last 20 years, I guess.",food_and_drink;health;lcoh places,tea;doctor;lewiston;moscow
Sam Schrager,01:31:45,I guess people's loyalty to the town stops when they feel it gets too expensive maybe. Because you'd think that maybe if the town was serious enough about keeping some businesses and they patronized them enough they could keep them.,,
Mahlon Follett,01:32:09,"Well, people like to go where there's a better selection than one thing or another. When I first went to the store we used to have a little razor wire and one thing or another. Well, after a few years you couldn't handle that because you couldn't carry them from a selection. And like a larger base camp, it's the changing of the times.",,
Sam Schrager,01:32:54,"You know, you mentioned the revivals a while ago. In Moscow they caused a lot of hot debate and really some disturbance because the one or two of them in particular attacked Moscow. In Moscow at all, that really did it. The whole business of drinking and dancing was pretty controversial in Moscow.",lcoh places;leisure,moscow;dancing
Mahlon Follett,01:33:24,"Well, I guess it was the most loony town. The churches used to be pretty much against it when I was a kid. Playing cards was terrible. Now the ministers themselves play cards and everything. I don't think anything about it, but in the early days why?",,
Sam Schrager,01:34:05,Do you think that the revivals stopped people from playing cards and drinking?,,
Mahlon Follett,01:34:13,"No, I don't think it ever did. I don't think it did a bit of good. Probably didn't do any harm either, but I just doubt whether they ever had much effect on people. Maybe some of the older people. I can remember, we had a minister here, he was here for years, from the middle of the night. I don't know, he was here, he came here as a young fellow. He was in his first preaching position. He got so with everybody in town, Protestant, Catholic or anybody, he was a friend of theirs. One thing or another. I think possibly that kind of started people a little bit. To be a little broader minded, because before then a lot of people, a lot of the church people, thought that playing ball on Sunday was a terrible sin. And this middle of the night, he was a pretty fair pitcher. He used to play ball on Sunday himself. He used to tell a story about him, and he kept his uniform under his pulpit so he could make it when he had none on top. A little bit exaggerated. When he first started, by some of the older people in church, he didn't like it too well. After he'd been here a while, I guess he won him over.",clothing;religion,uniform;church;minister
Sam Schrager,01:35:57,So he pitched for the Genesee team.,lcoh places,genesee
Mahlon Follett,01:36:00,"The town team, yeah.",,
Sam Schrager,01:36:01,Well that's interesting.,,
Mahlon Follett,01:36:11,"I can see in my time, I'm much broader minded than all the churches have got.",,
Sam Schrager,01:36:20,Was there a lot of drinking at the dances during Prohibition when you were a fellow?,,
Mahlon Follett,01:36:28,"Oh, I would say a lot. There was some, of course. There was some. But it wasn't too bad. It didn't get really rough, most of the dances. If I got too bad, somebody used to take care of me, you know, out of the way.",,
Sam Schrager,01:37:22,Do you think that the moonshine that was around was mostly locally produced or brought in from outside?,crime,moonshine
Mahlon Follett,01:37:34,"All, I would say most of it was brought in. I don't think it was one or two that was doing a little manufacturing. One or two were caught up. I don't think there were very many steles around here. I think it was mostly all brought in.",manufacturing,manufacturing
Sam Schrager,01:38:10,"The thing about that that I kind of wondered about this country around here is whether it was pretty well accepted, you know, for people to drink if they wanted to during those Prohibition times or if it was frowned upon pretty heavily.",,
Mahlon Follett,01:38:27,"Oh, I wouldn't know. I think it was kind of accepted, over the last, by a lot of people. Of course, some people never would brew it, of course. Prohibition, prohibition.",,
Sam Schrager,01:38:55,The prohibition itself probably didn't make too much difference about how they felt about it one way or the other.,,
Mahlon Follett,01:39:03,"You know, I've always thought that maybe people were drinking during the Prohibition, that is, heavy drinkers drinking more than they have since or before. I think more people now take a social drink or two, but I don't think there's many that drink really get drunk like they did during the Prohibition.",,
Sam Schrager,01:39:30,Because it was illegal?,,
Mahlon Follett,01:39:32,"Because it was illegal, I guess. And I think more people started on it then. I told them they can't have it, why? They seemed to want it that much more. Now, practically everybody will take a drink, I would say everybody. You might have very few in a group, but if there's cocktails or something, no one will drink. That don't mean that very many of them get drunk.",,
Sam Schrager,01:40:18,Was there much town politics in Tennessee in the early years?,,
Mahlon Follett,01:40:29,"No, I don't think so. It was all the same. I wouldn't say a lot. I wouldn't say there was a lot of interest in politics. Although any political speaker can get quite a crowd out because there wasn't much else to do but go listen to them.",,
Sam Schrager,01:41:02,"Well, I noticed in looking at some of the old things about Genesee that GAR was very prominent.",lcoh places,genesee
Mahlon Follett,01:41:11,"Oh yeah. A few of them, when I was young...",,
Sam Schrager,01:41:48,"Well, there are a couple more things I was thinking of asking about. Do you ever hear much about J.P. Vollmer?",lcoh places,vollmer
Mahlon Follett,01:42:00,Not anymore.,,
Sam Schrager,01:42:01,"I know, but I mean back in those early days.",,
Mahlon Follett,01:42:03,Oh yes.,,
Sam Schrager,01:42:05,What was his reputation?,,
Mahlon Follett,01:42:06,"I was still in the bank here at one time. Well, I guess before my time. I think he had a regular wholesale store here. See, they used to trade all the stuff from here up on the prairie. There was no railroad. There was Lewis. It had to be all out of here. This was the first railroad. And he owned the bank. It was a lot of land that he... You hear a lot of stories about him. Of course, I don't know.",transportation,railroad
Sam Schrager,01:42:46,"Well, I'll tell you the stories that I hear about him are not very complimentary. Because people say he got a lot of land from getting people over a barrel. That's true. And they're owing him money.",,
Mahlon Follett,01:42:58,"I guess there's no doubt about that. That's the impression I always got of him. Of course, I never knew him before my time. He was active. I think he was still alive back in the river. But his family were in the way. I worked in the bank here a while. He owned the bank, I know.",,
Sam Schrager,01:43:20,He still owned it at that time.,,
Mahlon Follett,01:43:22,Yeah. His son-in-law was really running it. The bank didn't do much business because people didn't like the ballers.,,
Sam Schrager,01:43:39,Was it the only bank in town?,,
Mahlon Follett,01:43:42,"No, there was two at that time.",,
Sam Schrager,01:43:44,The other one got more of the business.,,
Mahlon Follett,01:43:46,Oh yeah.,,
Sam Schrager,01:43:49,What did you think of the son-in-law?,,
Mahlon Follett,01:43:52,"Well, I never really knew him. Only talked to him on the phone.",,
Sam Schrager,01:43:56,He wasn't actually here.,,
Mahlon Follett,01:43:59,"I think he was here a time or two, but I don't remember him at all. I just talked to him on the phone. I know what nobody in the bank liked. They might know that. I don't know whether it was because they had him or he was the father of the son-in-law.",family,father
Sam Schrager,01:44:21,Was there anything in the bank policies at the time that you were working there that was different from the other banks?,,
Mahlon Follett,01:44:31,Oh no.,,
Sam Schrager,01:44:34,So it was more of the bad taste they had from the past?,,
Mahlon Follett,01:44:37,That's true.,,
Sam Schrager,01:44:54,Did that bank fold before the other one did?,,
Mahlon Follett,01:44:58,"No, it never did. It never folded up?",,
Sam Schrager,01:45:02,"Oh, was it still running?",,
Mahlon Follett,01:45:03,"It closed up during the holiday, but it opened right up afterwards.",,
Sam Schrager,01:45:08,So is that still running in town?,,
Mahlon Follett,01:45:10,"Yeah, of course they sold out for security. But it never did close. Only for the holiday. I was working there. They didn't have much business.",,
Sam Schrager,01:45:35,"What about the moving of the town from Old Town to this one? I know that was before your time, but I'm curious about what you heard about what caused that move.",,
Mahlon Follett,01:45:52,"Well, it was when the railroad came in. They came in this far and were intending to go on to get us to the Old Town. And whoever owned the land between Depot and up there, I know who I think owned it, but I see when they made up this history of the country, they claimed the rose estate owned it, but I don't think he did. But anyway, whoever owned the land wanted the much part the railroad wouldn't pay when they stopped right here. But the Depot here had stopped and moved on out. I suppose it's half a mile out from Old Town. So in order to get the railroad, they had to move.",transportation,depot;railroad
Sam Schrager,01:46:52,"Did they move much of the town from there to here, or did they abandon most of it?",,
Mahlon Follett,01:46:58,"Oh, I really don't know. They moved some of it, I know. Rose Estate had a store out there, and he moved that in. I've been running for quite a few years here in town. Well, I built this other building, which went all the way down. Otherwise, I don't know how many buildings were moved. I can remember as a little kid coming in from the farm, we used to come in through Old Town. There was, oh, I suppose maybe half a dozen buildings there at that time. A few people lived out there, I think.",,
Sam Schrager,01:47:46,"People lived in the town, in the Old Town, in some of those old buildings?",,
Mahlon Follett,01:47:51,"Yeah. Yeah, there was a few people still in there after. Well, I suppose they had their places, and lived out their days.",,
Sam Schrager,01:48:02,But no more stores there?,,
Mahlon Follett,01:48:04,"Oh, no. No, not in my time. I was never here. There wasn't any business out there.",,
Sam Schrager,01:48:10,"Well, who do you think owned the land at that time?",,
Mahlon Follett,01:48:13,"Well, I thought Platts did, but I may be wrong. I thought Todd Platt owned it. You know Kenny, probably. He'd be his grandfather. I think he owned the land, but I may be wrong. Because this history that they've got out, they say that Rosenstein did. Well, it don't make sense, hardly, that Rosenstein would have done anything to keep him coming out there, so that he'd have to move his store.",family,grandfather
Sam Schrager,01:48:45,That's a good point.,,
Mahlon Follett,01:48:46,It don't necessarily make sense.,,
Sam Schrager,01:48:48,"No, it doesn't figure.",,
Mahlon Follett,01:48:50,"I've also, when I was a kid, I always heard that it was Todd Platt, that he wanted too much for the land right away, for the whole road to go out there.",,
Sam Schrager,01:49:04,"As I recall, Vollmer was the one that said that Rosenstein held him up, and this was in the early 1903 history. But you know, they used to say that about Vollmer and Troy, that he tried to hold him up in Troy. And that was part of why they changed the name from Vollmer to Troy, because he was trying to hold him up for more money, and the townspeople were very angry about that. Yeah.",lcoh places,vollmer
Mahlon Follett,01:49:38,"No, I really couldn't say for sure who was the responsible ones for moving the town.",,
Sam Schrager,01:49:47,"A real bustling town for a while. Do you remember people talking about it being a real center of, I guess, before the railroad hit Lewiston, and then, as you say, there was all that traffic coming from the camp in Troy, too?",lcoh places;transportation,lewiston;railroad
Mahlon Follett,01:50:11,"Yeah, Grangeville, they'd have to haul all the freight up there from here. They came here on the railroad, of course, I gave them my boat to Lewiston, but otherwise it was all hauled over on them. Of course, that was before my time.",lcoh places;transportation,grangeville;lewiston;railroad
Sam Schrager,01:50:47,"I heard a lot of people came, wound up coming here because it was the end of the track, the end of the line. And a lot of people also were waiting for the reservation to open up, too, for a settlement.",lcoh indigenous,reservation
Mahlon Follett,01:51:09,"I suppose, maybe, I don't really know why. Lots of people, you kind of wonder how they ever happened to come here, all right, but I suppose they had some reason.",,
Sam Schrager,01:51:40,Were there any people that were kind of characters around town when you were?,,
Mahlon Follett,01:51:47,"Oh, yeah, yeah, it was awesome. Yeah, there was. Almost a few. I guess every town has them.",,
Sam Schrager,01:52:34,"Can you tell me in particular? Because I've heard, like I read from the real early days, but the only guys that I've heard about were Mike Driscoll, too.",,
Mahlon Follett,01:52:51,"Right about him, I think he was kind of a character, sub-author character.",literature,author
Sam Schrager,01:52:59,"Well, who was the sheriff when you were in town? There was still a sheriff, wasn't there?",,
Mahlon Follett,01:53:10,You mean county sheriff?,,
Sam Schrager,01:53:11,"No, I mean Town Marshal, really.",,
Mahlon Follett,01:53:14,"Oh, there's been several, Hickman.",,
Sam Schrager,01:53:22,"Hickman, yeah.",,
Mahlon Follett,01:53:24,"Well, he wasn't a particular character of any kind. He was all right. He was. You were on the limber barn here for years, then when the automobiles come along, he used to haul people in cars. Hire them to take them to those Moscow places. And later became Town Marshal. But he was, he wasn't what you'd call a character at all.",lcoh places,moscow
Sam Schrager,01:54:14,"Well, I think of a character to me as kind of a guy that's a comical, you know, a guy that is a prankster and funny.",,
Mahlon Follett,01:54:24,"Well, that's why I said, Mike Driscoll, I heard a lot of stories about him. He was just a big Irishman and had a lot of fun. Kids used to play all kinds of tricks on him, I guess. I don't remember any of that.",,
Sam Schrager,01:54:47,"Kids used to play tricks on him, huh?",,
Mahlon Follett,01:54:49,"Oh, yeah, ...",,
Sam Schrager,01:55:06,"There were a lot of people coming in here at harvest time, looking for work, too. Oh, yeah. Like harvest tramps, they go on.",agriculture,harvest
Mahlon Follett,01:55:18,"Yeah, hobos. Yeah, they used to have what they called a juggle down here. There'd be quite a few in it. It took a lot of them, a lot of them, to do the farm work during the days of binders and ... I'd go down there and hire these fellas. Some of them were pretty good, some of them no good. All kinds of people.",,
Sam Schrager,01:56:03,But the townspeople didn't mind having a jungle right on the edge of town there.,lcoh timber,jungle
Mahlon Follett,01:56:08,"Oh, I don't think so, though.",,
Sam Schrager,01:56:10,Didn't bother them.,,
Mahlon Follett,01:56:11,"I don't think so. Of course, I was in school at that time, and I don't know that it bothered anybody. Yeah. I know I rusted the air purthash machine. Used to send men to pick up a man or two. I'd get out there and pick up a couple. Maybe the next day I'd bring them back or bring a couple others.",education,school
Sam Schrager,01:56:53,You really didn't know what you were getting at?,,
