speaker,timestamp,Endtime,words,tags
Rosa Rodríguez,[00:31:56:10],00;32;00;05,"So when they you would go visit in the Lincoln area, they would listen to.",
Celia Herrera (Sally) De La Garza,[00:32:00:06],00;32;00;26,"Oh, yes.",
Rosa Rodríguez,[00:32:00:27],00;32;18;11,Oh.,
Rosa Rodríguez,[00:32:18:14],00;32;28;00,"This is Rosa Rodríguez, and this is part two of, Sally de la García's interview.",
Rosa Rodríguez,[00:32:28:02],00;32;42;07,"Sally, when you were growing up, especially during, your younger years, what do you remember, the kinds of foods that your mom would make for you?",
Celia Herrera (Sally) De La Garza,[00:32:42:09],00;32;53;20,"Mexican food, cocktails and beans. She, Potatoes and homemade pie.",mexico;food and drink
Rosa Rodríguez,[00:32:53:22],00;33;10;24,"Did she ever use that? Anything from outside? I know you had a garden, but did she ever use. You know, leaves or anything like that? I mean, the reason why I ask is because I know that some families used to eat candy there.",agriculture;food and drink
Celia Herrera (Sally) De La Garza,[00:33:10:27],00;33;24;16,"Yes, she she used to cook and eat this. She could be tops.",
Celia Herrera (Sally) De La Garza,[00:33:24:18],00;33;37;13,"But this, she had a, that, can leave this by her. And my dad used to go out and eat this. I remember that.",
Rosa Rodríguez,[00:33:37:16],00;33;39;10,And how did she used to make them?,
Celia Herrera (Sally) De La Garza,[00:33:39:12],00;33;43;14,She used to fry them with onion and chili.,
Rosa Rodríguez,[00:33:43:14],00;33;56;00,"Became so she should think so. Do you remember once again talking about your mom, if she would ever tell you an acquaintance, sir?",
Celia Herrera (Sally) De La Garza,[00:33:56:02],00;34;08;06,"Oh, yes. Stories about Mexico. In fact, every night was a story night. My dad would.",mexico
Celia Herrera (Sally) De La Garza,[00:34:08:09],00;34;27;07,"Different stories. Okay, sometimes they were so, spooky. Okay. That we were afraid to go to bed at night alone, so we'd all sneak in their bedroom, you know? But, yes, every night and every night after supper and would tell scrapbooks and stories.",
Rosa Rodríguez,[00:34:27:09],00;34;31;12,"And did they all relate to Mexico, or would he just make some.",mexico
Celia Herrera (Sally) De La Garza,[00:34:31:12],00;34;44;17,"Up 90%, 99% related to Mexico? And no, I don't think he made them up. They were stories that he had read because he used to read a lot.",mexico
Rosa Rodríguez,[00:34:44:19],00;34;46;28,And did he read them when he lived here?,
Celia Herrera (Sally) De La Garza,[00:34:47:05],00;34;54;24,"Oh, yes. He used to like, the cowboy stories at the time, they were paper bags, but they were bigger than.",
Rosa Rodríguez,[00:34:54:28],00;34;56;06,They were all in English.,
Celia Herrera (Sally) De La Garza,[00:34:56:06],00;34;58;12,Western. They were all in English.,
Rosa Rodríguez,[00:34:58:16],00;35;00;16,And what about your mom?,
Celia Herrera (Sally) De La Garza,[00:35:00:19],00;35;21;05,"She wasn't too much into the English. Okay. She read a lot of, they used to send for the paper. Her family would send her La Prensa from Mexico, and that's what she would do. She would read the Mexican magazines, whatever she could get her hands on.",family;mexico
Rosa Rodríguez,[00:35:21:07],00;35;26;02,Did she ever sing you any lullabies in Spanish?,
Celia Herrera (Sally) De La Garza,[00:35:26:05],00;35;34;19,Not that I remember. No. And she sang a lot. Her and my dad used to team up and sing along.,
Rosa Rodríguez,[00:35:34:22],00;35;35;26,Did he play the guitar?,
Celia Herrera (Sally) De La Garza,[00:35:35:29],00;35;51;12,"You know, but they would sit out after dinner outside, near the home or whatever, and they'd sing. Both of them, we remember them singing.",
Rosa Rodríguez,[00:35:51:14],00;35;52;19,And you would sit and listen.,
Celia Herrera (Sally) De La Garza,[00:35:52:19],00;36;15;11,"To. Oh, yes. Oh, yes, of course, there was no television at that time either. So, no, we had a very they kept us very busy. And, very united. And they spent a lot of their time with us.",technology
Rosa Rodríguez,[00:36:15:14],00;36;21;16,"And when did your, mother passed away?",family
Celia Herrera (Sally) De La Garza,[00:36:21:18],00;36;41;19,"She passed away 30 years ago. And, she was on a trip to Mexico, and she passed away in Mexico. She had gone to see her dad and her sister, and she passed away in Mexico on a trip.",mexico;family
Rosa Rodríguez,[00:36:41:21],00;36;54;10,"But other than, your your parents, your sisters, her giving birth to your brothers and sisters at home. Did she have any your your dad or your mom have any illnesses that you can remember?",
Celia Herrera (Sally) De La Garza,[00:36:54:11],00;37;11;08,"My mother was, diabetic. My dad just died of age. But my mother was a diabetic. Lost control, but still know she was.",family
Rosa Rodríguez,[00:37:11:10],00;37;17;15,When your dad would tell you. Cuantos did he ever talk about? The Mexican Revolution?,mexico;conflict
Celia Herrera (Sally) De La Garza,[00:37:17:17],00;37;38;27,"No, he never did. The Mexican Revolution. My mother's grandfather. Was, officer. And how they had, What's his name? Yeah. Famous Mexican.",mexico;conflict;family;crime
Rosa Rodríguez,[00:37:38:29],00;37;39;29,Pancho Villa.,
Celia Herrera (Sally) De La Garza,[00:37:40:01],00;37;59;11,"Right? They they hid from him because he was an officer for the other side times. And she used to tell me that, in order to keep him, you know, and, that they would travel at night to hide.",crime
Rosa Rodríguez,[00:37:59:13],00;38;00;16,So that he would not.,
Celia Herrera (Sally) De La Garza,[00:38:00:17],00;38;07;17,Anything so that he would not be seen.,
Rosa Rodríguez,[00:38:07:20],00;38;12;15,"So then,",
Rosa Rodríguez,[00:38:12:17],00;38;21;02,Your grandmother was how old? When they would travel?,family
Celia Herrera (Sally) De La Garza,[00:38:21:04],00;38;27;07,My mother says she was about ten years old from the Mexican Revolution. So I really can't tell you how.,family;mexico;conflict
Rosa Rodríguez,[00:38:27:08],00;38;47;02,"My grandmother was. Well, Sally, what do you think of, about, of our Mexican-American students, our Idaho Mexican-American students? How do you think they do in school?",family;idaho;education
Celia Herrera (Sally) De La Garza,[00:38:47:05],00;39;20;26,"I've had three children myself. Okay. Two of them graduated. One has taken his community. One went on to college for two years. We, we tried to push education on my children. My girl didn't want college. Now she regrets,",education
Celia Herrera (Sally) De La Garza,[00:39:20:28],00;39;31;10,I think education is there if you want it. If you don't want it. You're not going to have it.,education
Rosa Rodríguez,[00:39:31:13],00;39;42;26,What's different between the the Mexican students now and when you were a student yourself?,mexico;education
Celia Herrera (Sally) De La Garza,[00:39:42:28],00;40;16;00,"When I was a student and when my brothers were students, I think we were the only Mexican students in school. Okay, so there was. You couldn't compare. We were treated the same as the rest of them. So we felt. Until recently, I. I in, like, reading in the newspapers, you know, about Skyline High School. And it's kind of disturbing because we never had that before.",education;mexico
Celia Herrera (Sally) De La Garza,[00:40:16:02],00;40;23;00,"We never had, the commotion that you see now.",
Rosa Rodríguez,[00:40:23:02],00;40;35;21,"That that skyline incident being the time when that kid said that for Hispanic students at skyline got, bombarded by 300 of Anglos.",
Celia Herrera (Sally) De La Garza,[00:40:35:23],00;40;53;05,"And, but we never had that kind of problem. My brothers, my sisters or myself, And it's sad to see it even now.",
Celia Herrera (Sally) De La Garza,[00:40:53:07],00;41;26;06,"I don't know whose fault it was. And, I read with interest your articles on it. All the articles councilmen, the mayors. I think that, it was blown out of proportion. Right, from front to the back and all that. It both ways. Okay. I think it could have been settled a little bit. A little bit more for mass than it was.",
Rosa Rodríguez,[00:41:26:08],00;41;41;27,"Do you think that these students in the present time, these Hispanic students, care about going to school? What are your feelings about the high Hispanic rate of dropout?",health;education
Celia Herrera (Sally) De La Garza,[00:41:41:29],00;41;47;15,It's sad.,
Celia Herrera (Sally) De La Garza,[00:41:47:18],00;42;16;01,"It's. I wish we could do more for, I wish we could talk, talk, talk to them at their level. Something that they can understand. Not putting them down, not giving them false hopes. Okay. About if you get an education, you're going to get the best job in the world. That life isn't that way, but be very realistic with them.",education
Celia Herrera (Sally) De La Garza,[00:42:16:04],00;42;31;26,"I think we need more programs not to stuff down their throat, but to. Just keep them on board on.",
Celia Herrera (Sally) De La Garza,[00:42:31:28],00;43;07;19,"What goes on, you know, from education and not get anything. Like I say, I have been lucky. I have real good bosses. I've had, they've always steered me to go up. They've always taught. You've always encouraged me, no matter what job I've had a I've been. Like I say, I consider myself very lucky. I've had real good bosses for me.",education
Rosa Rodríguez,[00:43:07:21],00;43;09;26,"Well, tell me about your first job.",
Celia Herrera (Sally) De La Garza,[00:43:09:26],00;43;16;08,So my first job. My first job was at Skaggs Drugstore.,
Rosa Rodríguez,[00:43:16:10],00;43;17;22,How old were you?,
Celia Herrera (Sally) De La Garza,[00:43:17:24],00;43;35;22,"Oh, 16. And there was a fountain there. And I worked in the farm, and I loved it. It was in downtown, out of falls. That was my first job.",
Rosa Rodríguez,[00:43:35:25],00;43;39;23,"Did your. Excuse me, Sally? Did your other brothers and sisters work also?",
Celia Herrera (Sally) De La Garza,[00:43:39:24],00;43;53;27,"Yes. My oldest sister was assistant manager for Diana Hughes. I have, a brother that worked for the telephone company for 27 years.",family;technology
Rosa Rodríguez,[00:43:53:29],00;43;56;16,Those were their first jobs.,
Celia Herrera (Sally) De La Garza,[00:43:56:19],00;44;31;14,"You know as well. After. After they got out of the service. Okay, the first jobs that always had a farm. So they always farmed with him until he retired. Then the boys went on their own. I have a brother that, was a hairdresser. Later on in the years he churned, as a musician. Plus he was in inter heat, and and he was an interpreter for the courthouse.",family
Celia Herrera (Sally) De La Garza,[00:44:31:14],00;44;34;17,United falls.,
Rosa Rodríguez,[00:44:34:19],00;44;38;25,And one other kinds of jobs that you have aside from the one at Skaggs.,
Celia Herrera (Sally) De La Garza,[00:44:38:27],00;44;57;16,"I worked at Christmas, I tended children. I was like a nanny for, Mr. De Sweeney's I, I live I didn't live with them, but I was there. I took care of the children when they went on trips.",health
Celia Herrera (Sally) De La Garza,[00:44:57:18],00;45;04;02,"Then I worked in warehouses. From there, I went out to the side. There. You? Yeah.",
Rosa Rodríguez,[00:45:04:05],00;45;05;12,And how long have you worked there?,
Celia Herrera (Sally) De La Garza,[00:45:05:16],00;45;08;26,I've worked there 12 years.,
Rosa Rodríguez,[00:45:08:29],00;45;15;16,"Well, do you feel that your economic position is better or the same as or worse than your parents?",
Celia Herrera (Sally) De La Garza,[00:45:15:18],00;45;18;26,I think we have more stress now.,
Rosa Rodríguez,[00:45:18:28],00;45;21;04,"Okay. More stress.",
Celia Herrera (Sally) De La Garza,[00:45:21:04],00;45;24;10,"More stress.",
Rosa Rodríguez,[00:45:24:12],00;45;27;27,"In other words, you don't go sit on the porch and sing with.",
Celia Herrera (Sally) De La Garza,[00:45:27:27],00;45;47;04,"Oh, no, oh, no, you don't have time. You know, you come home from work, you've got things to do, so you do them. But, I don't think it's as carefully as it used to be. And maybe it's because we didn't know their problems, but, I think it's more carefree.",
Rosa Rodríguez,[00:45:47:07],00;45;59;27,"But as far as, as far as economically they're concerned there are you worry your parents better off than you at that time and compared to this time.",
Celia Herrera (Sally) De La Garza,[00:46:00:02],00;46;18;00,"But they have their home just like I've got my home. That was theirs. They paid for it. I think we just want a little better things. You know, they didn't have microwaves and all the conveniences that we have now. Okay.",
Rosa Rodríguez,[00:46:18:02],00;46;27;07,"Well, going back to your job, Sally, your first job at Skaggs, how did you find out about that job? And how was your interview? Do you remember.",
Celia Herrera (Sally) De La Garza,[00:46:27:10],00;46;37;07,"My sister work there, and, she told me there was going to be an opening in the farm, and she was going on to have a job and she was leaving for California.",family
Rosa Rodríguez,[00:46:37:09],00;46;40;25,And how did your sister get that job as gas?,family
Celia Herrera (Sally) De La Garza,[00:46:40:27],00;47;01;03,"She interviewed for it, and she worked at Fong's drugstore. And when I took over the counter here, I interviewed with Mr. Skaggs, and I got the job.",
Rosa Rodríguez,[00:47:01:05],00;47;05;07,"Well, what did you like about the job or what didn't you like about the job?",
Celia Herrera (Sally) De La Garza,[00:47:05:09],00;47;13;28,"I liked the job. I, I enjoyed the people. I enjoyed my boss.",
Celia Herrera (Sally) De La Garza,[00:47:14:01],00;47;26;23,"I probably didn't work there very long because, I remember working for the soybeans after that.",
Rosa Rodríguez,[00:47:26:26],00;47;36;22,"Well, do you think that, the Mexican-American population in Idaho were treated fairly? As far as their jobs are concerned?",idaho
Celia Herrera (Sally) De La Garza,[00:47:36:24],00;48;02;16,"I can only speak for myself, and I think I'm being treated very fair. You have to be open minded about the situation. Yeah. I think if you make waves, you get waves. You know, you still have rights. Yes, but don't like them. You're kind of somebody else.",
Rosa Rodríguez,[00:48:02:19],00;48;17;20,Tell me about. Tell me about. Don't force. I know I'm going to make you go back again. But what made your dad come to live in Idaho Falls? It was probably called Eagle Rock at the time.,idaho;wildlife
Celia Herrera (Sally) De La Garza,[00:48:17:23],00;48;36;05,"Since I can remember, my dad loved Idaho Falls. There was no place. Any place he traveled all over, as, a single man. They traveled all over as a couple. And their mother.",idaho;family
Rosa Rodríguez,[00:48:36:07],00;48;41;09,"By all over. Stanley, are you talking about different states or different states?",
Celia Herrera (Sally) De La Garza,[00:48:41:11],00;49;11;01,"Different states. Okay, he liked Idaho Falls. We would call it California winter in California. But come April, he wanted to be another falls. I see the last time he went to California, they went to visit. He had a stroke and he called and says, come and get me, because if I'm going to die, I'm when I die in my beloved Idaho Falls.",idaho
Celia Herrera (Sally) De La Garza,[00:49:11:03],00;49;17;06,And the boys went and got it. Of course he didn't die a time back.,
Rosa Rodríguez,[00:49:17:08],00;49;19;09,"Well, he got better when he walked back here.",
Celia Herrera (Sally) De La Garza,[00:49:19:10],00;49;23;17,He did. He did. He lived another ten years.,
Rosa Rodríguez,[00:49:23:19],00;49;27;04,"Well, what how do you feel about this community? Sally?",
Celia Herrera (Sally) De La Garza,[00:49:27:06],00;49;52;27,"I love Idaho Falls. I always have things have changed a lot. But I've always lived out of falls. I married a man from Texas, and I told him I will marry you. I one condition died at home, not Texas.",idaho
Rosa Rodríguez,[00:49:52:29],00;50;00;24,"Tell me about, about your, brothers. You say that they served in World War two?",conflict
Celia Herrera (Sally) De La Garza,[00:50:00:25],00;50;10;14,"Yes. I had, three of them serve in World War two and one in the Korean War.",conflict
Rosa Rodríguez,[00:50:10:16],00;50;18;27,And tell me about how they felt about serving in the war. What was their experiences like?,conflict
Celia Herrera (Sally) De La Garza,[00:50:19:00],00;50;53;04,"The one that went to war first was rolled. And as soon as he went to my brother, my oldest brother says if he's going, I'm going. So about six months later, he went in and as the draft came in, they all three of them got a facto. I had a brother in law. My mother that time had five, three of her sons and two of her son in laws were in the service.",conflict;family
Celia Herrera (Sally) De La Garza,[00:50:53:06],00;51;09;00,"And, one of my brothers was wounded and lost a leg. He was transported to Fort Morgan in here to Brigham City, the closest they could get him. He was there for three years, though.",
Rosa Rodríguez,[00:51:09:00],00;51;24;05,"Your one brother and, I have a location right. And. What happened when he had that? When he had his accident? One. Does he talk about that?",family
Celia Herrera (Sally) De La Garza,[00:51:24:07],00;51;39;16,He was barely 19 when it happened. He had a big adjustment to me. That was very hard on my mother.,family
Celia Herrera (Sally) De La Garza,[00:51:39:18],00;51;52;21,But he came. I was flying colors. He's the one that's gone to college and has been the interpreter here at the courthouse. And we're very proud of him. He's a lovely man.,
Rosa Rodríguez,[00:51:52:23],00;51;55;00,Sounds like all your family is lovely.,family
Celia Herrera (Sally) De La Garza,[00:51:55:00],00;52;07;15,Family they are. I have four brothers. Maybe I feel that way because they all spoiled me. But I do have real nice brothers.,family
Rosa Rodríguez,[00:52:07:17],00;52;20;10,And tell me about your other brothers. Your other two brothers served in World War two. Do they ever did? Did they ever talk about if there was other Hispanic soldiers?,conflict
Celia Herrera (Sally) De La Garza,[00:52:20:16],00;52;39;02,"Oh, yes. I got along fine with them. Made friends with them. I think one of them was their sergeant. Very fond memories of them when they talk about them.",
Rosa Rodríguez,[00:52:39:04],00;52;43;24,"How long were they? And, in and how long that they serve?",
Celia Herrera (Sally) De La Garza,[00:52:43:26],00;53;02;09,"I think they, other than own, because he was wounded and, of course, he wasn't discharged until after he left the hospital, but they served therefore, three I think it was three years at the time before they were discharged.",health
Rosa Rodríguez,[00:53:02:11],00;53;06;03,I can imagine your mother with three sons being.,family
Celia Herrera (Sally) De La Garza,[00:53:06:03],00;53;38;06,"In the war. So she went there. She, I really aged her. She heard continually about them. We miss them terribly. Three year olds. They left when I was a little girl. And they come back when I was a young woman. And, It was hard. It was hard to be without them. We played hard together.",conflict
Celia Herrera (Sally) De La Garza,[00:53:38:08],00;53;46;11,"In fact, we still do that. We were very close. Very close knit.",
Rosa Rodríguez,[00:53:46:13],00;54;00;02,"So it at one point, that's when you're at one point in that three period, three year period was the time that you that your father moved to California to be closer to Fort.",family
Celia Herrera (Sally) De La Garza,[00:54:00:05],00;54;22;05,"Yes. And we just went there, like I said, for a few months. Just to make sure that he was going to be there when the boys were going to be coming home, because about that time, I think the war had ended, but it was still, you know, and, he wanted to be there in California.",conflict
Celia Herrera (Sally) De La Garza,[00:54:22:08],00;54;35;11,"But I say, because of the boys, and then when I was in that accident where I hurt my back, the boys came home and we all came home together.",
Rosa Rodríguez,[00:54:35:13],00;54;40;29,So do you remember that? Yes. Voice that home? Yes. And your mom?,
Celia Herrera (Sally) De La Garza,[00:54:41:03],00;55;06;13,"Yes. I remember the first one that I saw after the accident was the brother that had been in Brigham City. He was on crutches, and he brought me up. He bought me a bracelet. I remember that gold bracelet he brought to get a hospital. That was the nicest thing I can remember. Waking up and seeing him. And, then we all drove home.",family;health
Celia Herrera (Sally) De La Garza,[00:55:06:16],00;55;08;03,"Dad says, let's just.",
Rosa Rodríguez,[00:55:08:05],00;55;08;29,Let's just go home.,
Celia Herrera (Sally) De La Garza,[00:55:08:29],00;55;11;21,Let's just go home.,
Rosa Rodríguez,[00:55:11:23],00;55;15;26,What about your your brother that served in the Korean War?,family;conflict
Celia Herrera (Sally) De La Garza,[00:55:15:28],00;55;24;04,"He's in California. He, They don't say anything bad about the service.",
Rosa Rodríguez,[00:55:24:06],00;55;24;27,They were proud to.,
Celia Herrera (Sally) De La Garza,[00:55:24:27],00;55;32;25,Say they were proud to serve. And my dad was a proud man. So proud of.,
Celia Herrera (Sally) De La Garza,[00:55:32:28],00;55;44;02,"And, When I'm married, I'm married to a marine who was in the Marine Corps. So that pretty much my dad.",
Rosa Rodríguez,[00:55:44:02],00;55;49;03,Even proud. Prouder. When did you meet? When did you meet your husband?,family
Celia Herrera (Sally) De La Garza,[00:55:49:05],00;55;52;15,When I met him in 1952.,
Rosa Rodríguez,[00:55:52:18],00;55;53;19,Here in Idaho Falls.,idaho
Celia Herrera (Sally) De La Garza,[00:55:53:20],00;56;08;17,"No, I went to visit one of my brothers in Nevada. That was. So it was, ammunition depot there. And he was working for the government. And I met my husband there. He was stationed there.",family
Rosa Rodríguez,[00:56:08:20],00;56;14;07,One of your brothers that served in the war? Yes. And he just got a government job? Yes.,conflict
Celia Herrera (Sally) De La Garza,[00:56:14:10],00;56;26;28,"And I went to visit him. The first week I was there. I met my husband. Six weeks later. We were married. 36 years later, we're still married.",family
Rosa Rodríguez,[00:56:27:01],00;56;34;19,"But for you. So, So you wanted to go back to Texas?",
Celia Herrera (Sally) De La Garza,[00:56:34:25],00;56;37;03,She. He loved Texas.,
Rosa Rodríguez,[00:56:37:06],00;56;39;05,But what part of Texas?,
Celia Herrera (Sally) De La Garza,[00:56:39:08],00;57;05;10,"He's from San Antonio. And I told him I'm from Idaho. I can't live without my mom and dad. So he did. He got out of the service, and he says, if I can get a job in Idaho, we'll stay. But if I can move to San Antonio. He was here a month, and he got a job.",idaho
Celia Herrera (Sally) De La Garza,[00:57:05:13],00;57;17;23,"I think the government paid so much because he was a veteran and, company that he started work for pay the other half, something like that.",conflict
Rosa Rodríguez,[00:57:17:25],00;57;20;06,"Here in Nevada was his station, the submarine.",
Celia Herrera (Sally) De La Garza,[00:57:20:09],00;57;21;02,Half foreign.,
Rosa Rodríguez,[00:57:21:02],00;57;22;25,Where did he serve?,
Celia Herrera (Sally) De La Garza,[00:57:22:25],00;57;30;07,"And and no, he never got overseas. Yeah. Stay in state one. Yeah.",
Rosa Rodríguez,[00:57:30:09],00;57;35;28,And and so. But he did. You eloped when you got married?,
Celia Herrera (Sally) De La Garza,[00:57:36:04],00;58;04;18,"No. Since I was staying with my older brother, I told him, I says I'm going to get married. You better tell mom. Dad. You better. I. So, he didn't, my husband asked for my hand in marriage. You can be my brother. I, I respected my brother. Now, to have him come over, I said you I'm living in his home.",family
Celia Herrera (Sally) De La Garza,[00:58:04:18],00;58;19;26,You feel like he was my father. And that's exactly what happened. My dad didn't talk to me for a year until my first payment was for this little boy.,family
Rosa Rodríguez,[00:58:19:28],00;58;23;03,"Was that hard for you, Sally? That your dad didn't talk to you?",
Celia Herrera (Sally) De La Garza,[00:58:23:05],00;58;29;23,It was very hard. But he would talk to my husband. But he wouldn't.,family
Rosa Rodríguez,[00:58:29:25],00;58;31;29,And what about your mom? Of course your mom went.,
Celia Herrera (Sally) De La Garza,[00:58:32:03],00;58;44;05,"Oh, yes. I'd call every week, and she would never tell me that my dad would talk to me. She'd say, he's out of guard, or he's busy doing this.",
Rosa Rodríguez,[00:58:44:07],00;58;45;12,And you lived in.,
Celia Herrera (Sally) De La Garza,[00:58:45:12],00;58;46;10,Nevada.,
Rosa Rodríguez,[00:58:46:12],00;58;47;26,Or Nevada.,
Celia Herrera (Sally) De La Garza,[00:58:47:29],00;59;06;27,"Until, he put in four years in the service. Then we came home and got a job, and my first baby passed away. And, Yeah.",
Rosa Rodríguez,[00:59:06:29],00;59;09;13,And he found a job in Idaho. Yes.,idaho
Celia Herrera (Sally) De La Garza,[00:59:09:16],00;59;30;22,"He did, a month later. And then he, started working for the grocery stores, which was food chain at the time. And he worked in the groceries for 27 years. He worked for Jack gamble and that, food chain, you know, savings center.",economy
Rosa Rodríguez,[00:59:30:25],00;59;32;00,And what did he do?,
Celia Herrera (Sally) De La Garza,[00:59:32:06],00;59;51;20,"He was, either assistant manager or manager. A lot of the stores, then about eight years ago, he just got tired of all the night work, all the weekends. And he works for challenger pallet now.",
Rosa Rodríguez,[00:59:51:22],01;00;02;12,"Well, tell me, about, you tell you told me that you didn't ever go to the Mexican dances.",mexico
Celia Herrera (Sally) De La Garza,[01:00:02:14],01;00;04;22,"In California I did.",
Rosa Rodríguez,[01:00:04:23],01;00;06;00,"But here in Idaho, you didn't?",idaho
Celia Herrera (Sally) De La Garza,[01:00:06:00],01;00;09;27,"Oh, no, because there was there wasn't any when I was a young.",
Rosa Rodríguez,[01:00:09:27],01;00;12;15,"Girl at that time in Driggs, when they would get together.",idaho
Celia Herrera (Sally) De La Garza,[01:00:12:16],01;00;22;20,"When they would get just like a house party. Okay. But now, as a young girl, I never did ceramics, Mexican.",mexico
Rosa Rodríguez,[01:00:22:22],01;00;28;01,So was your. So I'm assuming your father was the one that made all the decisions for the family?,family
Celia Herrera (Sally) De La Garza,[01:00:28:01],01;00;29;01,Yes.,
Rosa Rodríguez,[01:00:29:04],01;00;32;03,"And when he wasn't around, it was your older brother?",family
Celia Herrera (Sally) De La Garza,[01:00:32:05],01;00;33;09,"No, it was my mother.",family
Rosa Rodríguez,[01:00:33:09],01;00;34;04,It was your mother.,family
Celia Herrera (Sally) De La Garza,[01:00:34:04],01;00;38;06,It was my mother. My mother couldn't run that house.,family
Rosa Rodríguez,[01:00:38:09],01;00;46;00,"So what would happen? Sally, if you want to go out, let's say to the dance who? Who? You would ask your mom and.",recreation
Celia Herrera (Sally) De La Garza,[01:00:46:01],01;01;00;14,"We would ask our mom, okay? And then she would ask our dad, or else we could go straight today. And, I was always one that I could kind of sit on the arm chairs and that. Is that. All right?",
Rosa Rodríguez,[01:01:00:17],01;01;07;11,Until you got married and then you took it for a ride. So lost your father. The one that disciplined you then?,family
Celia Herrera (Sally) De La Garza,[01:01:07:11],01;01;08;12,Yes.,
Rosa Rodríguez,[01:01:08:14],01;01;14;06,And how would he discipline a family?,family
Celia Herrera (Sally) De La Garza,[01:01:14:09],01;01;30;19,He never got rude with us. All he had to do was look at us so we knew we'd better settle down. He never got. I don't ever remember being spanked or slapped or.,
Rosa Rodríguez,[01:01:30:21],01;01;32;16,Was he harder on the boys? And he was on the.,
Celia Herrera (Sally) De La Garza,[01:01:32:19],01;01;46;19,"Oh, yes. He, he didn't like the boys sitting around in the house doing nothing. So we always had him. He always had work for him to do. Chopping wood, bringing in coal, bringing water.",
Rosa Rodríguez,[01:01:46:22],01;01;51;03,"Well, tell me, Sally, what kind of games did you play when you were growing up?",
Celia Herrera (Sally) De La Garza,[01:01:51:05],01;02;05;16,"We played, house. We played Cowboys and Indians and play in the haystack and slide down. Make it mine because we make a mess out of the hay straw.",agriculture
Rosa Rodríguez,[01:02:05:18],01;02;07;00,Yes. We kick the can.,
Celia Herrera (Sally) De La Garza,[01:02:07:00],01;02;22;04,"Kick the can. And then and, I don't remember what the name of the toy is, but it was a we'll, And then the boys would make a piece of wire that come and they just, you know, you don't that move you all over.",
Rosa Rodríguez,[01:02:22:06],01;02;27;20,"Oh, and it was. Did your dad ever make you any toys? Did he carve anything?",
Celia Herrera (Sally) De La Garza,[01:02:27:20],01;02;41;07,"Yes. He used to carve, a little, ma'am. Okay. And he put it on a two sticks with string and you could press and like this, and they would do somersaults. Oh, he made those for us.",
Rosa Rodríguez,[01:02:41:07],01;02;42;02,Out of wood.,
Celia Herrera (Sally) De La Garza,[01:02:42:08],01;02;57;29,"Out of wood. He made those wheels that I tell you, he'd get, some kind of wheel on a wire and, he make slingshots. He made guns with rubber bands.",
Rosa Rodríguez,[01:02:58:02],01;02;59;24,And those were probably your best toys.,
Celia Herrera (Sally) De La Garza,[01:03:00:02],01;03;28;28,"Yes. We didn't have Christmases the way my grandchildren have Christmases or even the way my children had Christmases. Our Christmases were nuts and oranges and apples. No big, huge trees. Maybe they'd stay up all night cooking Mexican bread. Those were candy once in a while.",mexico;food and drink
Rosa Rodríguez,[01:03:29:01],01;03;32;01,And he carved you some toys.,
Celia Herrera (Sally) De La Garza,[01:03:32:03],01;03;34;29,I don't remember them ever buying his toys.,
Rosa Rodríguez,[01:03:35:03],01;03;36;05,"I mean, carved.",
Celia Herrera (Sally) De La Garza,[01:03:36:07],01;03;46;23,"All our carved little cars. He'd carve, tops for the boys. He'd carve little dolls for us.",
Rosa Rodríguez,[01:03:46:26],01;03;51;21,My dad used to carve the tops out of the thread. The.,
Celia Herrera (Sally) De La Garza,[01:03:51:24],01;04;20;00,"The spools. That how he, And then they put a nail on the opposite side. You know, they would do that. And it was real peaceful. Our evenings were offbeat, peaceful, very. Maybe it was because we lived so far from other neighbors that all we had was each other.",
Celia Herrera (Sally) De La Garza,[01:04:20:03],01;04;21;22,But they were very loving cars.,
Rosa Rodríguez,[01:04:21:29],01;04;26;06,"Did you, did you go to church?",religion
Celia Herrera (Sally) De La Garza,[01:04:26:08],01;04;28;14,"Oh, yes. Yes. (tape runs out).",
