speaker,timestamp,Endtime,words,tags
Henry Peña,[00:42:51:17],00;43;23;29,"Year. I used to make trips from here in Boise and we which and that made it from here. That whole day on Marsing. So I was there six months and one day send me to Cheyanne, and I said, well, why don't you give me just a job here, maybe on the ranch as a hustler, you know, they also has such a straight range from the ranch house to where the freight trains are.",boise;agriculture;marsing
Henry Peña,[00:43:24:01],00;43;36;12,"I don't that anybody can do that in the yards. Just but 2 or 3. That was the more friendly lunch for us, which was a decent knowing. Is that or learning at all?",education
Martha Tórrez,[00:43:36:14],00;43;40;09,Did you have to go out of state a lot when you worked for the railroad?,railroads and transportation
Henry Peña,[00:43:40:11],00;43;52;13,"What are you doing on the.... When I was an ex trying to do better, go for went to Oregon.",
Henry Peña,[00:43:52:15],00;44;07;24,"That's one of their rules. They got to to go for that, which was one chatterbox. That, that school history. But.",education
Martha Tórrez,[00:44:07:27],00;44;15;24,Would you say that do you remember any of the other teachers that stand out in your mind and school?,education
Henry Peña,[00:44:16:27],00;44;19;11,"No, none of them, I hate them both.",
Martha Tórrez,[00:44:19:13],00;44;21;14,So you didn't you didn't like school?,education
Henry Peña,[00:44:21:29],00;44;55;14,"I guess not, I guess not.. But afterward, I did like it. Sometimes I felt like on that one day I can, I'll just, already gone this far. I'm sure I'll stay the course. I don't mind, college. I could see where school is. Good, but my boys go home. Is gone to college, and, O'Connor got a job.",education
Henry Peña,[00:44:55:14],00;45;30;12,"Was a railroad right of way. So he stayed within Asia. No more. No great migration. Or he went to a high school, but no college here on a tower over here. And then for Indian preachers, only 1 or 2:00. And it worked for I can read your books, but I wish one bank came. Boys. But I see work.",railroads and transportation;migration;education
Henry Peña,[00:45:30:14],00;45;56;24,"But they tell me, boy, we work hard. Our mind just too much pressure. And I show get schooled in the help. Too much so that I'd rather be working out there driving spikes and stuff to mind that bad. And this Ray he at that job in Omaha and they say, boy, that you say I hate this job. Yes.",
Henry Peña,[00:45:56:24],00;46;18;13,"So just sitting there and everything you say. But while your mind is, of course quiet or much both quiet and temperate stuff, he was in that right when I went to this engineer school. I used to get headaches and too much work.",railroads and transportation;education
Martha Tórrez,[00:46:18:14],00;46;25;21,"But when you went to engineer school, did someone provide that education for you?",railroads and transportation;education
Henry Peña,[00:46:25:28],00;46;53;04,"Yeah, right. Everything. I paid them for the railroad. Yeah, I think I was told stuff. That's why I went or else I wouldn't, never made it. And then, they, they said I could have gone back again, but took time, you know, stayed in the books and I could have, could be an engineer. But then they wanted that, touching.",railroads and transportation
Henry Peña,[00:46:53:07],00;47;21;14,"I was, but I am a great believer that I, I didn't want to leave my kids and my wife, but all I could have been Christian or Roadmaster or something, like making big money. But you're always that way. They never have. And I know and guys that are away from home and stuff, they always buy another woman. But, a whole lot of them to it.",family
Henry Peña,[00:47:21:17],00;47;45;24,"So I don't believe on that. That's why I know that. I learned earlier Spanish and American English and, mathematics. So I asked for this time in computer science, so I learned Spanish. I didn't know on the first time.",technology
Martha Tórrez,[00:47:45:27],00;47;50;09,Did you speak? What did you speak at home growing up?,
Henry Peña,[00:47:50:21],00;48;11;10,"Mixed English or Spanish? Most. Mostly. Okay. That's why I say why you people never talk Spanish. I probably don't talk, but I'm not trying to pretend. ... They say it's your fault so you can learn in that school.",education
Martha Tórrez,[00:48:11:13],00;48;16;08,I do believe that that knowing two languages is important.,
Henry Peña,[00:48:16:13],00;48;42;18,"It is, it is. I know it is the best I've learned. I think Spanish, I know a lot of Mexican people that I know why I think they're, you know, real quiet people in their top Spanish. You will have a pattern of that coming up. They're really mad, as I say. Yeah, but.",mexico
Henry Peña,[00:48:43:00],00;48;46;05,They they really surprise.,
Martha Tórrez,[00:48:46:08],00;48;58;19,What was the other subject I'd like to get a little information about? Is the community. Why did you choose to live in this community in Nampa? Yes.,nampa
Henry Peña,[00:48:58:29],00;49;27;26,"Because the way we was treated, people were friendly, you know, like some nice, clean little town. But now it's getting too crowded for me at that time was just about 9000 people. Right now, I don't know. I tell my wife, I want to get out here when, she retires for several months. Charities generally care for your kids.",family;health
Henry Peña,[00:49:27:26],00;49;38;05,Don't come and see us anyway. So I stay here. What are the ones that have to go on sale? They're converted into oil for that.,
Martha Tórrez,[00:49:38:08],00;49;40;10,Where would you go if you left Idaho?,idaho
Henry Peña,[00:49:40:12],00;49;54;14,"Yeah, well, I think I've gone to a nice, warm place like Saint George Street. It's an excellent place for. It's place like that, you know.",
Martha Tórrez,[00:49:54:17],00;49;56;22,Do you own your own home here?,
Henry Peña,[00:49:56:24],00;49;59;01,Yeah.,
Martha Tórrez,[00:49:59:04],00;50;03;14,Or do you belong to any organizations?,
Henry Peña,[00:50:03:17],00;50;24;23,"No. Just, belong to the old time all time. There seem to. Go to start church. And so they. You know, I'm still in the movement. Cleaning lady. It's about here.",religion
Martha Tórrez,[00:50:24:26],00;50;32;17,In the state of Idaho. Which would you. Which city would you say is the one that you would like to live in the most?,idaho
Henry Peña,[00:50:35:29],00;51;05;19,"I like third or fourth class. I like that place, but just seems to be too bad I left it once. I, what kind do I like to say? Well, kind of expect river fishing or. I like fishing a lot. That's. I want to make sure that anchor in the middle class or approach to them, that they're in one place.",recreation
Henry Peña,[00:51:05:19],00;51;08;27,But fishing is one of the.,recreation
Martha Tórrez,[00:51:09:00],00;51;10;13,So how did you learn to fish?,
Henry Peña,[00:51:10:20],00;51;11;15,,
Martha Tórrez,[00:51:11:18],00;51;13;11,How did you learn to fish?,
Henry Peña,[00:51:13:13],00;51;39;11,"Just by going out and watching people. Oh, we came to Idaho to ask me for their brand. We used to like fish there, but that time was a lettuce, so I stole it. I never leave it overnight in case the next morning. Which is real, I mean. But now they don't let you do that. But then I learn by watching people fish fishing.",idaho;recreation
Martha Tórrez,[00:51:39:13],00;51;42;26,It wasn't anything that you did as a child.,family
Henry Peña,[00:51:42:28],00;52;02;04,"No, we never had anything that that we couldn't buy stuff to do. It. We were all fishing. It had to be an open wash, regular stream and try it that way. But we never did it. No way to buy hooks first.",recreation
Martha Tórrez,[00:52:02:16],00;52;06;07,What do you remember playing? What kind of games you just play as a child?,family
Henry Peña,[00:52:06:10],00;52;16;24,"Well, we played cowboys and robbers, right? Hide and go seek... musical chairs.",
Henry Peña,[00:52:16:26],00;52;37;09,"Cowboys and a lot. I even showed my brother, you know, our heroes of one on in the paper. You heard about cowboy. You go on to tell my brother I didn't know that that was loaded. I guess that's where they got that song. I didn't know that much.",family
Martha Tórrez,[00:52:37:11],00;52;38;25,And what happened.,
Henry Peña,[00:52:38:25],00;52;55;06,In that one? My brother. Let's see who dies first. So I turned around the whole $1 trillion turn that I was a bullet in there. So I got it just one eighth of an inch and hit his heart. Just went through of space.,family
Martha Tórrez,[00:52:55:09],00;52;57;11,How old were you when this happened?,
Henry Peña,[00:52:57:14],00;53;02;26,I must have been a nine but ten years.,
Martha Tórrez,[00:53:02:28],00;53;04;06,And your brother?,family
Henry Peña,[00:53:04:09],00;53;10;14,"He was, Okay. 13, 12 or.",
Martha Tórrez,[00:53:10:17],00;53;12;15,What happened after he shot him?,
Henry Peña,[00:53:12:18],00;53;39;24,"Well, I got scared, so let's. And now you it go get a doctor within a local nurse. And I thought of the farmer's place. He lived about a mile, so I took off running. I got there and the doctor say, farmer seen me cry and say, I want it to. And I says, I shot my brother. And why is he dead?",health;recreation;family
Henry Peña,[00:53:39:24],00;54;07;18,"I said, no, he's not dead. Says Bleeding a lot. So I'll call the doctor saying, yeah, that's why I came over. Doctor took about an hour to get there from Carlisle Grand Junction. That was about eight miles out there in the farm. Seven thing. He got hit or bled to death, but he saved me. And, you know, that was.",health
Henry Peña,[00:54:07:21],00;54;35;12,"We don't play cops and robbers no more than my sister would had. I know well, sister. And they call it ... about sixteen feet deep and five feet wide. Yeah. And we'd play, you know, see, hold, hang their longest cheat fragments from our feet and anguish down looking at the water.",family
Henry Peña,[00:54:35:14],00;54;45;21,And we’de holler that’s enough and she would haul us out. And I say who on who stayed the longest call I get a drop dropped as they go down there.,
Martha Tórrez,[00:54:45:25],00;54;49;14,"Oh, those were scary games you played.",
Henry Peña,[00:54:49:17],00;54;54;29,And there we. We didn't know any better.,
Martha Tórrez,[00:54:55:01],00;54;56;13,Did your parents ever see.,
Henry Peña,[00:54:56:13],00;55;25;18,"That dad wasn't married yet? But after that was after mom died? No, they never seen us. Dad, I seen that doing that later. And he used to read as bankers. We when we used to do some naughty or play game. That's where somebody got hurt. We knew our sister was going to tell him. We know when it was going to get a spanking.",recreation;family
Henry Peña,[00:55:25:18],00;55;34;12,"So we get a promotion, right? And got it wrong and turnings all around us. So what occurred?",economy
Martha Tórrez,[00:55:35:11],00;55;37;02,How old were you when your mother died?,family
Henry Peña,[00:55:37:08],00;55;43;03,"Oh, no, I think I was, eight, 7 or 8.",
Martha Tórrez,[00:55:43:05],00;55;45;27,Then how did she die?,
Henry Peña,[00:55:45:29],00;55;58;05,And that she thought she was witchcraft? You know witches got her? Glad that woman died. They finally found out who the witch was.,
Martha Tórrez,[00:55:58:08],00;56;01;26,Why did she think that? Yeah. Why did she think it was?,
Henry Peña,[00:56:01:26],00;56;28;04,"It wasn't her. It was dad knew who this witch was. So one time we watched when she left home and they went through one of her trunks. She had all kinds of dolls in there with pins in it. So what dad was took out that trunk and burned it. And after that, nobody died, you know.",
Henry Peña,[00:56:28:11],00;56;47;11,And there was just a woman that night when we figured that she was jealous of those crazy good husbands. And that was right. All the the men that lost her might say it was good husbands. They never had no trouble with their wives.,
Martha Tórrez,[00:56:48:07],00;56;51;21,So your mother became ill. And what? In what way did.,family
Henry Peña,[00:56:51:24],00;57;19;25,"She, she start losing weight and, you know, like, person that got tuberculosis and stuff like that. Some think that that's what it was, but Dad thinks different. You know, that time there was a lot of that going there in Colorado. All right. And after that happened, but that done it all stopped",
Henry Peña,[00:57:19:27],00;57;35;25,"That's why he thinks that, you know. But the doctor never did say that he had that TB or. But that thinks that's what I was that’s where momma went.",health
Martha Tórrez,[00:57:35:27],00;57;44;07,You were fairly young. When this happens what do you what do you remember about those hard times after your mother died?,family
Henry Peña,[00:57:44:10],00;58;14;15,"Well, I know that we in our sisters, they took care of us for a while. My older sister was 14 or 15 and a sister, older than me. She was 9 or 10. And they learned to cook, you know, mama, children or a cook. And so they took our list of that back. Married. And we I talked and we, we sleep on the floor.",health;family
Henry Peña,[00:58:14:15],00;58;28;17,"You know, last mornings, all three of us would lay a horse blanket on the floor and we would cover ourselves. We horse blankets, okay.",wildlife
Henry Peña,[00:58:28:20],00;59;00;11,"And it's a hard time, but heck yeah, once stole for too long the whole house of Kokomo still. So at night we fire that up and got to the house from. That last till morning. And in the morning we had chance to get up and fired up. Okay. And get the house while she always got up and going about having food.",
Henry Peña,[00:59:00:16],00;59;34;23,"I don't remember starving yet. That always provided he he used to work like hard, kidney stone and pay day. You know what year was $30 a month? And used to go buy all that washers when needed and stuff. So it left till next payday. But he's back to make himself better. Safe or not, honey. And, Yeah, I don't remember starving.",food and drink
Henry Peña,[00:59:34:26],00;59;43;15,"You know, we had chickens and farmer gave us the milk, too. So we had our own age.",food and drink
Martha Tórrez,[00:59:43:17],00;59;47;10,What was your favorite food? Meal.,food and drink
Henry Peña,[00:59:47:13],01;00;00;03,"Mean meal? Potatoes. I still like potatoes, but candy? Now, kind of. Kind of my diabetic system. Potatoes, beans, and sopa.",food and drink
Martha Tórrez,[01:00:00:05],01;00;03;23,What kind of sopa?,food and drink
Henry Peña,[01:00:03:26],01;00;05;04,Let's see. They're yours.,food and drink
Martha Tórrez,[01:00:05:06],01;00;08;00,That's like the real thin spaghetti?,food and drink
Henry Peña,[01:00:08:00],01;00;17;13,"Yeah. And, Dad used to make it and sisters make it with hamburger, makes it. And that’s about it",food and drink
Martha Tórrez,[01:00:17:15],01;00;19;12,"So, did you eat a lot?",food and drink
Henry Peña,[01:00:19:14],01;00;24;26,"Yeah. No, not at all. Yeah. No bread. We couldn't afford,",food and drink
Martha Tórrez,[01:00:24:29],01;00;26;07,Bread was more expensive.,food and drink
Henry Peña,[01:00:26:07],01;00;46;18,"Sisters and and, you know, much that they learned by the, you know, they test my site. They had a ceiling, and they throw it up and stuff up to the. Wasn't ready for it to come down. It was done. That's all you need to go in our heart. You see, you don't.",education
Martha Tórrez,[01:00:46:20],01;00;49;12,That's how they would test the dough right?,education
Henry Peña,[01:00:49:14],01;01;18;18,"Like icicles sticking up. But they learned them. We had dirt in the winter time before winter that go. By golly, I don't know how much flour cost, but, like $0.25. They're 15 pounds. They hit by 25 of them and stack them there in the corner. And it stayed over at last all winter. But then what was left?",
Henry Peña,[01:01:18:18],01;01;54;24,"He was a drunkard then, he'd go. Drink all the rest till it was all gone. So there was no more money to awaken, eat candy or nothing like that. So he'd come. He had a horse. He used to call him Shorty. And that horse take him to Grand Junction and he'd wait for him there. And when he got all drunk and stuff, couldn't hardly get on the buggy.",food and drink;wildlife
Henry Peña,[01:01:55:01],01;02;24;26,"That one of those old buggy. But just say, Shorty, take me home with that horse of taking all eight months. My dad cried on that horse, died, and he got in my car after that. But I don't remember having hard times. We used to have the time farmers go by our house and they used to be a hail.",wildlife
Henry Peña,[01:02:24:28],01;02;53;09,"And we came through them like, and, you know, and ride on them and get off the bottom of the hill. Sometimes we go out there and down the hill and ride up. And one time I crossed between Napoleon and Cleo, cut my leg, and there. Good thing it didn't break okay to do that, but, just dragged myself home 300 yards.",
Henry Peña,[01:02:53:12],01;03;02;21,Dragged myself home. Mom asked me what happened. I did say it just fell down.,
Martha Tórrez,[01:03:02:24],01;03;04;17,It was from the fall off the buggy.,
Henry Peña,[01:03:04:22],01;03;21;01,"Yeah, I dare say it ran over me. I think I still suffer from that. Didn't go to doctor nothing. Tell. That's that. Only time.",health
Henry Peña,[01:03:21:03],01;03;53;24,"Yeah. They used to go by. Was a big hundred sheep. And we used to enjoy that a lot. We talked to him and he was happy to hear it because I didn't know they almost out on the desert. They stay there for a long period of time. I used to tell them they get lonesome and stuff, so the sisters someday has to give up tortillas and stuff like that was all Spaniards and know they talk the same as we do the Spanish.",
Henry Peña,[01:03:53:26],01;04;02;04,"So we enjoyed that day. Yeah, I used to think maybe someday I'll be a shepherd",
Martha Tórrez,[01:04:02:06],01;04;04;22,The sheepherders were. Where? In what state?,
Henry Peña,[01:04:04:25],01;04;36;17,"Colorado. Yeah. So we used to enjoy it and we used to wait for that time. You know, like the ball they come down, put them in certain places or else for lambing and then and spring time, they go back. We know about the time they'd be coming. So we'd wait for. So we enjoyed that week. I don't remember being dull, having a dull time or, you know, getting bored or something like that.",
Henry Peña,[01:04:36:18],01;04;39;22,We almost had something to do all the time.,
Martha Tórrez,[01:04:39:24],01;04;43;11,Do you remember any other toys that you might have played with us?,
Henry Peña,[01:04:43:13],01;05;12;21,"You know, just to spend it? And of course, we did have a sled. And we used to make, you know, we'd make them ourselves. We had that hill with goats like, right now with that and the way to Hollywood and went to the next level. Summer, we’d haul it on our backs like donkeys let's go for a mile and get walking out the back.",recreation
Henry Peña,[01:05:12:24],01;05;42;21,"And, you know, I was always busy. I don't remember having any other time. We got up to town, we went to bed and there no TV, no radio. So much for that. And by the time we got in the house and ate up the and that kind of tell a story about the revolution and how things went over there.",technology;conflict
Henry Peña,[01:05:42:24],01;05;46;05,Mainly to sort of. And money.,
Martha Tórrez,[01:05:46:07],01;05;48;21,Your father was in the revolution?,family;conflict
Henry Peña,[01:05:48:21],01;06;16;18,"No, he left He left before they got to he she might have been watching it. That's really left to mom. I got up late, went to catch basin, so he wasn't at all bad. But he knew that the killer was dead. So I go back and kill them. I know they never could make enough to go back after work.",
Henry Peña,[01:06:16:18],01;06;36;01,"When they start working for a railroad, they made enough and made two trips back. But by that time, them guys were dead. You know? But they did go to see how was the land. What do what do had thinking that 2 or 3 sections of land.",railroads and transportation
Martha Tórrez,[01:06:36:03],01;06;36;28,Where was business.,
Henry Peña,[01:06:37:03],01;06;39;28,And make a profit.,
Henry Peña,[01:06:40:00],01;07;13;26,"So what we were making here, we never did find out good. They us two years when he retired. But he used to send money to his sisters down me to pay the taxes on that. So finally, the last time he went, he told them that they could divide the rent by themselves. So that's why they don't. And when he done that, he never said no, no more running in that.",recreation
Henry Peña,[01:07:13:28],01;07;24;04,"They used to write telling parade steady. But after that, no more letters, no more money, no more letters.",
Martha Tórrez,[01:07:24:07],01;07;29;03,What stories. Do you remember about the revolution?,conflict
Henry Peña,[01:07:29:05],01;07;57;24,"Well, how they used to, you know, force people to join their group, you know, fighting just at that moment and how they used to kill people, but they didn't want to, or they thought people were spying on them. That's why they killed that stag. They thought that he was helping each other up and killing. So that's why they killed him.",wildlife
Henry Peña,[01:07:57:28],01;08;25;07,"He wasn't doing so. That's the kind of things that was going on. And. You know, they brought that rage, too. They said they love to give to the poor, but they keep it himself. You know, it's just important to life. That's what I can remember that dad used to tell us. Slow death quietly or else I don't know what I have to say.",
Henry Peña,[01:08:25:07],01;09;09;09,"I had heard came on that all the time. He'd have probably had a better life. And here, when he came to. When he first came, he came to Texas. He was there for Santa Fe Railroad. He was in that same page in Colorado camps said number. So he finally came there to Colorado and they to now where they made that chart over there and started working out with farm contract for many batted jail places, farmers duties, I guess at that time $0.10.",railroads and transportation
Henry Peña,[01:09:09:09],01;09;22;14,"And now it was out of money anyway. But when we came here, we got a lot of work. A better we can. We need a coal.",
Martha Tórrez,[01:09:22:17],01;09;25;26,What do you remember their wages being at that time.,
Henry Peña,[01:09:25:28],01;09;35;17,"Where you come. All right. I think most of the people have been 3 or $4 a day on that, or something like $20.",
Martha Tórrez,[01:09:35:19],01;09;37;25,And when you came to Idaho.,idaho
Henry Peña,[01:09:38:26],01;10;09;27,"Here, I don't really know hourly, but I know that all that contract work. So you don't know what your life contract. I, I know that there was been a lot better there. Over there. It might be paid. I think I was making 7500 a month, but I can remember that early for that. So. But it was I think this farmer told that I came to work for him.",
Henry Peña,[01:10:09:27],01;10;35;14,"That's what he paid a lot of money. That, that ain't much. Was probably is good. If we did keep on helping them get away with it, and we decided we count them instead of going to school. And was there a mistake? No, we made it. Told us to leave them.",education
Martha Tórrez,[01:10:35:17],01;10;51;16,"At that family. You described that, you know, your one of your grandparents or your grandfather was killed in the revolution. Do you remember any of your other grandparents, your grandmother and grandfather?",family;conflict
Henry Peña,[01:10:51:19],01;11;21;26,"You know, on the mother's side? I remember, that grandfather, but very little I know he would work in a railroad call. Right. He was a very. What do you call that when you go all by yourself? They know. Don't want nobody around. You. A loner and a loner. Yeah. And he never did go to the house once in a while.",family;railroads and transportation
Henry Peña,[01:11:21:29],01;11;52;00,"But twice a year, 2 or 3 years. Many leave right away. He'd give us a quarter 50 cent increase and take off. And he just stayed there, I guess, extra. Then one car I are you finding somebody short? And he got. To kind of sickness in his hand and you died. But I never did see him when I came home.",
Henry Peña,[01:11:52:02],01;12;08;07,"But yeah, I know what kind of car right up to several fatalities, especially, you know, I don't recall much about him or his history story. Stuff like that.",
Martha Tórrez,[01:12:08:09],01;12;10;18,You remember your grandmother's?,
Henry Peña,[01:12:10:20],01;12;27;09,"No, she died before I was born. In Mexico. I never did see her. Gets her, it had a chest. Of course, that, never.",mexico
Unknown,[01:12:27:09],01;12;33;10,"Let it go in there. Again. Cause then, last time you went.",
Henry Peña,[01:12:33:13],01;13;00;29,"Back one of my other to have that. They like that. But then people with their on the side of that sister and then all of that, when my brother went over with that, those kind of go over there and take the land away from, or wait in the flow of guns in my chest, you know. So dad told him, no, we didn't come here to fight.",family
Henry Peña,[01:13:01:02],01;13;24;09,"Is going out. Take care of my land. No, I live in a way. My land. I can do what I want to do it. And that's why I came. I came to this issue with our hand above. You pay and put away your arms. When you forget about all. They ask me to do anything. But they did. They didn't.",health;conflict
Henry Peña,[01:13:26:08],01;13;34;23,"That's why I didn't want to call either I know, but they don't. My dad, he was a brave man who was afraid.",
Unknown,[01:13:34:23],01;13;39;12,From ... Anyway.,
Martha Tórrez,[01:13:39:14],01;13;49;20,You have a lot of memories about your father. Your father? Yeah. So you were married at the age of 22. How did you meet your wife?,family
Henry Peña,[01:13:49:23],01;14;13;26,"Well, I met her in Colorado, and I watch her for the marriage. They came over here after we did. For my four years at what they had done for me. But this place over here, 6 or 5, 13,000. I know it's a big house. It's about seven eight year old.",family
Henry Peña,[01:14:13:29],01;14;46;25,"So he invited them to live there. But, I was never home. I was only 1 or 2. No party like that. And, I used to run a lot and train, but, I met her, on the field. So he was working one time to encourage, and we used to pull them out and put them in over long time and Uptown Funk.",
Henry Peña,[01:14:46:28],01;15;14;13,"You know, he. I stayed home on occasion. I was just playing. And she said I was down in the dairy. Yes. And so I ran over there and, put down, of course, let the kids go to escape. But. She didn't want to hear. Not. You don't want to be in my girl. Okay? And she didn't. I just kissed her that one time.",
Henry Peña,[01:15:14:13],01;15;17;29,But I never came again.,
Henry Peña,[01:15:18:02],01;15;54;22,"And that's why I started up there in the field. You. You. Time went by, and, 2 or 3 years, she finally said, this is my sweetheart. And I. And around 2 or 3 years and we watched on down the street holding hands at that time where people are straight, you couldn't even know what kind. Some lady she met up town holding hands and me come to, I don't know, so you better send it back.",
Henry Peña,[01:15:54:24],01;16;26;27,"Sandpoint. So I said, oh. So, somebody told me it was all and split. Okay. And that. Right. What call, isn't it? So I don't like that you all get married right now. Oh. For real? I don't like that. I didn't want to. The fact she was too young came along at 15. And then she said, no, you can't get married in, state alone.",idaho
Henry Peña,[01:16:27:05],01;16;52;16,"Try to want for I don't know that you want to get married or not. I've got it up to me. I say, well, that's why I say nowadays they don't care the same question. They know that out there on the road and saying that man, they. I don't know when all this started.",health
Martha Tórrez,[01:16:52:19],01;16;56;04,"Is this why you got married then, you and Jenny?",
Henry Peña,[01:16:56:07],01;17;26;20,"Well, I loved her and she loved me, but I wasn't ready for marriage. But said you, I am marriage. Go. We did. What kind of wedding? Which to have a nice church lady. Yeah. Oh, yeah. And, took that. I need to finish by $100 to let me to watch it of getting married and married. He was great with my sisters, too.",family;religion
Henry Peña,[01:17:26:22],01;17;48;15,They. He never let them know for free. That's why you understood my father. Not so that we had a nice church wedding. Right? Come. Reception. Then.,family;religion
Henry Peña,[01:17:48:18],01;17;55;19,That's when I started.,
Henry Peña,[01:17:55:22],01;18;11;15,"To, you know, store this big joint, this stuff I said. And nowadays, we never seen a woman end up spiritually. We've seen one after your time to establish one man in the world. But now that's all you see.",
Martha Tórrez,[01:18:11:17],01;18;22;19,"Where do you think this stuff comes from? That like, for example, you say that holding hands. You couldn't even do that, would you say that's.",
Henry Peña,[01:18:22:21],01;18;52;22,"Well, like there was a law. He was filled with it. And and you know, if people say something about, you know, your kid, they say, why that father don't discipline on them. You can't tell them that. And that's why I thought that he was, by the way, I was they just him. But I didn't know. But he he didn't want no bad talk or people tell.",family
Henry Peña,[01:18:52:22],01;19;18;18,"I mean, let me think about it, kid. And then that's where I get it that he he wanted to be straight. Any worse? I know it was never. And that's why I think that he doesn't he will not be going concern about his family or anything bad about.",family
Martha Tórrez,[01:19:18:21],01;19;27;26,Its culture. Something important in your life as far as Mexican culture?,culture;mexico
Henry Peña,[01:19:27:29],01;19;43;15,"You know, I think so, right? It's just something that every nation, you know, trying to keep up, going and they never they.",
Martha Tórrez,[01:19:43:18],01;19;51;03,"Growing up as a as a Hispanic, they do you recall your parents teaching you about the culture or the customs?",culture
Henry Peña,[01:19:51:05],01;19;51;24,You know.,
Martha Tórrez,[01:19:51:27],01;19;54;15,The Mexican mother.,mexico;family
Henry Peña,[01:19:54:17],01;20;06;12,So then I would take the traditional. They just let us go us out of the Spanish or whatever they wanted me to. And.,
Martha Tórrez,[01:20:06:15],01;20;13;17,"You know, did you and your wife and your children celebrate like Cinco de Mayo or any kind of Mexican celebration?",family;mexico;culture
Henry Peña,[01:20:13:18],01;20;20;07,"You know, they.",
Martha Tórrez,[01:20:20:09],01;20;29;10,What family customs or values have been passed on to you that you feel are important?,family;culture
Henry Peña,[01:20:29:13],01;20;47;05,"All I think, think there were in the first place when only one of we try to, you know, they try to show us, in relation to which we got that the only.",
Unknown,[01:20:47:08],01;20;52;24,Thing that I know that we have. To.,
Martha Tórrez,[01:20:52:27],01;21;06;02,"You know, you said when you were growing up, religion was not all that important to you, but it is that now your religion important to you know, how did it come to be important if you weren't taught that as a child?",religion;family
Henry Peña,[01:21:06:04],01;21;19;28,"Well, like me, I wish growing up to be a like, you know. And at that time when I was growing up, there was that to children's game and stuff.",recreation
Martha Tórrez,[01:21:20:00],01;21;21;20,Or was that so? It wasn't.,
Henry Peña,[01:21:21:24],01;21;41;13,"Pachucos. I used to have that, tail comb right there, long hair. And I had a big chain like, and that ball kind 45 and I, when I went to Arizona, I used to be a major, when the name came.",
Martha Tórrez,[01:21:41:15],01;21;42;22,So they were the zoot.,
Henry Peña,[01:21:42:25],01;22;12;10,"Suiters... And, we used to summit in Arizona, and it's always talks about 20 miles from San Lois. What’s that little... Mexico? way to go over there and, you know, steal gas and do, robberies and stuff. Anyway. And if the law get after us we just cross back to the border, back to the states.",mexico;migration
Henry Peña,[01:22:12:10],01;22;42;23,"So they couldn't proceed with that. And, I became worried about that. I could not I don't think that what already converted and changed life from my drunken to a different man. So yes, I think that's right. You used to tell me. But he never did. He never find out that I was going there again. Okay, so just my hair.",
Martha Tórrez,[01:22:42:26],01;22;44;02,How old were you?,
Henry Peña,[01:22:44:04],01;23;27;02,"I was, thank you, thank you. You're going right. 18. 19. And then you're right. And that was three years later. We used to do a lot of different things do with that, like, question. Was the court our last long? He said if the law ever caught up with us in Mexico, papers put us in prison, cut our hair and makeup, and all I do, and I never did happen while I was there.",mexico
Henry Peña,[01:23:27:05],01;23;44;15,"The last year after I left America and got my first time there, went over that part of jail, and the prisoners put them all in America.",
Martha Tórrez,[01:23:44:17],01;23;49;10,What was the worst thing that they remember?,
Henry Peña,[01:23:49:13],01;24;04;26,"Well, I think of the album, the stuff that we really did was a lot of writing, but we never think about it.",
Martha Tórrez,[01:24:04:28],01;24;12;10,It was a difficult time in your life that you felt that you needed to be part of this group.,
Henry Peña,[01:24:12:13],01;24;41;01,"That you were born? No, I thought I was somebody I thought that nothing could harm as long as we was armed. You know, never tired of being there. So I know one time I stood up to a time. But six books, that made me think. But I said, let's not have a whole gang fight for eight later.",
Henry Peña,[01:24:41:03],01;25;11;06,"Settle among ourselves. Well, I know .... When I stood up to. And I was ready, but he was ready to. In the meantime, somebody called the law and kids start running around a little, hiding all over me. Now, finally, me and him are standing there the cops come up to. I want to go on on air.",recreation
Henry Peña,[01:25:11:09],01;25;41;05,"Oh, nothing would just laughing. So always heard two guys for a I had a cane, but I said no, I was just gonna settle it. But me and him. Play this, you know. Well, he told us, like I said, it was a fight gang and a Mexican. So you better be careful. ...",mexico
Henry Peña,[01:25:41:08],01;26;11;16,"Oh, I don't think so. I said I don't, but this guy's been doing anything. New. I will catch him on. There is going to be bad. We already got reports from the other side and he scared this guy. So we walked off. That time I was about ready to come to Idaho, so I never did see him. I heard that they got the whole gang.",idaho
Henry Peña,[01:26:11:18],01;26;18;03,I was just lucky again. So the good Lord knows what he had in mind. Approach.,
Martha Tórrez,[01:26:18:06],01;26;25;26,So you say this happened? This went on for like three winters. Yeah. You were about 22. Then when you finally.,
Henry Peña,[01:26:25:29],01;26;34;03,There was that area left here before I got married. All right. Here. Candidate for the last minute. When I was 21.,
Martha Tórrez,[01:26:34:04],01;26;39;06,Why did you decide to leave again?,
Henry Peña,[01:26:39:09],01;26;54;09,"That's why you had to come to Idaho for that was ready to come. All right, so the meantime, in 22, when I was 22, work at the winter.",idaho
Unknown,[01:26:54:12],01;26;57;28,School. I changed my.,education
Henry Peña,[01:26:58:01],01;27;15;18,"And while I didn't do it, the rational thing, no one could download my show. The Almighty God had done it. So that since then I've been attacking man. The 44 year place. Now for the for you.",
Martha Tórrez,[01:27:15:20],01;27;18;06,It's interesting that your father never knew.,family
