speaker,timestamp,End Time,words,tags
Palma Hanson Hove,00:27:41,00;27;47;23,I'm sure you had the heat on the stove and all this and that.,
Sam Schrager,00:27:47,00;27;50;14,When did they have time for visiting?,
Palma Hanson Hove,00:27:50,00;28;02;19,"Oh, you always had time in the afternoon. Take your kids and go to the neighbors and visit them. They did it to help each other fix.",
Palma Hanson Hove,00:28:02,00;28;05;20,Gooseberries or pick cherries or.,
Palma Hanson Hove,00:28:05,00;28;13;14,"Something that were always working, or they always took the handwork along. If they weren't doing something.",
Palma Hanson Hove,00:28:13,00;28;16;17,"Oh no, they couldn't be idle, you know, with their fingers.",
Palma Hanson Hove,00:28:16,00;28;30;00,I don't think I ever saw my mother sit down for five minutes without doing something with her hands. Even up to the time she passed away always did something.,
Palma Hanson Hove,00:28:30,00;28;47;20,"Knitting, crocheting, embroidering, patching. And yeah, they they were busy people, that's for sure.",
Sam Schrager,00:28:47,00;28;53;29,"The band in the crew, were they all local people from there or.",
Palma Hanson Hove,00:28:53,00;28;59;02,"No. No, not not all with, the transients.",
Palma Hanson Hove,00:28:59,00;29;06;14,"Used to come into Genesee, for the harvest because they paid pretty good money, you know, for.",
Palma Hanson Hove,00:29:06,00;29;07;00,,
Palma Hanson Hove,00:29:07,00;29;15;23,"Men in the harvest field. And, if you needed a man, you'd just go into town and they'd be sitting on a bench there in front of the pool hall or.",
Palma Hanson Hove,00:29:15,00;29;28;05,"Someplace, and and they would hire them to come out. But a lot of them were local people. Of course, a great many of them were. But there were a lot of tensions to.",
Palma Hanson Hove,00:29:28,00;29;34;13,See for sewing sacks. They almost had to know that was kind of a trade.,
Palma Hanson Hove,00:29:34,00;29;35;23,"And, because.",
Palma Hanson Hove,00:29:35,00;29;36;05,You had to.,
Palma Hanson Hove,00:29:36,00;29;37;16,Work fast.,
Palma Hanson Hove,00:29:37,00;29;40;22,"And of course, running a steam engine, too, you had to know what.",
Palma Hanson Hove,00:29:40,00;29;42;01,You were doing.,
Palma Hanson Hove,00:29:42,00;29;44;14,"And also a thrash machine,",
Palma Hanson Hove,00:29:44,00;29;50;09,What they call their machine man. So they had to be.,
Palma Hanson Hove,00:29:50,00;30;06;19,"Kind of special. And they got special wages, too. But as far as driving them, the wagons, you know, with the shocks and things like that, with most any kid could do that and pitch bundles.",
Palma Hanson Hove,00:30:06,00;30;10;05,"So and it, it was quite.",
Palma Hanson Hove,00:30:10,00;30;12;29,A thing when they.,
Palma Hanson Hove,00:30:13,00;30;25;26,"Started with their, headers. Then they ran the headers, you know, and run the, the grain into that and then the combines. Of course, that was the next step.",
Palma Hanson Hove,00:30:25,00;30;28;01,"So it,",
Palma Hanson Hove,00:30:28,00;30;39;10,"I was so sorry. I had a picture of them, our thrashing crew and picture of us girls standing in the doorway. And what ever became of that? I think I burned it when I left Clarkston.",
Palma Hanson Hove,00:30:39,00;30;39;28,I had so.,
Palma Hanson Hove,00:30:39,00;30;42;26,"Much stuff that I couldn't move everything, you know, and I think I just.",
Palma Hanson Hove,00:30:42,00;30;50;06,"Said, well, that's an old thing. I don't care for that anymore. Now I'd get my teeth for it.",
Sam Schrager,00:30:50,00;30;57;18,"I to ask you, when they moved for the wagon, the cookhouse, did you have a hard time keeping everything in place?",
Palma Hanson Hove,00:30:57,00;31;25;10,"Well, you had to, you had to tie everything down the dishes. You, you know, you had cupboards for the dishes, and you just had to wire the cupboard door shut so they wouldn't fall out. And, you couldn't cook or anything while you're removing and, you know, like, if you wanted to cook a roast so you'd have it for your supper that night, you couldn't do it because you couldn't keep the fire going when you were moving.",
Palma Hanson Hove,00:31:25,00;31;38;12,"So, oh, yes. We had to pack everything off the table, you know, so it didn't shake off. So that was another added chore we had to do.",
Sam Schrager,00:31:38,00;31;47;23,"And men have told me that, that it was a great time of the year because they all had a chance to socialize and, well, the crew.",
Palma Hanson Hove,00:31:47,00;31;50;09,"And it wasn't. Oh, yeah, up there.",
Sam Schrager,00:31:50,00;31;51;16,We feel that it was true.,
Palma Hanson Hove,00:31:51,00;31;53;18,"Oh, yeah. Yeah.",
Sam Schrager,00:31:53,00;32;01;00,"I feel like you've been too busy. You have to take much pleasure in the in the conversation in the company, but maybe.",
Palma Hanson Hove,00:32:01,00;32;22;05,"Well, of course, so often, when we would, come to a farm, you know, they always visited the cooks in the cookhouse. So we had company quite a bit at the time, you know, just just for the afternoon. And a lot of times we would ask the lady to probably come and eat dinner with us or something if her man was.",
Palma Hanson Hove,00:32:22,00;32;36;17,"Working with the crew and so, it wasn't lonesome at all. And that, it's really quite an experience.",
Sam Schrager,00:32:36,00;32;40;25,I suppose you you would have gotten to see quite a few places that way.,
Palma Hanson Hove,00:32:40,00;32;41;17,"Oh, yeah.",
Sam Schrager,00:32:41,00;32;43;10,"Of course, of the season. Yeah.",
Palma Hanson Hove,00:32:43,00;33;06;08,"You see that always start way down on the rim, what they call the rimrock because, crops were much earlier there. So they sort of, started down there and then they would follow up till they got up into the valley or whatever, wherever they wanted them to thrash. Nunca wasn't the only one that I had a threshing outfit, but he sure got over an awful.",
Palma Hanson Hove,00:33:06,00;33;12;02,"Lot of ground. And, it went on for weeks and weeks.",
Palma Hanson Hove,00:33:12,00;33;26;26,"And then, of course, if there was a rain, well, then they'd have to stop. And that was always a horrible thing because, they'd have to stop and they'd have to feed the horses and everything. So it was kind of tough on the.",
Palma Hanson Hove,00:33:26,00;33;28;11,Farmer.,
Palma Hanson Hove,00:33:28,00;33;35;02,"You know, there came a rain, but, and we'd have to feed the man.",
Palma Hanson Hove,00:33:35,00;33;41;12,"Because a lot of them couldn't go home. So it was, it had a, you know.",
Palma Hanson Hove,00:33:41,00;33;42;17,Had its drawbacks.,
Palma Hanson Hove,00:33:42,00;33;48;05,"But all in all, it was they took it as.",
Palma Hanson Hove,00:33:48,00;33;51;01,Something they sort of expected.,
Sam Schrager,00:33:51,00;34;00;07,"Did he have, your uncle, did he arrange with the the order of the thrashing? Well, in advance of the time, he.",
Palma Hanson Hove,00:34:00,00;34;07;12,"Well, they would they would come to him and, you know, see if he could come at a certain time.",
Palma Hanson Hove,00:34:07,00;34;08;26,"And,",
Palma Hanson Hove,00:34:08,00;34;18;00,"And usually then, like I say, we'd start way down on the rim, which is way down below Genesee, you know.",
Palma Hanson Hove,00:34:18,00;34;21;25,"And, just work ourself up towards.",
Palma Hanson Hove,00:34:21,00;34;23;06,That's the grain ripened.,
Palma Hanson Hove,00:34:23,00;34;25;03,Way. And a lot of times.,
Palma Hanson Hove,00:34:25,00;34;33;09,"You'd have to go back to the same place again, too, because the grain wouldn't all be ripe at one time, you know, so you'd have to backtrack.",
Palma Hanson Hove,00:34:33,00;34;38;07,Again. But that was just.,
Palma Hanson Hove,00:34:38,00;34;39;18,Part of being a Thrasher.,
Palma Hanson Hove,00:34:39,00;34;43;16,"Man. I guess,",
Sam Schrager,00:34:43,00;34;52;19,"Well, what did you think of these? People, like, who came just drifted into the area and and out again. Were they very different?",
Palma Hanson Hove,00:34:52,00;34;57;00,"Kind of. No, no, they, they were people.",
Palma Hanson Hove,00:34:57,00;35;14;22,"Mostly, you know, people or a single man that, probably sort of followed something like the migrant workers, maybe because, you know, the harvest probably would be over with down in the Pomeroy country and, and around in there. And then they'd.",
Palma Hanson Hove,00:35:14,00;35;16;05,Sort of follow.,
Palma Hanson Hove,00:35:16,00;35;19;13,"Follow the harvest, you might say.",
Palma Hanson Hove,00:35:19,00;35;20;28,"And,",
Palma Hanson Hove,00:35:21,00;35;38;07,"Maybe they'd get in 30 or 40 days of harvest work, which it paid real well, you know, but they didn't have cars or anything. So how they got from one place to the other, I don't know, but probably, probably walked, I don't know.",
Sam Schrager,00:35:38,00;35;40;29,Maybe copped a freight train.,
Palma Hanson Hove,00:35:41,00;35;44;17,Yeah. Could be because trains came into Genesee at that time too.,
Palma Hanson Hove,00:35:44,00;35;50;12,"You know. But they, they did they, they more or.",
Palma Hanson Hove,00:35:50,00;35;51;05,Less followed the.,
Palma Hanson Hove,00:35:51,00;35;53;03,"Harvest like,",
Palma Hanson Hove,00:35:53,00;35;56;16,The migrant workers now and berries and.,
Palma Hanson Hove,00:35:56,00;35;59;25,"And, well, all the.",
Palma Hanson Hove,00:35:59,00;36;11;07,"Things that they race nowadays, they don't nowadays because they had their combines. And, you know, one man can almost combine, feel all by himself, his, his wife.",
Palma Hanson Hove,00:36:11,00;36;20;27,"Or by the truck where they can do the whole harvest themself. And those days it would take all these men, men.",
Palma Hanson Hove,00:36:20,00;36;31;09,"To get your harvesting done. So it just goes to show, you know, what progress there has been in the last 40, 50 years.",
Sam Schrager,00:36:31,00;36;33;25,When would the harvest start?,
Palma Hanson Hove,00:36:33,00;36;35;15,"Well, it would depend on I think.",
Palma Hanson Hove,00:36:35,00;36;36;07,And I think.,
Palma Hanson Hove,00:36:36,00;36;39;21,"Lots of times it started and,",
Palma Hanson Hove,00:36:39,00;36;45;07,"Oh, probably even the last of July. And then.",
Palma Hanson Hove,00:36:45,00;36;47;04,Usually it was through August.,
Palma Hanson Hove,00:36:47,00;36;47;17,And.,
Palma Hanson Hove,00:36:47,00;37;12;06,"Probably all of September. And it would depend on the weather, you know, if we had rain, it would take longer, because I know the year that, my husband and I were married, he was still working with a threshing outfit and, had to lay off to get married because of the rain. So he just quit. He was driving a bundle wagon, I guess, or something.",
Palma Hanson Hove,00:37:12,00;37;16;08,"And that was, 10th of October.",
Palma Hanson Hove,00:37:16,00;37;18;22,So it would drag out.,
Palma Hanson Hove,00:37:18,00;37;28;01,"Way up until October sometime late rain, you know, but, I think.",
Palma Hanson Hove,00:37:28,00;37;40;20,"Most of the time they were through in September, not before school started by any means, but that didn't seem to make any difference at that time because they.",
Palma Hanson Hove,00:37:40,00;37;43;22,Hired everything down anyway.,
Palma Hanson Hove,00:37:43,00;37;50;05,"Now they need their kids at home, you know, through harvest.",
Sam Schrager,00:37:50,00;37;58;05,"I'm just going to ask you about the, migrant fellows. Did you see the same ones come back the next year?",
Palma Hanson Hove,00:37:58,00;38;02;22,Sometimes they would and sometimes not.,
Palma Hanson Hove,00:38:02,00;38;04;06,"But I know, and.",
Palma Hanson Hove,00:38:04,00;38;07;11,Often that would be the same ones would come back and work for.,
Palma Hanson Hove,00:38:07,00;38;09;16,My uncle.,
Palma Hanson Hove,00:38:09,00;38;11;23,"If they didn't live way off someplace, you.",
Palma Hanson Hove,00:38:11,00;38;16;26,"Know, or. But, as a rule, they, they.",
Palma Hanson Hove,00:38:16,00;38;32;12,"Probably were different people that came in. You know, how people are when they're kind of drifters. They just go all over the country. They don't come back to the same place very often.",
Palma Hanson Hove,00:38:32,00;38;35;01,But there there was always.,
Palma Hanson Hove,00:38:35,00;38;41;07,Men together anyway. It isn't like it is now. You can hardly get a man that will go out on a farm.,
Palma Hanson Hove,00:38:41,00;38;45;12,"And work, you know. But.",
Palma Hanson Hove,00:38:45,00;38;48;25,Those days they didn't know anything else. They didn't have as much education.,
Palma Hanson Hove,00:38:48,00;38;51;26,As they do now. And.,
Palma Hanson Hove,00:38:51,00;38;58;08,Not so many different jobs.,
Sam Schrager,00:38:58,00;39;01;11,How did you meet your husband?,
Palma Hanson Hove,00:39:01,00;39;11;00,"Well, I guess I always knew it. Maybe, I don't know. We only lived. That's five miles apart.",
Palma Hanson Hove,00:39:11,00;39;17;08,I suppose probably at a dance or something. I really can't remember when I first met him.,
Palma Hanson Hove,00:39:17,00;39;26;29,"Because the folks knew his folks too. And that we didn't socialize because, like I said, at that time, they belonged to the upper.",
Palma Hanson Hove,00:39:27,00;39;32;05,"Church, and we belong to the lower when it was that at that time.",
Palma Hanson Hove,00:39:32,00;39;38;16,"But by the time we got married, what the churches had merged.",
Palma Hanson Hove,00:39:38,00;39;46;24,That he was just a farm boy and my father thought he was all right. He was a farm boy.,
Palma Hanson Hove,00:39:46,00;39;47;27,"The,",
Sam Schrager,00:39:47,00;39;49;29,Your father liked the farm boys better than.,
Palma Hanson Hove,00:39:50,00;39;56;19,"Town. Oh, yeah. He trusted the farm boys and they had kind.",
Palma Hanson Hove,00:39:56,00;39;59;26,Of funny ideas in those days about.,
Palma Hanson Hove,00:39:59,00;40;08;10,The boys in town. They call him sports.,
Palma Hanson Hove,00:40:08,00;40;14;04,We used to laugh.,
Sam Schrager,00:40:14,00;40;17;18,They did? They dress differently and act differently to the boys.,
Palma Hanson Hove,00:40:17,00;40;21;06,"On the farm. Well, I.",
Palma Hanson Hove,00:40:21,00;40;29;18,"I suppose so. You know, if you lived in town, you really didn't have very much to do. And then they didn't know how to work on a farm or anything.",
Palma Hanson Hove,00:40:29,00;40;52;10,"And so he kind of thought they couldn't be very much good if they didn't work, know how to work on a farm. Then, my husband sure knew how to work on the farm. You worked in the fields from the time he was 12 years old. They had a big family, too. They had as many children as I folks did.",
Palma Hanson Hove,00:40:52,00;40;59;28,And I was eight. Maybe. So they all had to work.,
Sam Schrager,00:41:00,00;41;03;10,And he planned on going right on and being a farmer.,
Palma Hanson Hove,00:41:03,00;41;05;28,"Oh, yes.",
Palma Hanson Hove,00:41:06,00;41;09;05,"Yeah. We rented the house, the.",
Palma Hanson Hove,00:41:09,00;41;17;13,"The farm that Fred lived on. His father bought that farm. So, we farmed it, and we lived there 25 years.",
Palma Hanson Hove,00:41:17,00;41;23;22,And then we moved to try and bought our own farm. After 25 years of work.,
Palma Hanson Hove,00:41:23,00;41;25;10,"We lived there nine years, and then we.",
Palma Hanson Hove,00:41:25,00;41;27;26,Moved to Clarks.,
Palma Hanson Hove,00:41:27,00;41;29;02,To my husband died.,
Palma Hanson Hove,00:41:29,00;41;31;21,Then I moved back up here.,
Sam Schrager,00:41:31,00;41;36;22,"How much land did, he rent to.",
Palma Hanson Hove,00:41:36,00;41;39;05,Pay for it? And my husband.,
Palma Hanson Hove,00:41:39,00;41;43;09,"We had, 160 acres again.",
Palma Hanson Hove,00:41:43,00;41;50;02,"And then we bought 160 acres up. I try, but part of that was Timberland.",
Palma Hanson Hove,00:41:50,00;41;50;22,But we didn't.,
Palma Hanson Hove,00:41:50,00;42;00;23,"Do anything about the timber. We let people come out there and chop wood and haul it off. They wanted it for nothing. What? We didn't. Oh, he chop, you know, some.",
Palma Hanson Hove,00:42:00,00;42;07;15,"For our own use, but we didn't use that much wood.",
Palma Hanson Hove,00:42:07,00;42;12;18,"At that time. You know, we had electricity in.",
Palma Hanson Hove,00:42:12,00;42;15;21,"Although we didn't have an electric stove. Well, we lived on the farm at.",
Palma Hanson Hove,00:42:15,00;42;16;19,Troy.,
Palma Hanson Hove,00:42:16,00;42;19;12,Because we did have wood. So we that.,
Palma Hanson Hove,00:42:19,00;42;22;26,"We burned wood in our, kitchen stove.",
Palma Hanson Hove,00:42:22,00;42;33;07,"And I still say that, the kitchen stores were the best. I mean, the wood burning stoves, I could make the best bread and things.",
Sam Schrager,00:42:33,00;42;36;03,What do you think made him better than the electric?,
Palma Hanson Hove,00:42:36,00;42;37;29,"I don't know, but maybe it was just.",
Palma Hanson Hove,00:42:37,00;42;49;10,"An idea, but, boy, it seemed to me like I never could bake. Bread is good. And then, like, we had stoves, had it in that wood stove. And I've heard other people say that, too.",
Palma Hanson Hove,00:42:49,00;42;51;29,But I thought it was about it. I don't know.,
Sam Schrager,00:42:52,00;42;53;14,When did you move to Troy?,
Palma Hanson Hove,00:42:53,00;43;15;01,"About when and, 1940. We moved up there and, our oldest daughter, the one that lives here now, she was going to, school. She went to university, and then she went to normal because she wanted to get to work a little quicker. So she took a course in teaching, and, then she taught the home school out there.",
Palma Hanson Hove,00:43:15,00;43;15;17,Troy.,
Palma Hanson Hove,00:43:15,00;43;18;03,But they called Miller Trestle.,
Palma Hanson Hove,00:43:18,00;43;19;24,And she stayed home then for two.,
Palma Hanson Hove,00:43:19,00;43;23;25,"Years and, taught school up there.",
Sam Schrager,00:43:24,00;43;39;03,"Well, I want to ask you a little about the the church, when you were young. Now, I don't remember if I asked you if you knew why. The reason was that they had two different churches or what people said was the reason they had two churches.",
Palma Hanson Hove,00:43:39,00;44;09;13,"Well, it was because they were belong to different seminars and their teachings were just exactly alike, which was just so little difference that that you know, in those days, they were so strict about their church and everything that neither side would give in until they got a minister that was real broad minded. And he said, well, there is just no sense in two churches standing side by side.",
Palma Hanson Hove,00:44:09,00;44;15;25,"And I think it tells. And in that book, who it was that was a minister at the time.",
Palma Hanson Hove,00:44:15,00;44;17;04,Of the merger.,
Sam Schrager,00:44:17,00;44;19;03,How close together were these churches?,
Palma Hanson Hove,00:44:19,00;44;24;02,"Half a mile, just half a mile apart.",
Palma Hanson Hove,00:44:24,00;44;43;27,"In fact, the one above was right close to where John Hagan lives now. I think maybe he's. Well, no, he is on the on the church land. But it was right, right. Closed there anyway. And then the other one.",
Sam Schrager,00:44:43,00;44;50;14,Do you have any idea what what the differences are or what some differences might be between the sinners and no.,
Palma Hanson Hove,00:44:50,00;44;56;12,"But I think if you read that book, it'll tell you I can I can tell you right.",
Palma Hanson Hove,00:44:56,00;44;56;27,Off because.,
Palma Hanson Hove,00:44:56,00;45;02;02,I can't remember. But I know it wasn't much.,
Palma Hanson Hove,00:45:02,00;45;17;22,"So, it was just a matter of, I said stubbornness, mostly with, with the older people. And then, of course, as the younger people grew up with them, they could see that, no, it was no sense to anything like.",
Palma Hanson Hove,00:45:17,00;45;22;21,"That, you know. So they finally got together.",
Sam Schrager,00:45:22,00;45;25;14,Do you think that it divided the community over the year?,
Palma Hanson Hove,00:45:25,00;45;27;10,,
Sam Schrager,00:45:27,00;45;28;18,Depending on which church?,
Palma Hanson Hove,00:45:28,00;45;36;14,"Yeah, it really did to a certain extent. You really associated with the people of Blanqui or church.",
Palma Hanson Hove,00:45:36,00;45;49;02,Rather than mingle with those above. And a lot of people lived above the upper church to come down to our church. Thing.,
Palma Hanson Hove,00:45:49,00;45;50;15,So I really.,
Sam Schrager,00:45:50,00;45;51;28,"Well, this is historical.",
Palma Hanson Hove,00:45:52,00;45;52;25,Well too.,
Palma Hanson Hove,00:45:52,00;45;54;03,And to a certain extent.,
Palma Hanson Hove,00:45:54,00;45;55;20,But I mean.,
Palma Hanson Hove,00:45:55,00;45;58;25,It wouldn't be of importance to anybody.,
Sam Schrager,00:45:58,00;46;00;03,"Well, I don't think I don't need to.",
Palma Hanson Hove,00:46:00,00;46;01;05,Because myself.,
Sam Schrager,00:46:01,00;46;15;16,"The facts that are, that are in already recorded, that's, that's the kind of history that no person is going to be able to tell you as well as the records. But when you get a feeling for how people lived and the social, the social life, social history.",
Palma Hanson Hove,00:46:15,00;46;16;28,"Is, is.",
Sam Schrager,00:46:17,00;46;20;12,"Different. And what happened to one person's life, what happened to many?",
Palma Hanson Hove,00:46:20,00;46;25;08,"And. Well, yeah, that's true. That's true.",
Sam Schrager,00:46:25,00;46;32;28,"But we were just saying that the, the you said people also people went from above to, above the church to.",
Palma Hanson Hove,00:46:33,00;46;38;08,"Well, I mean, yeah, people that belong to the let me call the upper church. And we were the lower.",
Palma Hanson Hove,00:46:38,00;46;39;12,Church.,
Palma Hanson Hove,00:46:39,00;47;02;19,"That there was a lot of people that belonged to the upper church. So we'd go right by our church to go up there to theirs. And the same there was a lot of people that lived in Blaine at that time that came down to our church, although Blaine at that time had a methodist church and it was a methodist community, but that's been long gone.",
Palma Hanson Hove,00:47:02,00;47;14;09,"In fact, it I must have been quite young. I must have been probably 15, 16 years old when that church was discontinued.",
Sam Schrager,00:47:14,00;47;20;23,"When you were about, that age when the two churches combined, weren't you? Wasn't it?",
Palma Hanson Hove,00:47:20,00;47;29;17,"Yeah, I was, I was the first one that was confirmed. And the new church after they. Yeah. Merged.",
Sam Schrager,00:47:29,00;47;33;13,"Do you remember how it was? They merged. Did they, did they build a new.",
Palma Hanson Hove,00:47:33,00;48;02;07,"They built a new church. And they sold, their old church up there. And, and I think that they must have sold, no, they didn't sell the parsonage up there because we had a minister lived there. Way after I was married, there was a minister that came and had a big family, and they lived out there in the country, and that that old square building is still there.",
Palma Hanson Hove,00:48:02,00;48;23;12,"You know, it's old windows all knocked out and everything. But that used to be the old parsonage that belonged to the upper church. And then we had a building right back of our church that was a parsonage, and my uncle and aunt that lived up in the timber that had the homestead they bought that after the churches merged and they lived there.",
Palma Hanson Hove,00:48:23,00;48;24;14,And he was janitor.,
Palma Hanson Hove,00:48:24,00;48;28;08,Of the church for many years.,
Sam Schrager,00:48:28,00;48;33;16,Or what? Where did they decide to put the new church compared to where the other two.,
Palma Hanson Hove,00:48:33,00;48;45;20,"Well, I guess, any kind of the cemetery, they decided to build it there, and it seemed to be the logical place for distance.",
Palma Hanson Hove,00:48:45,00;48;47;14,For people who belonged in.,
Palma Hanson Hove,00:48:47,00;48;52;20,Sort of more central. But I think it was most down to the cemetery.,
Sam Schrager,00:48:52,00;49;05;14,"Do you think the men would have would would I try to imagine how you could have this community in two different churches? I'm wondering, was religion, a topic of real debate among the.",
Palma Hanson Hove,00:49:05,00;49;06;03,I think it.,
Palma Hanson Hove,00:49:06,00;49;27;28,"Was among the elders of the church. And boy, in those days, they if they were an elder in the church now, they just did not told you what to do and what not to do. And of course, the ministers the same. They had their belief, you know, and and they weren't going to budge either. So it it.",
Palma Hanson Hove,00:49:27,00;49;40;12,"Was a strange thing. We've often wondered how in the world they could do such a thing as to build two churches that close together and, and still be Lutheran churches.",
Palma Hanson Hove,00:49:40,00;49;43;01,That that's the way it was.,
Sam Schrager,00:49:43,00;49;46;28,"And when you were, when you were kids, did you wonder about that?",
Palma Hanson Hove,00:49:47,00;49;48;22,"Oh, well, I don't think.",
Palma Hanson Hove,00:49:48,00;49;50;02,We did so much until we got.,
Palma Hanson Hove,00:49:50,00;49;51;03,Older and.,
Palma Hanson Hove,00:49:51,00;49;52;18,"We just took it for granted, you.",
Palma Hanson Hove,00:49:52,00;49;57;07,"Know? But, cursed with.",
Palma Hanson Hove,00:49:57,00;49;59;20,Friendly with some of the people in the other.,
Palma Hanson Hove,00:49:59,00;50;04;08,Churches. Sure. But they certainly weren't.,
Palma Hanson Hove,00:50:04,00;50;06;13,It wasn't like after they merged and you.,
Palma Hanson Hove,00:50:06,00;50;08;18,Were just one church.,
Sam Schrager,00:50:08,00;50;15;11,When you were young. What what role did the church have in your life when you were younger?,
Palma Hanson Hove,00:50:15,00;50;23;29,"Well, just about the same as, as now, you know, it.",
Palma Hanson Hove,00:50:24,00;50;32;06,We had our societies and our young people's gatherings and Sunday schools and parochial school.,
Palma Hanson Hove,00:50:32,00;50;37;27,We always went to parochial school in the summertime at about two weeks of that.,
Palma Hanson Hove,00:50:37,00;50;45;09,"And, and, I would.",
Palma Hanson Hove,00:50:45,00;50;46;12,I don't know.,
Palma Hanson Hove,00:50:46,00;50;52;07,It seemed to me like it wasn't too much different than it is now.,
Palma Hanson Hove,00:50:52,00;50;53;06,"See, everything now.",
Palma Hanson Hove,00:50:53,00;50;54;16,Is on some.,
Palma Hanson Hove,00:50:54,00;51;02;15,Bigger scale and so much more organized. I guess you'd call it.,
Palma Hanson Hove,00:51:02,00;51;06;12,"That they're the pioneers. They did pretty good, though.",
Palma Hanson Hove,00:51:06,00;51;20;04,"Boy, I tell you, they helped pay the preacher salary too. It wasn't for the ladies aid. They wouldn't have had much because people didn't have money. And you paid the preacher any way you could with potatoes or meter eggs.",
Palma Hanson Hove,00:51:20,00;51;22;27,Or they were glad to get that.,
Palma Hanson Hove,00:51:22,00;51;25;13,Even.,
Sam Schrager,00:51:25,00;51;29;05,How did the lady's aid do work on that?,
Palma Hanson Hove,00:51:29,00;51;46;10,"Well, we had, we worked, you know, sewing and making things. And then every year they had, what they call an auction sale, and they sold their, their goods, you know, that was for the public. And, and, they made quite a bit of money and but.",
Palma Hanson Hove,00:51:46,00;51;52;02,That all went up. Almost all of it went to pay the preacher.,
Palma Hanson Hove,00:51:52,00;51;53;25,"Because, well, people.",
Palma Hanson Hove,00:51:53,00;51;58;03,Just didn't have the money. That's all there is to it.,
Palma Hanson Hove,00:51:58,00;51;59;13,"And it's,",
Palma Hanson Hove,00:51:59,00;52;11;02,"The organist was paid just probably on holidays when they'd have a special offering. I remember they had the baptismal table right by the organ, and you.",
Palma Hanson Hove,00:52:11,00;52;11;28,Put your.,
Palma Hanson Hove,00:52:12,00;52;19;17,"Cents on and it was only cents. Two, it wasn't dollars or anything. So if an organist got $25.",
Palma Hanson Hove,00:52:19,00;52;29;22,"He or she was well paid. So now you know what they pay him. So, you know, that's just the way the times were.",
Palma Hanson Hove,00:52:29,00;52;37;16,And they thought nothing of it because they didn't know any different.,
Sam Schrager,00:52:37,00;52;46;10,What were the activities mostly that you did in the church? Was it it has a kid. Do they have a lot of Bible study? Is that the.,
Palma Hanson Hove,00:52:46,00;52;57;04,"No, we didn't have anything like that. We just had, our Sunday school and, two weeks of parochial school during the summer. And that was the extent of.",
Palma Hanson Hove,00:52:57,00;52;58;24,Our.,
Palma Hanson Hove,00:52:58,00;53;00;26,Of our Bible studies.,
Sam Schrager,00:53:00,00;53;03;08,What was the parochial school like?,
Palma Hanson Hove,00:53:03,00;53;15;22,"Well, it would be, like a Vacation Bible school they had and all the churches. Now, you know, and we studied our catechism and Bible history.",
Palma Hanson Hove,00:53:15,00;53;19;10,"We got quite a bit out of that, of course.",
Palma Hanson Hove,00:53:19,00;53;43;22,"But boy, when, when you went to confirmation in those days, you learned every blessed word in that book by heart. And the day of your confirmation, you probably were asked 50 questions out of that book, and you were supposed to know every one of them. So we were drilled the leave. You mean. But nowadays they don't do it that way at all.",
Palma Hanson Hove,00:53:43,00;53;54;26,"They don't even quiz them on confirmation day. They have a little quiz, I think probably a week before in the evening or something. But, they're thorough. I mean, they take.",
Palma Hanson Hove,00:53:54,00;53;56;24,Notes and they have to.,
Palma Hanson Hove,00:53:56,00;54;06;00,But we just had to memorize. There was no such thing as taking notes and on asking you about this and that you memorized that.,
Sam Schrager,00:54:06,00;54;07;15,Was in Norwegian.,
Palma Hanson Hove,00:54:07,00;54;08;28,And I was.,
Palma Hanson Hove,00:54:09,00;54;36;26,"The rest of my family, weren't I? The rest of the kids were in English, but at that time they didn't have English in the church. Even. But then after they merged, then they had English services all the time. For a while I believe they had Norwegian one Sunday and probably English three Sundays, because some of those old timers didn't understand English and.",
Palma Hanson Hove,00:54:36,00;54;39;18,They hadn't learned it.,
Palma Hanson Hove,00:54:39,00;54;42;13,So for their sake they had one service.,
Palma Hanson Hove,00:54:42,00;54;44;08,A month and then we didn't language.,
Sam Schrager,00:54:44,00;54;47;01,But it was when they merged that they started using it.,
Palma Hanson Hove,00:54:47,00;54;48;06,"Then,",
Palma Hanson Hove,00:54:48,00;54;52;02,"After that, then.",
Palma Hanson Hove,00:54:52,00;54;53;01,So there was.,
Palma Hanson Hove,00:54:53,00;54;54;19,Many steps to be taken.,
Palma Hanson Hove,00:54:54,00;54;57;27,Before they got where they.,
Palma Hanson Hove,00:54:57,00;54;59;07,Are today.,
Sam Schrager,00:54:59,00;55;01;13,Do you remember your confirmation?,
Palma Hanson Hove,00:55:01,00;55;02;12,"Oh, very well.",
Palma Hanson Hove,00:55:02,00;55;09;27,There were just one boy that's. And I and I know they teased us. They said that it looked just like a wedding.,
Palma Hanson Hove,00:55:09,00;55;11;05,We sat up there in front.,
Palma Hanson Hove,00:55:11,00;55;14;12,And I was so embarrassed.,
Palma Hanson Hove,00:55:14,00;55;18;13,Oh. So sometimes I think a lot of the fat boy.,
Palma Hanson Hove,00:55:18,00;55;23;04,Is still living too. He lives in California.,
Sam Schrager,00:55:23,00;55;28;20,Yeah. So what what were you calling on to do then? At the.,
Palma Hanson Hove,00:55:28,00;55;30;10,"Oh, we had to,",
Palma Hanson Hove,00:55:30,00;55;34;13,"Stand up in front of the church, congregation.",
Palma Hanson Hove,00:55:34,00;55;35;20,And the minister would ask.,
