speaker,timestamp,Endtime,words,tags
Epigmenio J. Rosales,[00:41:46:27],00;42;35;25,"So he you work with him and he's your partner. I look at him, okay? And make sure me, it makes it come to the right. He was, number one there in the section number one for energy. So he probably thought that, if I work with him, he could make me quit working. You know, because I was just a kid.",family
Epigmenio J. Rosales,[00:42:12:27],00;43;07;00,"Anyway, we were stamping bars, digging ties out, tamping bars, low flam bars, you know, tamping ties with.  And I stayed about, I don't know how many days my joints on my finger, my hands, they were, they were hurt because I was not used to that tamping bars, you know.  But that didn't bother me, I just kept at it.  And he, and this guy, boy, come on, we got to beat them other guys, we got to put in more ties, more than they do.",
Epigmenio J. Rosales,[00:42:44:02],00;43;38;02,"So, we always did. We always put it maybe 1 or 2 more than they did with the other guys. But he was always in competition with the others. And then the foreman, Larry, he didn't say nothing. You know. I got my joints on my hands. They were, well, right here, you know, tempting, but let them dig them up, put some new ones in there, and then put it with it with a hammer for some.",
Epigmenio J. Rosales,[00:43:15:05],00;44;00;06,"You learn. And then one day, he sent me to the section. We were about maybe a mile or over, maybe two miles, he says. You go to the good, section and get them below. Bring me some plugs. I don't know what plugs was.",
Epigmenio J. Rosales,[00:43:37:08],00;44;24;02,"Bring me some plugs. And, So I thought it was spark plugs. You know, I was thinking about cars, spark plugs for the cars, and I was wondering, what does he want spark plugs for? So I went through the section over and looked for the spark plugs and for cars. You know, those for the car. I went back and I said, there is no spark plugs over there.",
Epigmenio J. Rosales,[00:44:01:04],00;44;32;13,"No, no spark plugs, plugs for the nice thing as long sticks you put in the dice.",
Epigmenio J. Rosales,[00:44:09:15],00;44;57;11,"To tighten, you know, it was a one of those sticks and you and then you put a spike on it. And so you'll tighten up those two. Will I have to go back again. So then a boom a big bundle plugs. So they grow. Put them on maturity took them away. I didn't have a no motor to go.",
Epigmenio J. Rosales,[00:44:34:16],00;45;02;13,I had to walk down there or run down.,
Epigmenio J. Rosales,[00:44:40:18],00;45;09;07,"We worked there for, I don't know how many months. Go on then.",
Angela Luckey,[00:44:46:09],00;45;10;25,This is during the winter.,
Epigmenio J. Rosales,[00:44:47:27],00;45;37;19,"Yeah, still wintertime. I'm still cold. And then, then I got used to working with this guy. You know, he was still human. I got to be good. The French guy that I work with, the slave driver, I call him because he tried to make me clear, you know. And then, the Japanese, he said, I need another man here.",health;france;japan
Epigmenio J. Rosales,[00:45:14:23],00;46;01;10,"Anybody here knows anybody in your family to come work here? And then my dad said, yeah, I go on and. But he lives in Michigan. Okay. Write to him, send him over. Tell him I don't know how he got there. I don't know if they sent him a parish or what, but anyway, he did get a job there.",family;religion
Epigmenio J. Rosales,[00:45:38:12],00;46;09;15,"Go get my job. And. Oh, he worked there. He got him and my aunt and my mother or sister.",family
Angela Luckey,[00:45:46:18],00;46;11;22,"So that way. Oh, so it was your uncle?",family
Epigmenio J. Rosales,[00:45:48:24],00;46;32;00,"He was my uncle and my mother's, well, and my mother's sister.  Her sister married this fella, so he was my uncle.",family
Epigmenio J. Rosales,[00:46:09:02],00;46;51;00,"Because he had a nice, nice place to live there in another room. Store. Everybody here. But, then in, started to get a warm up, you know, some Virgin Mary, I guess. I don't know, Lynn.",
Epigmenio J. Rosales,[00:46:28:02],00;47;19;06,"He started to warm up and. One time, you know this, Japanese. He he bought a new car. Brand new car. And he had friends again. Trailer. So he used to go get his groceries. Well, it's quite a ways from the center because he had to go to Saint John. Another the other section, and then, I don't know, turn out to 12.",japan;agriculture
Epigmenio J. Rosales,[00:46:56:11],00;47;39;15,"That's quite a way. But, he bought a new car, and then he. And we used to go with him here, only he invited me and my brother and my uncle. If you want to go uptown, come with me. So we used to go with him.",family
Epigmenio J. Rosales,[00:47:16:17],00;47;59;29,"And then, one time, We used to go to the movies, you know, he said, you guys go to the movies. I'm going to see my friends over here. I have friends here, and I, well, you I go visit with him, you go to the movies. So my uncle there, and I'm not. I don't know who my brother was, was with us or not.",family
Epigmenio J. Rosales,[00:47:37:03],00;48;30;10,"You guys go to the movies, and then I'll pick you up later. So. And, one of these times that we didn't go to the movies, we just all just walk around. So we were walking around. I don't think my brother was walking with us that time. He was just growing up. Here's the little ten. So we was walking and my uncle and I were walking down, down.",recreation;family
Epigmenio J. Rosales,[00:48:07:12],00;49;00;14,"And I seen one guy coming towards us, you know, he was alone. And he got closer and I thought, gee, I think I know that guy. But he was, you know, after three years, 3 or 4 years later, he what? I was can I think I think I know, I think I know like. So I asked you they don't, I know you they were nice I think I know you, I just like what's your name?",
Epigmenio J. Rosales,[00:48:37:17],00;49;29;21,"Your name is Tony, isn't it? Yeah, that's my name. Tony... Oh, yeah. How do you know my name? Oh, yeah. I can remember you. You live in Pueblo, didn't you? Yeah, I was, yeah, I'm literally just a little from school, so he's. I was going to be friends with him. And then I told him, well, you remember one time you asked me for a match and I didn't have a match to give you, so you could have, like, a cigarette?",education
Epigmenio J. Rosales,[00:49:06:23],00;49;43;13,"He said, oh, I don't know.  I don't remember.  Well, I do.",
Epigmenio J. Rosales,[00:49:21:17],00;49;45;20,"I popped him on his head, I don't know where.",
Epigmenio J. Rosales,[00:49:28:21],00;50;15;29,"Makes me feel kind of funny, you know, because I hit him. You know, I hit him. I don't know ... I really hit him. Hard too, you know, think he landed on the sidewalk, and then I was going to hit him again and again, and then my uncle died. I'm better. He grabbed me from behind, pulling away from him, and I was going to work.",family
Epigmenio J. Rosales,[00:49:52:29],00;50;37;04,"I was working on him or. And then, my uncle, he grabbed me from behind, and. Hey, don't don't don't. What are you doing? What's the matter with you? So I was going to settle with this guy. And when that guy got up, like he took off, he didn't stay there. And you know.",family
Epigmenio J. Rosales,[00:50:14:06],00;51;14;12,"And then we went back after I settled my score with that guy. We walked around, you know, now, I was going around really working more, more. But my uncle held me back, you know, and he and I was bigger because when he hit me, you know, I was about 11 or 12 years old and. Anyway, we went back home and in May, they were looking for beet thinners.",art;family
Epigmenio J. Rosales,[00:50:51:15],00;51;43;16,"And then my dad said, I think I'll go to Idaho because they needed help in Idaho to work on the beach. So this and this, we were in Manchester and then the Japanese, he he knew this guy, so he said, oh, I know, yeah, I know the man that's, looking for help. So he told him about us wanting to go work on a beach.",idaho;recreation;britain;japan
Epigmenio J. Rosales,[00:51:20:18],00;51;55;13,"My uncle stayed there, and my dad, we we got they sent us over here to Shelley.",family
Epigmenio J. Rosales,[00:51:32:15],00;51;59;12,Shelley Idaho.,idaho
Epigmenio J. Rosales,[00:51:36:15],00;52;02;03,And that.,
Epigmenio J. Rosales,[00:51:39:06],00;52;04;25,"Shelley Idaho. And,",idaho
Epigmenio J. Rosales,[00:51:41:28],00;52;08;05,At that time then,
Epigmenio J. Rosales,[00:51:45:07],00;52;30;27,"That first year the few men who took us around looking for the place for us to work that first year. It was 1929, I guess she was 28. We spent it in Ajax in the winter time or 29, I don't know. So.",
Epigmenio J. Rosales,[00:52:10:27],00;53;01;26,"We, I went to the sugar, the sugar factory. That's where. That's true. Their factory. There was houses there, you know, and this field, him and he took us around and car looking for a place for us. So we went down towards first. I got the first and we crossed snake River. Because the one farmer that needed help or he had about 20 acres.",labor
Epigmenio J. Rosales,[00:52:38:26],00;53;33;17,"Sure thing. And, he he said, well, I got some dinners here. You got a place for them to stay home. And, Yeah. He said you know. Well, I have a, chicken coop here. They can clean it up and sleep there. And my dad said, no, thank you. You can have you're a beach. So we told that people may not, you know, go to sleep in a chicken coop.",food and drink;recreation
Epigmenio J. Rosales,[00:53:10:20],00;54;30;17,"So we told that fieldman, no, we're not going to sleep, no, chicken coop.  Yeah, that's what it was, chicken coop.  So he said, nope, we don't want, we're not going to work here.  So he took us around and then he sent us to Shelley, we went back to Shelley.  And then there was a farmer there.  Between Shelley and Arrojo Falls, there was a beat dump right there.  And the farmer was right there, right next to the railroad tracks.  The farmer, he had about 20 acres.  So we moved there, he had a nice place for us.  So he's in beach there. And then, And he had the biggest beach. You know, if you had 14 turn to an acre, you had a good crop, a beach, 14, 12, 16, ten to an acre.",food and drink;railroads and transportation;recreation;agriculture
Epigmenio J. Rosales,[00:54:07:17],00;54;45;16,"And then he had the biggest beats.  You know, if you had 14 tons to an acre, you had a good crop of beats.  14, 12, 16 tons to an acre, you had a good crop.  And he had 24 tons to an acre, right, big ones.",agriculture
Epigmenio J. Rosales,[00:54:24:28],00;54;59;06,"And, you know, we had, certain wages we were supposed to get for something which so many, so much at times. And we had our friend and, shellfish thing and chili. He was.",
Epigmenio J. Rosales,[00:54:36:08],00;55;21;11,"Working there at the minute. I said, I'll take us. And, when we finished up in those beach, you know, you he went to the factory to get the money for us. You know, the only and we were just supposed to get so much uptown, you know. But he didn't know how much, so he said, well, I'll pay you so much.",recreation;labor
Epigmenio J. Rosales,[00:54:58:11],00;55;49;19,"And he was going to pay us more than what the company was paying for. The bitter. So then, he happened to meet, this friend of ours up there and, factory to factory, and they started talking and how much they were paying, you know, and then this, good friend of ours, the question was, in my head, he said, oh, no, no, no, no, no, you're paying too much.",labor
Epigmenio J. Rosales,[00:55:26:21],00;56;19;04,"You're paying too much. We only did it so much. Oh, boy. So there. We lost about $100 right there. And I never had a good friend. Large, but he was paying us more than, the company was paying so much an acre, but he never bothered to ask, you know, he just pay. So much. So we. The beach.",recreation
Epigmenio J. Rosales,[00:55:56:12],00;56;52;00,"Anyway, we went the next year. We. The next summer we went to work for another another another farmer. You had a big farm. You had three. He had three hired. Now we're year round. Three men working all year because he had a lot of work there essentially. Still, you know, this was over here towards first down this other way.",
Epigmenio J. Rosales,[00:56:29:03],00;57;24;04,"I don't know what...what was the name of that town over there, Shelley? Upper Press or Goshen?  What was it?  Wapello?  Wapello?  Where do we live?  Ziegler?  Ziegler?  Okay. Oh, yeah. I tell you, when we. Oh. Let's see. What was. And I forgot something. We're Larson... Wapello. It's about five miles from Firth. And...oh, before...oh, yeah, I tell you.",
Epigmenio J. Rosales,[00:57:01:07],00;58;02;05,"When we, before we went to work for these, to go for a little falls, you know, we we there was, Boy, before we we went to this, first, first, you know, after the guy from, that to the chicken coop, you know, he's. We were looking for. For a place to work. And, then he says, well, you can, you need to get the first, you know, a little town right close by there.",food and drink
Epigmenio J. Rosales,[00:57:39:05],00;58;27;05,"There was a some farms around there, you know, he had beat around there. He says, you you can stay here. These, they had, there was a, rancher there that had a, a little house was, little trees around there. He he told us, you can stay here and then go wherever. And no matter where you go, you can go ... wherever you want to go.",
Epigmenio J. Rosales,[00:58:04:05],00;58;37;18,The thing which. So. So we did we. That's what we did the first year before we went to Idaho Falls. Do.,idaho
Epigmenio J. Rosales,[00:58:17:04],00;59;06;23,"And right there we seen we met my compadre Arvo... They were growing there, still growing them. They used to go fishing. We lived right by the canal there and they used to go fishing right there. There was this small cheese factory. Somebody making cheese or I don't know, they took that away later on, but that's what they used to make cheese there.",recreation;food and drink;labor
Angela Luckey,[00:58:43:26],00;59;10;16,"That Frances's husband,",family
Epigmenio J. Rosales,[00:58:47:19],00;59;12;29,...,
Angela Luckey,[00:58:50:01],00;59;14;17,Jose husband? Oh.,family
Epigmenio J. Rosales,[00:58:51:19],00;59;42;14,"You know. Well, that's the Frankie's brother. Francis would anyway, their little they were still young, and they used to go fishing over there and then I don't know how come, we met, doing a lot of, pasta and, what was the, their father shown it to Janet. They couldn't show it. And they they were working there and, such.",family;recreation
Epigmenio J. Rosales,[00:59:19:14],01;00;21;09,"And he was working on their writing towns right in first and a section there. And we used to visit them, you know, we got acquainted somehow. We got acquainted with them, and. We used to visit with them and, and, and then, in the summertime, We, you know, they used to make enchiladas and tamales, so, you know, fried chicken and, and then, you know, that works.",food and drink
Epigmenio J. Rosales,[00:59:58:12],01;00;34;02,"And so we were invited to them. And then there was, some people from Pocatello used to go play, you know, you know, to join because they like to go and shoot this, have an enchiladas and the others, whatever.",pocatello
Epigmenio J. Rosales,[01:00:12:28],01;01;05;16,"And anyway, Domingo. Domingo, ladies. And, what was, Ernest Morita used to play guitar, I think Ernest Morita. I think that was his name. Ernest, I forget. Anyway, he used to play the guitar, too, and. Yes, Ernestine, father and Rose's father, who was.",family
Epigmenio J. Rosales,[01:00:45:01],01;01;38;24,"At, Anyway, Ernestine was married to Tony Torez, Torez. She was about 13 then around there, and they used to go over there and from here from Pocatello. And there was another girl, I forget what her name was. So we got acquainted there, and and they used to come here, Pocatello, to visit over here.",pocatello
Angela Luckey,[01:01:15:27],01;01;41;00,Is that when you started playing the guitar? You know.,
Epigmenio J. Rosales,[01:01:18:00],01;02;03;24,"I didn't know. I didn't have no, no, no instrument. I wish I had the desire to play violin, but, you know, I didn't know nothing about a guitar. Because in Mexico, when, my dad, when back from here, from this country, before coming this way, there was a friend of his person. But I was there, and I stopped by there, you know, just to visit.",mexico
Epigmenio J. Rosales,[01:01:40:27],01;02;26;01,"And he had a violin with him over his shoulder. That. And then my dad here, a harmonica that he had taken from here to Mexico. So they both got together playing him. The one, that man playing the violin and my dad the harmonica. So I like the violin. I said, gee, someday I'll learn how to play that.",mexico
Epigmenio J. Rosales,[01:02:03:03],01;02;54;28,"But I never, ever since then that was maybe 4 or 5 years and not like one a little over four years. And I started making sticks with a another stick with a string on it. Tried to play like a violin that just kept that up for a long time, trying to figure it out. But I never owned a violin or nothing, so I grew up without a violin anyway, with a desire after, you know, through.",
Angela Luckey,[01:02:32:01],01;02;59;15,"So those guys would get together and play. Why, when you got together to eat.",
Epigmenio J. Rosales,[01:02:36:17],01;03;25;05,"And I got, I started playing, I bought a violin here, and I drove all this when I, when I the Mingo playing the violin here. And I used to play mandolin to the banjo to. Then I bought me a violin here in Idaho Falls and. There was a sheepherder there. I got acquainted with in the winter time.",idaho
Epigmenio J. Rosales,[01:03:02:05],01;03;56;19,"He used to play the guitar. And then I started learning how to play the violin to. So then the farmers, I mean, you know, the farmers in the wintertime, they they like to make partition on and they know him, you know, because he was a sheep or and they were pretty well known. Anyway, he worked for the, was the, Cox? Anyway, they used to have honey, they used to have honey and sell it.",education;food and drink
Epigmenio J. Rosales,[01:03:33:21],01;04;16;01,"And they also had sheep. Sheep. And he was working for them. And they always make parties, you know. So I met other people that play the violin, too. And I start picking it up little by little very soon. And so I don't play violin.",
Angela Luckey,[01:03:53:03],01;04;18;01,And so you learn all by yourself.,
Epigmenio J. Rosales,[01:03:55:03],01;04;43;12,"Yeah. Yeah. I didn't. Then we moved to, this other place. Learning where it was. I worked for him for maybe 11 years, I guess.",education
Epigmenio J. Rosales,[01:04:20:14],01;04;45;10,"Well, anyway.",
Angela Luckey,[01:04:22:13],01;04;47;20,You were working for Larsen.,
Epigmenio J. Rosales,[01:04:24:23],01;05;26;23,"Yeah. We, after the film, and they took me to this. You know, for for a place that he thought would be just right for us. So that was 2 or 2 Berkeley locations. You got to go to a large farm or you're over 200 or more 200 acres or something like two, 300. He used to raise beets and spectators and hay and straw, you know, I mean, we that's the we had a job there.",art;agriculture
Epigmenio J. Rosales,[01:05:07:04],01;05;36;25,So that was in the 30s.,
Epigmenio J. Rosales,[01:05:13:27],01;06;01;09,"1930, I think it was when we moved to there somewhere around there. So. And then, I think you need to go a little from the railroad. From the railroad. You got laid off, and then they go to don't go to town. They go to a, place, a house where they ... wherever they want to go.",railroads and transportation
Epigmenio J. Rosales,[01:05:38:10],01;06;13;27,"And and we used to visit them. After all, we knew. So.",
Epigmenio J. Rosales,[01:05:57:09],01;06;26;02,"That, the Larsons",
Epigmenio J. Rosales,[01:06:09:29],01;07;03;19,"Well let's see before and 1929, you know, I used to hear about a family named Dominguez who used to. There was a about 28, 29, I think it was 19, 20, 29. Something, 28. When we lived in close to Ottawa Falls that first year, we worked on the second year, I think it was.",family
Epigmenio J. Rosales,[01:06:40:19],01;07;32;15,"That farm was a big beach, you know, there was a, friend of ours, he used to go to Driggs. A lot of people used to go to Driggs, pick peas over there. And, this friend of ours, he says he used to visit with my dad, you know, just over there, say, hey, I know there's a nice little girl, or she's about 13 years old, a real nice looking girl.",recreation;idaho
Epigmenio J. Rosales,[01:07:09:18],01;08;01;10,"You. A lot of these years, I'll take you down there so you can meet her. That was in 1930, I think. 1930. Around there. 1930. But then they'd never come. But there's only one thing, though. There's two brothers that sure like to fight, and, Well, that's all right. I'll meet them. So. But, never got to meet my my wife.",family
Epigmenio J. Rosales,[01:07:38:11],01;08;28;10,"You. She was about 13. I think that time. But, you got to watch that because she's got her two brothers. And, boy, they sure liked to fight. And, Oh, well. But, he was going to take me, you know, get acquainted with, with her. They're nice looking girl. Just right for you.",
Epigmenio J. Rosales,[01:08:05:13],01;08;48;10,"But they never come, so I never. I never met her. Carol. 1934 or 35. Because they used to live in, they had they had moved to Ray-Ray and they worked over in a rotary marriage.",family
Angela Luckey,[01:08:25:14],01;08;49;20,Okay.,
Epigmenio J. Rosales,[01:08:26:22],01;09;13;13,"That's where they used to work there right around 1930. And then they moved on to Shirley in 19, maybe 33, I guess when they moved that to over here to Shirley, where I was, of course, they lived over further away from us. So, you know, I didn't know him, you know, I didn't know them. But, movies were popular there.",
Epigmenio J. Rosales,[01:08:50:18],01;09;53;07,"They they used to box a lot. I owned a retreat. That's all they done down there. They were well known over there. Box. Ya box. You know the promoters down there, small-town promoters.  They want to make something for the people to go watch.  Their favorite guys that like to fight, you know.  And the two boys, her brothers, they used to box over there.  They liked them over there.  And then they moved to Shelley.  Well, not to Shelley, but to the farm.",
Epigmenio J. Rosales,[01:09:30:09],01;10;23;26,"And on a spot night, you know, before, they used to have a celebration there in Shelley. And they, they had, they also had, besides other programs, the they had a will for those, wheels, Ferris wheel. You know, they had a, you know, something like a colonel matter that they had there. And then they had, they also had a platform where they built.",culture
Epigmenio J. Rosales,[01:10:00:28],01;10;50;04,"So they had boxing there in the evening. That was around 7:00. They had boxing there. And the boys, her brothers used to fight. So that's how come I used to see them. But I never got acquainted with them or, you know, you know, I never know those. They never used them. But I know who they were. And I seen my wife do.",family
Epigmenio J. Rosales,[01:10:27:04],01;10;59;11,"She was with her cousins over there. The one night. Oh, and 1934. You know, I sit down to sleep.",
Epigmenio J. Rosales,[01:10:36:11],01;11;07;28,"We can't walk without my shoes or my socks. I want to see them, please. Oh, that one.",clothing
Angela Luckey,[01:10:45:01],01;11;13;06,Okay. How?,
Epigmenio J. Rosales,[01:10:50:08],01;11;18;01,I seen her.,
Epigmenio J. Rosales,[01:10:55:03],01;11;55;01,"I seen her that year. 19, 1934. Her brothers had. They were there boxing. And she was with the summer cousins. You know, girls, summer girls. They were cousins, you know, they were walking down the street and no senior walking around. I didn't pay attention to her. I didn't know what you were. I didn't know she was either. So, there was another girl that I had before and before her.",recreation
Epigmenio J. Rosales,[01:11:32:03],01;11;57;02,We're not talking about my time.,
Epigmenio J. Rosales,[01:11:34:04],01;12;01;18,No. I'm not. Nothing about your life. I'm talking about mine.,
Epigmenio J. Rosales,[01:11:39:28],01;12;20;08,"And, I never met her, you know, and then, like, they used to go to California every winter after the work was done, they used to go to California.",
Epigmenio J. Rosales,[01:11:57:11],01;12;46;10,"They went in 1935. They decided to come to Pocatello earlier than usual, and they moved right next door to where I live, where we lived on the second, the sugar factory, because we didn't stay in the foreman either. In the wintertime, we moved to the sugar factory. They had houses there, and there was about 3 or 4 houses there, right?",pocatello;labor
Epigmenio J. Rosales,[01:12:23:10],01;12;46;18,Right.,
Angela Luckey,[01:12:23:18],01;12;48;11,And one right there in Idaho farm?,idaho
Epigmenio J. Rosales,[01:12:25:12],01;13;18;24,"No, here in, Chile. Yeah. All right. Then they come to Chile from California or wherever. I don't know where they were before that, 1935, and they moved right next door. But the next house where we lived. But right now is, I am, I am I lived in two rooms and these are the house. And I named my brother.",family
Epigmenio J. Rosales,[01:12:55:24],01;13;53;07,"And I used to have these other two rooms and they moved on this other than the following house. You could see the through the window here. So I used to pretend like I was writing a note there. You know, I had the light in the night time. I pretended like I was Jewish writing something. And I know she was looking at me, but, I do let her know.",
Epigmenio J. Rosales,[01:13:30:09],01;14;19;28,"Anyway, I didn't, I didn't get acquainted with her right away, but, boys, they they, you know, the one. They like the boxes. Come on. I want you to help me spar with a boxing girl. So, of course I'm going to have a fight coming there. So I have a fight coming up in a riot. And, I'd like to have you help me spar with the boxing gloves.",clothing
Epigmenio J. Rosales,[01:13:57:03],01;14;30;14,"And I said, oh, sure, I will. And then I got acquainted with him and. And that's how come I got acquainted with her and her older brother, too.",family
Epigmenio J. Rosales,[01:14:07:17],01;14;31;27,And my sister.,family
Epigmenio J. Rosales,[01:14:09:00],01;14;38;12,"And. Oh, yeah, he's a well, her sister. She was after me.",family
Angela Luckey,[01:14:24:00],01;14;49;05,"And,",
Epigmenio J. Rosales,[01:14:26:08],01;15;22;15,"She listened and. But, I never, I never, you know, I, I respect that the family here know. And, So I happen to be the one who was going to fight in a rotary. So I helped him spar around with him and human. I got to be real good. But.",family
Epigmenio J. Rosales,[01:14:59:18],01;15;57;20,"So, the family, you know, got no, no, no fight her dad and, and, your brother John won't do it, did he? Yeah. And Pete, then they picked up on, for another family over there. You know, Ellery for. But, her father and these other. They picked him up. So. Because he liked to watch the boys fight, so he they picked him up and we went to rotary.",family
Epigmenio J. Rosales,[01:15:38:00],01;16;26;18,"When he was getting away, they were away, and away in the room, you know, downstairs, the basement. They had the doctor there, checking your blood pressure, pressure. See if he was all right to fight. like, And then away and see what they weighed and all that. So they got him there.",health
Epigmenio J. Rosales,[01:16:03:20],01;16;46;21,"And then they. And they asked him, do you think their boy, your friend here. Good one, a box. You know. Oh, we're not that we're not going to be on that on that card, you know. He says, oh I think he will. You already knew and think about it. Know I didn't know what was going on over there.",
Epigmenio J. Rosales,[01:16:23:23],01;17;10;29,"And then he said, hey, would you like to box, take somebody else place? He says, why? Yeah, you bet. Oh, I sure, yeah. They told me the guy was going to fight you. His car broke down the road. Son was in Blackwood or somewhere, and you won't be able to make make it for the fight. So he called up over there.",
Epigmenio J. Rosales,[01:16:48:01],01;17;23;23,"So that's how come they got me to fight that night? So they checked my blood and everything, what I weighed, 135 pounds. Was you there?  Yeah, I was not down there.",
Epigmenio J. Rosales,[01:17:02:08],01;17;27;04,You know you didn't go to watch the fights.,
Epigmenio J. Rosales,[01:17:05:24],01;17;33;16,Oh okay. Anyway.,
Epigmenio J. Rosales,[01:17:10:18],01;17;43;04,They they got me I was one of the first ones to fight in the ring.,
Epigmenio J. Rosales,[01:17:22:13],01;18;14;09,"And when I was around my corner sitting down. I was sitting down, you know, ready to fight the other guy. The other guy was in the other corner. No, it's on the other corner. Some drunk guy got up on the platform, and he yelled out loud, you know, knock that Mexican greaser out of here and send him back to where he come from.",mexico
Epigmenio J. Rosales,[01:17:51:10],01;18;48;14,"You come and I just listen to him. And then the referee, he went over closer to him, oh, yes, knocked him out of the platform way down the floor. Everything was quiet after that. You didn't say no more. Anyway, you. So I didn't have no boxing shoes on. No, I was in no. And no shorts that more, you know, to fit me right now shoes were a little bit larger, so I was not going to fight that much.",clothing
Epigmenio J. Rosales,[01:18:25:17],01;19;13;23,"But anyway, I done pretty good anyway. I had to, the shorts that I was wearing, I had a little too big, I had to pin them down with something to pull them up. After the fight, I think I got $10 for the fight. You know, they paid us off, you know.",
Angela Luckey,[01:18:50:25],01;19;15;25,And you weren't?,
Epigmenio J. Rosales,[01:18:52:27],01;19;46;08,"No, I don't know, he beat me, but, you know, just a decision. But I wasn't expecting to fight because I wasn't that I was not, I'm not used to working people. A lot of women around the ring and on. People are always going for their favorite fighter, you know? So I was kind of a little charmed to be there, with a, George shorty.",
Epigmenio J. Rosales,[01:19:23:11],01;20;07;00,"Anyway, he beat me, but not, you know, just a decision. And my brother, I think he he became my brother. But when he came to fight, you know, when his turn came to fight up to the ...",family
Angela Luckey,[01:19:44:03],01;20;07;26,It was popular.,
Epigmenio J. Rosales,[01:19:44:29],01;20;17;09,"Yeah. He was partners like that, you know, they were popular there. So anyway, he'd done pretty good.",
Angela Luckey,[01:19:54:11],01;20;19;24,For most of the boxers. Mexican guys.,mexico
Epigmenio J. Rosales,[01:19:56:27],01;20;31;08,"No single division rancheros does have a strong general because we like to fight some of those for sure. Some guys from the city to they like to fight, you know.",
Angela Luckey,[01:20:08:10],01;20;32;11,Did you wear gloves and.,clothing
Epigmenio J. Rosales,[01:20:09:13],01;20;58;14,"Oh yeah. And we had to have a gloves. You, they put tape put on your, around your knuckles and then the boxing gloves on. And we got paid. I got my share. What I think they gave me. And then I went to the store and, and bought her a box of chocolates.",clothing
Epigmenio J. Rosales,[01:20:39:23],01;21;35;28,"Anyway, I gave her a box of chocolates because I was just getting acquainted with her, and I wanted to get to know her better. So. So I bought her a box of chocolates and gave it to her there in front of her dad. Yeah, it was for her anyway, and then later, Oh, I don't know. How you butter her to go to the movies?",food and drink
Epigmenio J. Rosales,[01:21:13:01],01;22;01;10,"And her brother, her older brother went along. You tagalong to watch? Oh, I don't use a you had to tag along. So. Anyway, we were watching a her and I were separate from him. He was separated himself somewhere else and we were together watching the movie. Should know what? Really. And I really liked the movie. There you go.",family;art
Epigmenio J. Rosales,[01:21:38:12],01;22;33;01,"Anyway, we start falling in love with each other here. Put my arm around her, and then, Well, we went home, know that? And I say, I told her, hey, I think you. I think you and I belong to each other, don't we? And she's. Yeah. And of course, her brother, she had told me before, those. We sure like to have you to be a member of the family, cause they they had already.",family
Epigmenio J. Rosales,[01:22:10:04],01;22;48;05,"Yeah. And, I said, well, gosh, that sounds good. So then I asked her, do, why don't we just get married at, we we were in the movies, you know? So next day we got married.",
Angela Luckey,[01:22:25:08],01;22;49;17,Just like that.,
Epigmenio J. Rosales,[01:22:26:19],01;22;56;09,Just one day. And we got married next day.,
Epigmenio J. Rosales,[01:22:33:11],01;22;59;11,...,
Epigmenio J. Rosales,[01:22:36:14],01;23;08;25,"Yeah. Like today, we we got married after that movie.",art
Epigmenio J. Rosales,[01:22:49:06],01;23;14;03,"We got married, and,",
Angela Luckey,[01:22:51:06],01;23;16;17,"Well, you didn't. Did you get married in the church?",religion
Epigmenio J. Rosales,[01:22:53:21],01;23;18;08,"No, no, no, this.",
Epigmenio J. Rosales,[01:22:57:12],01;23;25;16,Movie came right? Just right for us to propose that.,art
Angela Luckey,[01:23:02:18],01;23;27;19,"Movie, was it?",art
Epigmenio J. Rosales,[01:23:04:21],01;23;31;19,"Oh, no. I know I've heard of them before, but I never got acquainted with her.",
Angela Luckey,[01:23:08:21],01;23;33;26,"Yeah, but what movie was it?",art
Epigmenio J. Rosales,[01:23:10:28],01;23;34;10,You know what?,
Angela Luckey,[01:23:11:17],01;23;35;18,What movie went well?,art
Epigmenio J. Rosales,[01:23:12:18],01;23;50;02,"It was nice, a nice movie, you know, anything I remember? I don't think I would, and I was too good because I was hurting my arm around, I was paying more attention to her than the movie. I guess.",art
Angela Luckey,[01:23:27:04],01;23;52;28,"So you just went, like, to the judge or some justice.",
Epigmenio J. Rosales,[01:23:30:01],01;23;57;10,"The next day we went,",
Epigmenio J. Rosales,[01:23:34:12],01;24;07;06,To Idaho Falls and got married. But the judge. And that was it. And I'm still married. We're still married.,idaho
Angela Luckey,[01:23:44:08],01;24;08;12,For a year now.,
Epigmenio J. Rosales,[01:23:46:10],01;24;14;15,"56, 56 years.",
Epigmenio J. Rosales,[01:23:51:17],01;24;16;00,Must've been a good movie.,art
Epigmenio J. Rosales,[01:23:53:02],01;24;44;01,"It must have been a good movie. You're right. Because there's. We're still together. Then after that, I wish they were going to California, where they're, And, I used to box. After that, I got acquainted with some more promoters around small town promoters. You. They put boxing matches on, and they. I was looking for somebody to wash the boat.",art
Epigmenio J. Rosales,[01:24:21:01],01;25;01;03,"They don't always want the same guy in boxing with the shovel. They'll want something different. And then I stuck it around like that. For the papers, you know, like that. So. Went to California.",agriculture
Angela Luckey,[01:24:38:06],01;25;05;12,Did Mary go with you? Did Mary go?,
Epigmenio J. Rosales,[01:24:42:14],01;25;12;23,"Yeah. We got a point. Yeah. Oh, yeah. We had Johnny, Patsy, Nellis.. And I knows.",
