speaker,timestamp,words,tags,terms
Dave Hickman or Tom Platt or Kenneth Platt,00:41:56,"Well, when you got beyond the point where you had transportation and could sell grain and stuff like that for cash, well it was the same as it is today as far as I know. And of course the big packing companies were not long in establishing packing houses at Spokane, Seattle, and ..., Frye.",lcoh places,spokane
Dave Hickman or Tom Platt or Kenneth Platt,00:42:22,"You can remember Tom Mowen when they had hay warehouse there at Genesee. Sure, I remember going there. They had apple packing house there. They had, one time, I don't remember it necessarily, but they must have had prune dryers because there were prune orchards scattered all over that area.",agriculture;lcoh places;manual_labor,hay;genesee;warehouse
Dave Hickman or Tom Platt or Kenneth Platt,00:42:46,Did the Genesee slaughterhouse slaughter for out shipments or just local? That was still operating?,lcoh places,genesee
Dave Hickman or Tom Platt or Kenneth Platt,00:42:56,"Yeah, in my time, old ... and Raiders and so forth, they were just doing their own butchering or butchering for people, local people. I don't know that they were butchering for anybody out of town at all.",,
Sam Schrager,00:43:15,"Well I was thinking more about the time back before 1900 even, I mean those really early years when you were saying there wasn't much to market. I would imagine that there would be a lot of difficulty for...",,
Dave Hickman or Tom Platt or Kenneth Platt,00:43:34,"Well Tom mentioned driving pigs now. I can't imagine driving pigs, but this was one of Millard's dad's stories that he used to tell how they used to raise pigs out here in this Lenville country where they lived, the Armstrongs. And then when they got them ready for market, they'd drive them to Colfax, cross country. Well I can't imagine driving pigs, but that's...",,
Dave Hickman or Tom Platt or Kenneth Platt,00:44:04,"It don't seem possible, but I guess they did it. I know my dad mentioned the first time he saw old birds, they were coming over to the prairie with a drive of pigs I think.",,
Sam Schrager,00:44:27,What was it like getting down to Lewiston from Genesee in the early days? What was it like to get down? Was that grade pretty tough?,lcoh places,genesee;lewiston
Dave Hickman or Tom Platt or Kenneth Platt,00:44:40,"Well the grades had been improved time after time, but the old Central grade, and there was a grade that came up through by Archibald's, came off that Central grade. And then the old Union town grade was...they've been there for, well I guess ever since they've been people up on these hills because they... Just here a while back they made this Collins place, a historical site, the house and the granary, and that was right on the old stage road. And then of course there was another stage road that came out of Lewiston and came up through Genesee when Genesee was down at the old town. And went right on through past the fort and came up through Moscow and Farmington, I believe Farmington was the end of the route. And then they turned around there and went on back.",lcoh places;manual_labor;music_and_theater,collins;genesee;lewiston;moscow;union;stage
Sam Schrager,00:45:41,"If you were trading, would you be more likely to trade Lewiston or Moscow in Genesee?",lcoh places,genesee;lewiston;moscow
Dave Hickman or Tom Platt or Kenneth Platt,00:45:51,Well I don't know. I would suspect that at that time you'd have to stay in Genesee because I think they had the transportation and the goods and the stores.,lcoh places,genesee
Sam Schrager,00:46:01,"So I realized, I was thinking of the bigger, if you had to go to a big town, which was a town that Genesee felt would feel closer to as far as that sort of purchasing.",lcoh places,genesee
Dave Hickman or Tom Platt or Kenneth Platt,00:46:16,"Gee, I don't know.",,
Dave Hickman or Tom Platt or Kenneth Platt,00:46:17,"I would imagine Lewiston, because Lewiston in those days was what they called a seaport. They were bringing boats in there in the early days. In fact they tell the story that when they were building later, building that railroad up the river, the Orofino up in there, that one railroad ran a boat with a high mast up through there and made it put in draw bridges all the way to Kooskia. While the other railroad was building in there. So that whole area is draw bridges. But they knocked the bottom out of the boat every time they went up and back. That didn't matter. I don't know, like Tom says, they were pretty well self-supporting, but I've heard them old timers tell, and Mildred's dad was one of them, about going to Palouse to get their flower ground, because there was a flower mill at Palouse. Of course I imagine there was a flower mill in, oh maybe in Colfax or maybe Lewiston and some of these other towns all this time too.",lcoh places;transportation,kooskia;lewiston;orofino;railroad
Sam Schrager,00:47:32,So they'd have to go that far to...,,
Dave Hickman or Tom Platt or Kenneth Platt,00:47:35,"They'd go over one day and get their wheat ground and then lay over a day and then bring it home the next day. Or just trade it for wheat, I don't know which they would do.",agriculture,wheat
Sam Schrager,00:47:49,"That's pretty interesting because I know that of course people in the northern end of the county went to Palouse, but I had no idea that its draw was so big, taking people from all the way down to Genesee.",lcoh places,genesee
Sam Schrager,00:48:04,Did you guys know your grandfather Flat? Was he still alive? What do you remember about him?,family,grandfather
Dave Hickman or Tom Platt or Kenneth Platt,00:48:15,"I even remember great grandfather Harris, but mostly what I can remember about him is the old corn cake that he used to smoke in that pipe of his.",family;food_and_drink,grandfather;cake
Dave Hickman or Tom Platt or Kenneth Platt,00:48:26,I remember him better than grandfather Plath. He was in that little house back in the church there when I lived with grandmother in the school there. I mean we used to go over there quite a bit.,education;family;religion,school;grandfather;grandmother;church
Dave Hickman or Tom Platt or Kenneth Platt,00:48:43,"He came over. Well, grandpa Plath apparently was quite a public minded citizen because he was mixed up in quite a few things to help him promote the community. But this great grandfather we talk about Harris, he was an old minister, Methodist minister and retired at the time Tom and I knew him. He married my dad and mother in 98 and then was retired of course when I knew him. But he used to come down every Sunday or almost every Sunday and have dinner with us down at the house and sit on the back porch and watch the ball game and smoke his corn cob pipe and give the folks the fits for playing ball on Sunday. But he didn't miss a day anyway to come down.",family;leisure;religion,grandfather;mother;game;minister
Sam Schrager,00:49:54,He'd been in Genesee then as a minister in the real early days?,lcoh places;religion,genesee;minister
Dave Hickman or Tom Platt or Kenneth Platt,00:49:59,"He was a minister at Leland when he married dad and mother. He came from England. But no, I don't know that he ever was a minister in Genesee.",british;family;lcoh places;religion,england;mother;genesee;leland;minister
Dave Hickman or Tom Platt or Kenneth Platt,00:50:17,Well he didn't come even until after grandfather and grandma were settled there.,family,grandfather
Dave Hickman or Tom Platt or Kenneth Platt,00:50:21,"No, that's right. He wasn't one of the real early ones. He came later anyway.",,
Sam Schrager,00:50:33,What do you remember about the farm when you were a kid growing up there? Did your father have much going by then? Pretty big operation?,family,father
Dave Hickman or Tom Platt or Kenneth Platt,00:50:50,"Well pretty sizable, yes. In most parts I remember about it in work. No, he had one big ranch.",agriculture,ranch
Dave Hickman or Tom Platt or Kenneth Platt,00:51:08,"They farmed that ranch there in town, 170 acres or so. Then they rented a little more around there. Then they had 700 acres out on that fallout place plus the canyon, which was another 700 acres or so. That all was farmed with horses. Besides Tom's folks there, or Tom and Kenny's folks both, had at least 200 head of purebred Herefords that were kept there on the place in town. Well I say they were kept there. They were later when they got the fallout place while they were running the canyons too, some of them.",agriculture;lcoh flora & fauna,ranch;herefords
Sam Schrager,00:51:58,Do you know about when they started bringing in the purebred stock?,,
Dave Hickman or Tom Platt or Kenneth Platt,00:52:10,I would think it was the spring of 1915.,,
Dave Hickman or Tom Platt or Kenneth Platt,00:52:18,1915?,,
Dave Hickman or Tom Platt or Kenneth Platt,00:52:19,14th of November. It could be. It was just before the start of the war I imagine.,conflict,war
Dave Hickman or Tom Platt or Kenneth Platt,00:52:28,I suspect that he brought the first full Hereford cattle to Idaho. I don't know of any others.,agriculture,cattle
Sam Schrager,00:52:39,What do you know about how he brought them in? Where he got them from and how he got them?,,
Dave Hickman or Tom Platt or Kenneth Platt,00:52:45,"He got them in Iowa, Iowa and Nebraska. He just went back there and picked out what he wanted and bought them. I guess I should have put it another way. He picked out what he could afford and shipped them out here.",,
Dave Hickman or Tom Platt or Kenneth Platt,00:53:00,"And later some of them came from Kansas City when they went to that, took a bunch of stock back to that show back there and came back with a bigger carload than they took back in the first place.",,
Dave Hickman or Tom Platt or Kenneth Platt,00:53:15,"Well, he went back that other time and was getting so many calls for bulls he couldn't begin to supply it and they went back there and bought a carload of young bulls shipped out here and brought Archie Kane along with them.",,
Sam Schrager,00:53:29,Archie Kane was a?,,
Dave Hickman or Tom Platt or Kenneth Platt,00:53:30,A herdsman. He was a herdsman for some time.,,
Dave Hickman or Tom Platt or Kenneth Platt,00:53:34,See by that time they were putting out a show herd and they didn't do good herdsmen.,lcoh flora & fauna,herd
Sam Schrager,00:53:40,Do you know what made your father decide to go from his earlier operation into purebred?,family,father
Dave Hickman or Tom Platt or Kenneth Platt,00:53:50,"No, I don't really. Maybe he just wanted into it. It probably seemed like a good investment at the time. I guess probably it was. Things broke along.",economic,investment
Dave Hickman or Tom Platt or Kenneth Platt,00:54:09,"Well they always told me, both John and Bill, two brothers, that they owed about $125 ,000 to Outfit that was investing in livestock. You know, it was a livestock organization that loaned money and they had offered to pay it up time and again but this Outfit was never interested in being paid up. It was just a good investment for them to leave it there and take the interest on it. Well then when things began to get tough and they really got out to the place where the boys were getting pinched a bit, then this Outfit stepped in and said, well we have to have our money. And when they did, well that was practically the end of it. I can remember purebred Herefords being sold for $32 a head right at the end of the depression or right at the start of the depression. Of course they certainly couldn't come out on anything like that. But...",agriculture;clothing;economic;lcoh flora & fauna,livestock;outfit;investment;herefords
Sam Schrager,00:55:34,"Well from the beginning of the purebred operation, about how many did he start with, you know?",,
Sam Schrager,00:55:42,About what size it was.,,
Dave Hickman or Tom Platt or Kenneth Platt,00:55:52,Do you remember how many stanchions there was on each side of the whole barn there?,,
Dave Hickman or Tom Platt or Kenneth Platt,00:55:58,"No, I don't. I would suppose 20 on each side probably.",,
Dave Hickman or Tom Platt or Kenneth Platt,00:56:04,Was there that many?,,
Dave Hickman or Tom Platt or Kenneth Platt,00:56:07,"I know the winter of 17. After I got out of the hospital with Typhoid, they went up there and helped feed them and they put the cows all in. I can remember there was 12 in that old barn that's where the new horse barn was. And we put the rest of them in the stanchions on the two sides of the old barn and we had everything covered. That was the extent of the cow herd.",health;lcoh flora & fauna,hospital;herd;horse
Dave Hickman or Tom Platt or Kenneth Platt,00:56:38,"45, 50 head at the most.",,
Dave Hickman or Tom Platt or Kenneth Platt,00:56:41,So I would say that he brought a car load and those were cattle that you tied up in the car. So probably he started with around 25 head of cows and heifers.,agriculture,cattle
Dave Hickman or Tom Platt or Kenneth Platt,00:56:59,"But one winter there when we worked at the...dad and I hauled straw, and that's practically the only thing we did that winter, was break the trail out of there to haul straw with four horses for bedding. And I'm sure that at that time they had about 200 head of purebreds. So that kept building up anyway, where they had quite a few head.",,
Sam Schrager,00:57:27,Do you remember how many years later that would have been?,,
Dave Hickman or Tom Platt or Kenneth Platt,00:57:32,"Well, that wouldn't have been...",,
Dave Hickman or Tom Platt or Kenneth Platt,00:57:39,It was early 20s?,,
Dave Hickman or Tom Platt or Kenneth Platt,00:57:41,"Well, I wasn't even going to say it was that far along. Maybe it was 19, but in 1921 or 22, dad was farming the fallow place. He was out there. So it was before that time. So it might have been just about in 1920.",agriculture,farming
Sam Schrager,00:58:05,Did he find much demand for the stock once he started getting going with it?,,
Dave Hickman or Tom Platt or Kenneth Platt,00:58:10,"Well, while it's a thing that goes up and down, when cattle are high, there is a big demand for good bulls because people are stocking up for cattle. When they go down and people begin to sell off, then your market begins to drop on them too. So it's an up and down roller coaster sort of a thing, really. I don't know how you get away from that. It seems to just go through all the stock.",agriculture,cattle
Sam Schrager,00:58:44,"Do you think that his bringing in the purebreds had a much better effect on the stock growing in the area? I mean, do you think people started getting a lot more interested in this type of real good breed of animal?",,
Dave Hickman or Tom Platt or Kenneth Platt,00:59:03,"Well, the stockman, if he's any good, is always looking to better himself. He knows that when he betters his cattle, he betters himself. So yes, I think that he could be looking to improve.",agriculture,cattle
Sam Schrager,00:59:26,This would be like when you said the demand for bulls. That would be that kind of thing. Sure.,,
Dave Hickman or Tom Platt or Kenneth Platt,00:59:35,"Of course, you have to remember, too, that these two fellows had, oh, what, 1100 head of range stock on Salmon River. They took some bulls for that to keep that outfit going. They owned that much, you see, besides a couple bands of sheep.",clothing;food_and_drink,outfit;salmon
Dave Hickman or Tom Platt or Kenneth Platt,00:59:56,"Actually, the demand for purebred bulls was not in the Genesee community. It was in the outlying range areas where range cattle were produced. As far as I know, my father and uncle were the only purebred preferred producers in the Genesee area. And they didn't sell many to other farmers and so on in that area. Their sales were farther away.",agriculture;family;lcoh places,cattle;father;uncle;genesee
Dave Hickman or Tom Platt or Kenneth Platt,01:00:29,"A few out on the breaks, people that had pasture, like Clearwater Ranch, the Swingys, and some of those people that had a lot of canyon pasture out there, gave them a lot more.",agriculture,pasture;ranch
Dave Hickman or Tom Platt or Kenneth Platt,01:00:45,"I think you could say that the whole development of Genesee related to other areas pretty much throughout its history. When our grandparents came there, as Dave has said, the land was already taken up. They had to buy land. They couldn't homestead. And when my father got old enough to start doing stuff on his own, there was not an opportunity to go into farming in the Genesee area without buying land or renting. So our grandfather sent him off to San Bernardino to start a ranch business. And there was, for many years, a kind of a neutral benefit relationship between production of purebred breeding stock in Genesee and the use of that stock on the range areas. And because this was before the time of bottom of the Oats, there was quite a bit of refinement in the use of horses. As Dave mentioned, his dad ran a livery stable, but he didn't do freight hauling. Well, in town, the local hauling was done by people in the drain business.",agriculture;family;lcoh places,farming;homestead;ranch;father;grandfather;genesee
Dave Hickman or Tom Platt or Kenneth Platt,01:02:19,This was a drain.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:02:21,It was going farther. It was freeing.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:02:28,"So there was really specialization. Oh yeah. In those days, every grocery store made deliveries around town. They would have their own cart or their own rig, or else they rented it from a drain outlet to do their delivering for them. And this was a big business to haul everything around to the people that they bought. Maybe just a little bit of groceries, but then whatever it was, you had to haul it. You had to deliver it in those days.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:03:04,"Now even in our time, a couple of families made a living on that, right in Genesee. Oh yes. They'd been up and then...",lcoh places,genesee
Dave Hickman or Tom Platt or Kenneth Platt,01:03:13,Gilts.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:03:15,There was some Gilts. They had two drain lines.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:03:22,"Well, everybody didn't have a pickup truck. Everybody didn't have a one-tonner or anything of the kind. So if they wanted coal or anything else, somebody had to haul it to them.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:03:35,It's a plain fact that they couldn't get enough pieces of wool. There were some 24 wools in there. There were registered wools and all that. But there just wasn't enough good ones around. They wanted better ones and they couldn't get them.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:03:49,"To go back a little farther than your questioning went, Sam, our grandfather and father went to a purebred Hereford bull sale in Hamilton, I think it was.",family,father;grandfather
Dave Hickman or Tom Platt or Kenneth Platt,01:04:07,The Grand.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:04:08,Was it the Grand?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:04:09,It was in...,,
Dave Hickman or Tom Platt or Kenneth Platt,01:04:11,that was in 96 or something.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:04:14,I believe that's right.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:04:15,"And they bought, I think, three bulls and put them in the ranger's diameter. And to begin with, they were the laughing stock of the ranger's community. They were much smaller, looked smaller than the big, long-legged cattle. But at the end of the second year, when they began to have the saleable steers from those bulls, they found out that they weighed a great deal more than the other cattle a year older. And this kind of triggered a demand for Herefords. They introduced the Herefords into the ranger's cattle industry in the summer of the 19th century.",agriculture;lcoh flora & fauna,cattle;herefords
Dave Hickman or Tom Platt or Kenneth Platt,01:05:03,And this germinated the demand for them.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:05:09,"So this was one of the many factors that kind of worked together to get my dad and his brother into the purebred cattle business 20 years later. 15 years, I guess. They were known as having introduced these bulls. They had the reputation of having the best ranger's cattle in the area where they operated. It was a chore to get enough good bulls. So it was a logical complement to their range of stuff. They started producing some purebred cattle of their own, to supply part of their own demand, all of their own demand, prior to other people's demand. And it made a logical combination of enterprises. They had this family farm, Gunnery, that they had to take over responsibility for operating because our grandfather had died in 1912. And I guess they rented the place out for a few years.",agriculture;family,cattle;brother;grandfather
Dave Hickman or Tom Platt or Kenneth Platt,01:06:12,And didn't Kraut rent and farm the place for a while?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:06:14,"I don't think Kraut ever did, but he farmed it.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:06:20,Stuckert had it for a year or two. And Post had it for a couple of years.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:06:26,I don't know if there was anybody else.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:06:27,Do you know of anybody else named?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:06:29,"Well, if they got back onto it in 1915, that would be about the limit. Unless someone read it and used it while Grandpa was still alive. No.",,
Sam Schrager,01:06:42,"Do you remember much about, know much about how the Salmon River operation was set up? What kind of an area they had and the seasonal work situation down there?",food_and_drink,salmon
Dave Hickman or Tom Platt or Kenneth Platt,01:07:03,"Well, I don't remember that very well.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:07:09,"Well, it was a typical range. Cattle out, but as far as this area is concerned, it's rough country. Very rough. Cheek grass, bunch grass. Not very much brush. So, pretty well watered. It's summered on the mountain. Be the same as if you come up from Lewis and it's summered here and meadows up here. Same thing. We had meadows there and timbers summered there. Raised enough hay on the river to winter the cattle by irrigating it. And of course it was grass-beaked. They didn't feed them, I think, at that time. They were usually sold to buyers from old, some of the packers in Spokane or Seattle or somewhere like that. Stanton and Frye or Swift.",agriculture;lcoh places,cattle;hay;spokane
Dave Hickman or Tom Platt or Kenneth Platt,01:08:15,"The cattle were ordinarily sold right on the range, weren't they, to buyers who came from the North hidden part of the country?",agriculture,cattle
Dave Hickman or Tom Platt or Kenneth Platt,01:08:19,Quite often. Quite often.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:08:21,"But those buyers, like John Bearer, for instance, he represented that Spokane opera. He was buying with their checkbook.",lcoh places,spokane
Sam Schrager,01:08:37,Where on the Salmon River was the operation? Do you know where Winchester is?,food_and_drink;lcoh places,salmon;winchester
Dave Hickman or Tom Platt or Kenneth Platt,01:08:44,It's been in Winchester for about 20 miles straight south. Just due south.,lcoh places,winchester
Dave Hickman or Tom Platt or Kenneth Platt,01:08:57,"In general, it was on both sides of the river from there to the north of the river.",,
Sam Schrager,01:09:09,That area was heavily used by number of ranchers in those days?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:09:16,"Yeah, there were lots of homesteaders in there.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:09:19,"They were very late surveying that. They were either around 1909 or 1910 that they were surveyed out. And afterwards, after it became surveyed, the homesteaders just locked in there and took it all.",,
Sam Schrager,01:09:37,Was your father's place purchased or was it homestead?,agriculture;family,homestead;father
Dave Hickman or Tom Platt or Kenneth Platt,01:09:42,It was his homestead.,agriculture,homestead
Dave Hickman or Tom Platt or Kenneth Platt,01:09:48,"Well, there was... Well, he... Go ahead. No, you go. Well, there was some irrigated land later on this...",,
Dave Hickman or Tom Platt or Kenneth Platt,01:09:54,"on this Deer Creek place, wasn't there?",,
Dave Hickman or Tom Platt or Kenneth Platt,01:09:57,"Oh, yes. There was...",,
Dave Hickman or Tom Platt or Kenneth Platt,01:09:59,"I don't know. They used to call it 20 acres. I question the 20. But that's what they called it. And it was very productive. It had never been really cropped, you see. It was virgin land. They put water on alfalfa and that kind of soil and it'll do pretty well. I don't know. He bought Wes's relinquishment on that. But it had never been surveyed at the time. So actually, he's the original entry on it. Couldn't say he bought Wes's relinquishment. It was Wes's spotter's right and Wes bought his from another fellow.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:10:43,So... No one knew where they were... what they were taking up or where it was.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:10:50,"It's not... not... according to the surveys or anything like that. He just had a place there and if he was there and in possession, why nobody bought it, he... At that particular time, there was lots of land. But a few years later, it was gone. But of course, these homesteaders led this such steep country that they had no way on 160 to make a living. They just... Oh, spent the winter and quite part of the spring, they couldn't find a job on the place. They planted the garden and built a house and managed to prove up and then sold it. If they couldn't sell it to one of the stockmen, they mortgaged it to the bank and let the bank take it over.",agriculture;crime,garden;possession
Dave Hickman or Tom Platt or Kenneth Platt,01:11:40,That was it.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:11:44,What about the old Deer Creek Mine there? Was it early days or wasn't it...?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:11:52,Well...,,
Dave Hickman or Tom Platt or Kenneth Platt,01:11:52,"The lower... the Deer Creek Mine was fairly early days. The Horseman Mine on top of the hill, which I...",,
Dave Hickman or Tom Platt or Kenneth Platt,01:12:00,"Yeah, that's the one I was talking about. Well, I thought maybe it was.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:12:04,But that came along just before the First World War.,conflict,war
Dave Hickman or Tom Platt or Kenneth Platt,01:12:09,Oh.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:12:09,"That they started that. But the other one was... The other one was around 1900, on down below, at the fort where they had the big tunnel where they put in the mill down there. I don't know. That was a kind of a... It was kind of a typical Vince Leroy promotion. They did have considerable value in both those places, but it's just not concentrated enough that you can go in there and make it pay off. I don't know. With gold, the price it is now, and copper, maybe those mines could be profitably operated. If somebody wanted to take a chance on how long those prices would stay up.",economic,promotion
Dave Hickman or Tom Platt or Kenneth Platt,01:13:07,"That's funny, thank you.",,
Sam Schrager,01:13:09,Did you work down there much when you were a kid? On the place?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:13:14,"Oh, yes.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:13:14,All the time.,,
Sam Schrager,01:13:15,What kind of work did you do?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:13:16,"Yeah, my dad bought me a saddle horse when I was five years old, and I've been a punching cows ever since. Until I hear four years ago, I had a stroke and I had to sell the ranch. That's a good...",agriculture;lcoh flora & fauna,ranch;horse
Sam Schrager,01:13:30,"He started riding it fine then, eh?",,
Dave Hickman or Tom Platt or Kenneth Platt,01:13:32,Mm-hmm.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:13:35,"I don't know how old he was when he used to ride at these rodeos, and thought he was making pretty good money getting five dollars a head for riding ponies out of the chute. Yeah.",,
Sam Schrager,01:13:58,"Well, I'd like to know something that was like that when you were a kid working on the place. What kind of work you did.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:14:08,"Oh, I did about everything. This little hay and fed a few cows with it. I did about everything you do on the saddle horse.",agriculture;lcoh flora & fauna,hay;horse
Sam Schrager,01:14:21,Were you starting to do some pretty man-sized work when you were just a kid then?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:14:28,"Well, I don't know. My dad used to... I used to go up to my dad to the mountain and have to move the cattle out and he'd go off and leave me. It's around the place when I was nine, ten years old. So I guess I was doing what a man does.",agriculture,cattle
Dave Hickman or Tom Platt or Kenneth Platt,01:14:52,"Oh boy. Well, that was pretty good.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:15:02,Tie together. You'd have to put the Salmon River and Genesee operations together.,food_and_drink;lcoh places,salmon;genesee
Sam Schrager,01:15:14,"Well, how did they fit together?",,
Dave Hickman or Tom Platt or Kenneth Platt,01:15:17,Yeah.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:15:18,"Well, after the purebred cattle operation was set up, of course they were a natural complement to the extent that the Genesee ranch produced the herd bulls for the range operation. We never used that Genesee operation to provide feed for the range. Because that was an entirely different type of wintering. They were not entirely truthful there.",agriculture;lcoh flora & fauna;lcoh places,cattle;ranch;herd;genesee
Dave Hickman or Tom Platt or Kenneth Platt,01:15:59,Did they send some grain to gather from there?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:16:02,No.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:16:03,No.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:16:04,But in the beginning the cattle were brought... beef cattle were brought from the Salmon River and fed to Genesee.,agriculture;food_and_drink;lcoh places,cattle;beef;salmon;genesee
Dave Hickman or Tom Platt or Kenneth Platt,01:16:10,"Oh, I didn't know about that.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:16:13,Yeah.,,
Sam Schrager,01:16:17,Just before they were sold?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:16:19,Mm-hmm.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:16:21,They were sold as fed cattle rather than grass. Rather than grass cattle. This is in the beginning now when my grandfather was running the operation and my dad was just a kid to help me.,agriculture;family,cattle;grandfather
Dave Hickman or Tom Platt or Kenneth Platt,01:16:40,"Well, was that some of the use that was made of the hay that Pop used to bale then when he was running the baling outfit?",agriculture;clothing,hay;outfit
Dave Hickman or Tom Platt or Kenneth Platt,01:16:51,"I suspect he didn't bale very much plaid hay. I think he was in that for a few side dollars. That's what I thought. According to the book that I had on his operations there, I don't know whether you got that or whether I still got it down there, but... There's no plaid hay listed as being baled. It's other people around. Mostly out on the breaks on the reservation.",agriculture;clothing;lcoh indigenous,hay;plaid;reservation
Dave Hickman or Tom Platt or Kenneth Platt,01:17:21,"Well, I didn't remember that thing about cattle ever being fed there.",agriculture,cattle
Dave Hickman or Tom Platt or Kenneth Platt,01:17:29,This must have been very early in the operation. In the 90s.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:17:36,"I think it was... I know part of it was when they had the butcher shop. That's something you didn't even know about, I suppose.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:17:45,Yeah.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:17:48,"I can't think of the other Dutchman's name. He ran off with all of it. Oh yeah, Platten Bomberg.",lcoh people,platten bomberg
Dave Hickman or Tom Platt or Kenneth Platt,01:17:58,"Bomberg, yeah.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:18:00,Platten Bomberg owned a butcher shop once. I can still remember Grandma one time getting the books out on that butcher shop operation. You'd be surprised how many people around Genesee who'd Platten Bomberg give a butcher bill that they never did pay.,lcoh people;lcoh places,platten bomberg;genesee
Sam Schrager,01:18:26,Was that...,,
Sam Schrager,01:18:26,that butcher operation was pretty much cutting out the middle man then?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:18:30,"Well, it was, but it went broke anyway.",,
Dave Hickman or Tom Platt or Kenneth Platt,01:18:36,Probably everybody had their own.,,
Dave Hickman or Tom Platt or Kenneth Platt,01:18:43,"Well, talking about Bomberg then, what was the guy's name that drowned down at the Clearwater that was with Eli at that time?",,
Dave Hickman or Tom Platt or Kenneth Platt,01:18:56,"He was the name something like that, but I don't know if that was it. The guy that drowned there at the railroad bridge.",transportation,railroad
Dave Hickman or Tom Platt or Kenneth Platt,01:19:04,"Yeah, I know they used to pour that river there. I remember sitting on Watson's front porch and Eli telling him about that and describing it, but I don't know the name.",,
Sam Schrager,01:19:13,What was it that happened on this guy Brown?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:19:17,"Well, he couldn't swim and they were taking cattle across the river and apparently his horse got in trouble. He didn't get off of him anyway. He was still sitting on him.",agriculture;lcoh flora & fauna,cattle;horse
Dave Hickman or Tom Platt or Kenneth Platt,01:19:30,"Down he went. Apparently the horse just fell down or went into a deep hole or something there, stepped into a hole, some kind of a hole. It was kind of a dangerous ford anyway.",lcoh flora & fauna,horse
Dave Hickman or Tom Platt or Kenneth Platt,01:19:45,"This is... as I got the story, this was a heck of a big man anyway. The horse didn't even come up for a while.",lcoh flora & fauna,horse
Dave Hickman or Tom Platt or Kenneth Platt,01:19:56,"Well, I wanted to finish talking about the operation. You were sort of the middle of saying about how the two tied together, raising the bulls in Genesee.",lcoh places,genesee
Sam Schrager,01:20:11,Is there any more about that?,,
Dave Hickman or Tom Platt or Kenneth Platt,01:20:15,"Well, actually it was so short-lived because of the intervention of the post-World War I depression that there wasn't much of a story to tell. It seemed to me a natural putting together of resources. They had the family farm in Genesee that needed to be used and was a logical place to raise purebred cattle because they needed a different kind of care. Supervised breeding, controlled feeding, used a lot of grain and so on that you didn't apply to a range setup. And then, of course, they still had the range setup and they supplied the bulls and perhaps occasionally they even weeded out cows from the purebred herd and shifted over to that herd to upgrade it. So it made a natural combination of resources. Also, there was the fact that my father and uncle each were fully competent of running either end of this. They didn't need both of them, they needed one, so they kind of divided the forces for that. So it was a natural outgrowth of enterprise. So it was a standard one.",agriculture;conflict;family;lcoh flora & fauna;lcoh places,cattle;war;father;uncle;herd;genesee
Sam Schrager,01:21:52,Was that a pretty wild country when you were growing up there in the Salmon River?,food_and_drink,salmon
