speaker,timestamp,words,preceding_pause_sec
Verna Palmer Hardt,00:49:52,And then she taught the Collins School first year. Well we don't want to forget Uncle Wes. He and Grandfather were always wandering around and going places and doing things. One time they were hunting way out in the mountains. They'd been prospecting around for some more timber to make shakes with and to make rails and posts. Grandfather's ranch and Uncle Wes's ranch were progressing rapidly. But they were camped out there. One evening they decided that we're going to home the next morning. And they didn't have any food to eat only just some dried prunes. And Uncle Wes said well our bank's a fire tonight and put those prunes in the little iron pot. And we'll have prunes for breakfast anyway before we head for home. So we chugged them up real good. Then he rolled up in his buffalo robe. They used the buffalo robe instead of sleeping bags. And they went to sleep. But Uncle Wes wasn't quite as sleepy as Grandfather was and he kind of left his one eye open. He chugged them under his buffalo robe and walked. And here come a kite.,1.16
Verna Palmer Hardt,00:51:18,He come down and he spoke around and all the places even took hold in. The buffalo robe and kite to pull it off of him but it didn't pull so he went around. Finally he went up to the fire which had died down. Now there's just barely a bunch of anchors that were warm. He looked to see why it wasn't smelling good. So he sniffed at it a while and pawed at it. Finally she kind of leaped down in with her nose and rooted around and pulled the lid off. Well that was better yet because she stick her nose down in there and she got a prune. Mmm that was good. She licked her chops and ate two or three of them. Then she covered the pot back up and even raked some sticks and things up over the lid. Mr. Ray raced off into the woods. Uncle Wes watched and pretty soon used to come back. Two little baby tyrants were with her. Oh they were two puppies. And she brought them right up to the kettle and she opened the kettle again and gave each other a prune to eat. Then she covered it all up again and away they went into the woods. But Aunt Tiamo for Wes was so interested that he made still to watch. But it was getting daylight and almost no more.,1.18
Verna Palmer Hardt,00:52:33,"When they got home that trip they told the story of what had happened and asked Grandma for something to eat. Grandma said, oh now Wes. And his wife and the other girls and Emma said, Wes that's just one of your tall tales. Oh no it isn't, said Grandfather. We didn't have much breakfast. I'll tell you that much. We're hungry. Got something for us to eat Ma? Just any old thing will do. And that was the end of that story. Many many years they told that story and laughed about it. How the coyote got Grandpa and Wes his dead breakfast… then there was another story that was interesting. Grandfather Maxwell had just gotten… a little bit of a headache. He was an old gentleman and his wife was at home and he didn't like it one bit but he had to be out there… he wanted to go home off to bed because he heard that the baby was sick. Well it didn't seem to make any difference to anybody else about his baby. So he had to go along anyway. As they went along down the road they were following down after the southern soldiers going on Sherman's big march to the sea. As they went along there were rails along the fence and it was rainy and bad weather. And they,… sherman asked his orderly to go and tell the lady that they would camp there and to promise that he'd only take just the top rail. Each soldier would be obliged to build a campfire so they could cook their supper. All they had with them was hardtack and what they could forage. Sometimes they'd find cornbread, corn pone it was called, and bacon. And they'd slice the bacon and heat the corn pone by their fire and they had their hardtack along with them. Well that was just fine. That night they had a big feed and everybody was so happy around the bonfires. But the next morning when they started off down the road Grandpa looked through the basement. There was only one rail on the ground. The rest of the rails were all gone. But he went to the General Sherman and he said, General, I told the lady we'd only just take the top rail.",1.24
Verna Palmer Hardt,00:54:55,"General looked around and he called to his captain and some of the others and he said, what's the comment on the rest of those rails? Well captain, there's only just this. Every man took the top rail and when they got to the last man there wasn't anything left but the bottom rail. And that was that. Then another time there was a story that was interesting to me. I was real thrilled about it when they told it. Grandpa sat down with me one day. I was only five or six years old but I remember him telling the story so vividly. He was running. It was raining and it was muddy and he was running just as hard as ever he could run. And something was following him. It was retreat. Everybody was either run or get captured by the southern soldiers. Oh no, he was a blue-bellied yank and he had to run. So he ran and he ran and he ran and he got so tired he couldn't go another step. Sat down beside a tree, a great big old oak.",1.16
Verna Palmer Hardt,00:56:02,"And he said, all right, here's my meetings. I'll get it but I can't help it. I can't run another step. So he held his breath and listened. Something came right up to him and he sniffed, sniffed, sniffed. Felt up with his hand and there was two great big ears. It was so dark he couldn't see but he felt around and well, if it wasn't the old army mule, the one that he used to pet and drive once in a while. Well, he got on the mule and they ran through the rain and walked and walked until finally they caught up with the rest of the troops. And then he was kitted about being so slow and, well, what in the world are you so white about and what's the matter anyway? You're all wet and draggled and here you come in riding old gray. Well, I was scared and I thought he was an enemy soldier and he was going to bay at me, baying at me every minute and there he was.",1.06
Verna Palmer Hardt,00:57:02,"Right behind me I could have caught a line and roll but I didn't. Only just this last little wave. And that was the story about the mule. Another time Grandpa told the story about they kept beside a little hill. It was rainy and cold and they all built fires around. This time it was right in the woods so they had lots of wood. And pretty soon the word was passed around, don't get close to that hill, it's turpentine. It's pitched from the trees. This is the turpentine forest to make turpentine out of this stuff. All right, we'll be careful. Everybody had a nice fire and they put a little piece of pitch on their fire to make it burn real good… it was fun that night. They were smooth, moon was smooth, going all the way and the trees were nice and sheltered. Nobody was having anything but a good time. They'd gone over to an old big farmhouse where there was some negroes and the negro mammy had baked them some corn pones for the general. Grandpa had corn pone that night as well as his other things to eat. And they got caught up with the provision wagon and bought some rice. When nobody knew how to cook it they had their little kiddos. And there was one boy,… he said, I'll cook the rice and you eat it. So he started cooking it. But first his little kiddo got too full and he borrowed another and another and another until everybody's kiddo was full of rice. Because rice swells, you know. Well the time he got through everyone in that platoon had rice. It was good but they learned how to cook rice. It only takes a little, you know. And they had used a whole lot.",1.02
Verna Palmer Hardt,00:58:45,"Then the next morning when they went off down the road, marching down toward the sea, Grandpa looked down the side of the road and there was a seeming stream of, can you guess? This hill had gotten on fire some way and all the fish was melting and running down the side of the road in the ditch. And that was a waste but they couldn't help it. Now to get back to this part of the country again… well they had gotten the stages in and the stages were run by Jap and Green Chambers that had come up with Moscow. To Moscow with Grandpa Maxwell. And they had a grand time. They had coyote horses that they'd gotten from the Indians and they run the horses to get, hurry up and get there fast. And then they'd keep them in pastures at different places. At Grizzly Camp for one place and then over at Green's little ranch way back up in the mountains, that's where our cabin is now. And then they'd back and forth with their stage and they enjoyed their freighting and the stage driving. One day,… green told the story.",1.06
Verna Palmer Hardt,00:59:58,"He had a passenger. This time it was a Chinese gentleman. He had a long queue that came clear down to his hips and he wore a long black coat. They skinned him and hung him up behind the cookhouse and they were going to have bear steaks to suffer that night. Well, the gentleman saw that and the cook was cutting off steaks and he was there. He run back, hunted up Jap and he said, or Green, and he said, Get me out of here! Get me out of here! Quick! They're eating human beings! I can't stand that! Get me out of here! I just can't stay here! I don't want to eat human beings! They'll be eating me next! Green laughed and he said, Oh, come on, let's go see. They went on around the, to the cookhouse and looked, took a look and Green said, Oh, it's a bear! And he rolled over and over and over in the grass, tumbling, laughing and laughing until he couldn't stand up. He says, Come on, I'll show you. And he hunted up the bear's head and the bear's skin and the claws and cut off some of the claws for the Chinaman and the Chinaman got acquainted with the wild, wild west. No, they didn't eat men. They ate bear and he liked the bear too. The next day they took him on up to green, the end of the stage line where he found a Chinese coolies that were working the mines up on China Hill. We were up on China Hill several years ago and the diggings are still visible and way back up on top. You can see their little low cabins that they lived in. They're not completely rotted away yet and it's been over 100 years.",1.04
Verna Palmer Hardt,01:01:37,"When they come back, the Chinaman always collected every bit of their gold up every time he came in and he came in every month, regular. And then he'd take the gold back down to San Francisco. One day a story is told about mom's cousin, Bob Nugent. He worked on the stage mines, as you know, and he liked the Chinese whiskey. Those coolies make the best whiskey ever was, he said. And I'm going to get some tonight. It's not a bad night for it at all. Anybody going to help me? No, nobody wanted to go. You can go by yourself. Bob was a heavy drinker and he was a big man. He weighed around 300 pounds and he was over six foot eight tall and had curly red hair. So the legends tells us, of course, mom said he was a big man. He weighed around 300 pounds, all right, and he was taller than most everybody else. And he went up there that night, walked by himself, and they didn't say anything about they didn't hear him come back and they wondered what had happened. The next day they went exploring and found him laying in a ditch beside the road. He had a jug of his coolies whiskey, all right, and he drank all he could and had gotten drunk and laid down and gone to sleep. Well, they took him back down to Green's house, cabin, sobered him up, and he told the story. Those Chinamen, they got a million dollars worth of gold in that little black pot. Believe me now, I'm going to get that little black pot if I can. They got a million dollars in it. Well, Jaff and Green said they don't have it there very long. That Chinamen that comes in every month with a big long queue takes it back to San Francisco.",1.82
Verna Palmer Hardt,01:03:27,"No, Bob said, it's there. I know it's there. Well, nobody believed him. He'd just been dreaming. Maybe he'd seen some gold, all right, but the Chinamen with a long queue had taken it back to San Francisco. Even today, people come in now and then looking for that pot of lost gold of the Chinese. Old Bill Freeberry, our friend and miner of the hoodoos, said he had looked many, many times and other people had always come in looking for that lost gold… funny to look for it. Oh, I think there is, they said. So they went wandering around all over the hills and they wound up clear over the hills and over Gold Hill into Gold Creek,… into the Farmington country, and even wound up over in the Minerva-McCroskey Drive and Park, but they couldn't find that gold, that kettle. Evidently, the Chinamen had hit it too good or else there wasn't any kettle.",1.06
Verna Palmer Hardt,01:04:30,"To go back a few years from that, the folks were getting along real fine in their new homesteads. The orchards were going good and the wheat fields are going nicely and they were just having a lot of real good farmer good times. And all of a sudden, Grandma looked up and there come a rider with a foamy horse that just a-pounding the horse as hard as he could and riding and screaming, Indians, Indians, they're coming, they're going to scalp you. Grandma said, scalp us? Why, the Indians are friendly, what's the matter with you? Well, they're going to, they've got a trouble up there and mulling and around Spokane and Colville and all around up in there and they're going to come down here and scalp us all, we got to run to the fort quick. And he just beat it on as fast as he could go up pounding his horse and he couldn't go faster and faster till the poor horse can hardly go it looked like. Grandma said, well, I don't see what's the use and Grandpa said, well, what in the world? I don't see any sense. Indians are all nice and friendly around here. The only ones we ever see are the Palouse or the Spalding Indians and then the Fall, the others all come and they're just as friendly as can be. I'm not going to run to leave my place. And old lady rolling over toward Camas Meadows or the Paradise Valley said, I'm not going into that fort, you guys all go to the fort if you want to, but I'm going to watch my garden. I don't want the cows and everything to get into my garden and ruin it. I've got a good garden this year. So she stayed out there and watched her garden and all the other people that were afraid went into the fort. And the old lady rolling would take him some milk, some cottage cheese and butter, vegetables from her garden every now and then. And she'd always say, well, what are you so scared about? There aren't any Indians around here. There's no Indian trouble. What's the matter with you anyway? Well, the man rode on to Fort Walla Walla and he'll soon be back with the army. I know he will. Oh, she said, there's no trouble. We had a little skirmish up there in Spokane and a little skirmish over at Steptoe and Colonel Steptoe went on back down to Walla Walla. I don't know what's the matter with you guys. Joseph had his trouble and he's back on the reservation now. So I'm just going to stay right on my place and you can just eat my vegetables this fall if you're going to let yours go to waste.",1.16
Verna Palmer Hardt,01:07:00,"So they finally, after a long time, when they came back, but they were real scared. They weren't going to stay in those homesteads if the Indians were around. But grandma and the old lady rolling, they weren't a bit afraid. Grandma told the story when she was a little girl to me. One day she said, you know, the Indians never hurt anybody. When we were almost out of food and didn't have a thing to eat at all and grandpa was laying in bed with a broken leg, the Indians came down and brought us salmon, a hunch of venison, and they got wood for us and they helped us all they could. Even hunted up our lost cattle and brought them in for us. Now I don't think Indians that do that would ever hurt anybody… well, she said way back a long time ago, back in Indiana, the Indians would come up from the Platte River where they lived in their little sod house and they'd come and bring them fish and things from the river and sometimes a hunch of venison. But she said every time they'd come, my mom and them,… ollie and little baby Eldon would be hiding out in the cornfield because they didn't want to get near the Indians. But grandma Maxwell wasn't a bit afraid and neither was grandpa Maxwell and grandpa Palmer and the rest of them weren't a bit afraid either.",1.38
Verna Palmer Hardt,01:08:31,"We still have friends amongst the Indians. Antoinette Lewis was 16 and she would soon be the princess of the Dakota Indians. She was there in Oregon, her folks were working in the hops and in the beans, picking beans and grandpa and I were picking beans too. We had, he had decided to work at the hop yard for a while, it was easier work and I went on out to the bean patch and Antoinette said, well can I go along with you? I want to pick some beans too. Well I was glad to have her company, she was a pretty girl. I drove the car out to the bean patch and we'd pick beans all day and then when we got tired of picking beans and the rest of the crew would quit, we'd check in our beans and see how much we had and then we'd go on our way home. And on our way home we had to go buy a huge patch of nice blackberries, they called them Oregon blackberries, some were Himalayas and some were just the regular old big blackberries and we would stop and pick some berries. I didn't know very much about picking blackberries but Antoinette said I'll show you. She got a board about 12 inches wide and about as tall as she was and she'd walk up on that board clear up in the top of the bushes and she'd get berries and we had all the black berries we could possibly use and I canned some, made some jam and jelly besides. And then on the way home one day there was a place where there was some nice sweet corn and I went over to the house and asked if I could get some and he said just help yourself, take what you want because it soon be too ripe and I can't sell it anyway. I'll just give you and the Indian girl all you can carry home. So we got big armfuls of corn and took them over and put them under the fence and I said I'd buy the patch of Oregon plums, wild plums. I said well I'm going to see if I can find some wild plums so Antoinette come along with me. We got our pockets full of plums and some in our hands and we went on back and I wasn't going to crawl through that fence or go way back to the gate. I decided I'd just play it a little bit easy. I walked up at the cattle chute where they loaded cattle. I walked up on top of that and I thought well it's only just a little ways down and I'll jump down. I jumped down all right and I lit right on my back. Come to find out it was a good six feet up to the top of that chute where I jumped off. Well I laid there for a little while and Antoinette was real scared. She thought I was hurt but I wasn't very bad. I got over it in a few minutes and drove on home. The next day I didn't feel much like picking beans but we went anyway and we got beans. Then there's another place where we could get blackberries so we explored that up along the river the Willamette River and it was beautiful patch of berries there but they'd gone and scattered mosquito poison all over the thing. Little black powdery stuff that killed the mosquitoes but it was all over the berries.",1.1
Verna Palmer Hardt,01:11:38,Antoinette's mother Mrs. Lewis said well I don't think that'll hurt them we'll pick them anyway. Well I didn't want any of them and we Antoinette and her mother went to work picking the berries and I went on up farther. I was trying to find a place where we could get some milk and I finally found a place and went on in and asked the lady and she was a school teacher. Well she says sure you can get milk here I'll give you some. So every day then after that we went up to her place to get a quart of milk or so. And in her orchard I saw my first fig tree. The leaves were big as big as my two hands put together and the fruit was yellow and oh it had a delightful fresh flavor but they weren't any good picked off the trees they were only good if they landed on the ground first. And you picked them up but when you picked them up you had to be real careful not to get a yellow jacket in them because the yellow jackets would crawl way down inside of them to get the nectar.,1.48
Verna Palmer Hardt,01:12:39,But we ate figs then every day we had our figs and we'd go after our milk and then the lady said out in my pasture there's some good Himalaya berries that's a kind of a blackberry that's as big as your thumb or a little bigger they sometimes grow as much as an inch and a half long and a half inch wide but they're awfully good. So I went on out there and she says watch out for the cattle when they come down because they aren't used to you. Well I watched for the cattle but I never did see any and we got blackberries out there and they're oh they were so good with the cream off of the milk and we just really enjoyed ourselves. And around behind Mrs. Hayner she was the boss of the her husband was the boss of a… hop mill there where they were picking the hops and milling the hops. And around her corner of her house she had a artichoke. These were the kind that grew great big buds and the artichokes were taller than my head and she says in just a week or so there'll be some rice and I'll give you some.,1.14
Verna Palmer Hardt,01:14:07,"I love to hear me tell this story. It was about Uncle Glenn and Uncle Claude. A way back in 1917, they had taken the herd of cattle. Well, my dad and my grandfather both had herds of cattle, and they had taken the herd out in the spring early because they were short of hay and had gone on farther on. First they were in Hatter Creek, and there they had made acquaintances with a sheep man, Cobb, and he had given them a shepherd dog, a cute little puppy named Shep. And he was a regular herd dog, and they had him and we'd go up on top of the hill sometimes and hunt huckleberries. One day we rode the horses way back up on top of the bald knob, and the huckleberries were so thick, and they were low bushes, not more than six or eight inches high, and they were so thick that the horses' hooks were just dripping huckleberry juice. We picked all we could, but we didn't have a need to carry them in. Came on back down, and on the way we saw a lost sheep. The sheep herder had gone weeks before, and this little lamb was left out there all by himself. Well, nothing to do with what we had to get that lamb, so my brother shot him, and then we had to dress him up with nothing but just a pocketknife. But he dressed him up right for him to hide away from the meat, and the meat was so good we took it back to camp and enjoyed it very much. I had been visiting the camp that weekend, and I had to go back home. We went back home, I took some of the mutton back home from mother, and mother didn't like mutton, but she thought it was maybe some wild meat, so she ate it, and oh, it was so good. And when my brother told her it was just a lamb, she said, oh, but it's the best lamb I ever ate. And then we went on over, and they took the cattle on over farther, and put her up to Hog Meadows. You know where Hog Meadows is? Well, you should. And then farther on over, clear over to Elk River and up to the basin. There they pastured the cattle on Sovereign Meadows for a while, and up on the Milwaukee Railroad, and there they were camped. Well, mom and dad and my older brother decided that they'd go up there, and I decided to go along too, but I was taking violin lessons then. I was only ten, and we had to practice a lot in order to keep up with our lessons, so I took my violin along, and my other brother took his horn along, and then we were going to have some music at the camp. The other boys had, Claude had his cello, and Glenn had his cornet or trumpet. So we went on up there, and over the hill and down to where they were, and we camped there. Just before we got into the camp, the motor in the car broke down. Well, dad says, we'll have to go back to Potlatch on the train and see if we can get a new block to put in, because that's what's the matter, and the pistons and everything to go with it. So the next day, dad and my older brother got on the train and went back to Potlatch to see if they could get a new motor. Well, they got the motor, and on the way back, they'd missed the train some way, and all the way from Bovill to Elk River, they had to borrow a hand car and pump all the way up over the Neva Hill through the tunnel and coast down to Elk River, and that's the way they got down there. But then they walked out to the camp and took their horses back and got the motor to put it together. But in the meantime, we'd been there a whole week. For my entertainment, the ranger had a daughter, and she was a little sim, and she thought, oh, it would be so interesting to play with another little girl. Well, his daughter was about 15, and I was only 10, just coming 11. And we went horseback riding, and I used one of my brother's yellow horses, and we rode around all over the place. And one day, we went with Mr. Sotter, the ranger, over to Elk Falls, Elk River Falls. It was the most beautiful falls I had ever seen. One day, I'd like to go back. And while we were there, he caught a patient, we had trout, and he said, well, I'll catch enough so your mother can have a sample of trout, real trout. So he caught a nice big mess of trout and put them in his pack sack. And then when we come home that night, when he gave mother the trout, and he said, your daughter is a very good rider. We'll take her again next time. We were going out with some wire over to another place over on top of Elk Mountain. And she can go along. So I got to go along again. We went by that beautiful falls again, and another lower falls, and up over to the timber to a pretty meadow, and up a high mountain, up way up on top. And they carried the wire on the mules, and the men put the wire up on the trees. The funniest arrangement you ever saw. They put a wire up on the tree and fastened a little circle. And then they put the wire, telephone wire, through that circle. It was easy doing, and they just did it right from their horses. And the pack animals would just keep walking along, and that wire would train out behind them into those circles that they wired up on the tree. Insulators, I think my brother told me there were. And they got up on top of the mountain. That was the end of the trail. Then they had a telephone, and then they could talk clear back down to Elk River and to Bovill and clear over into Potlatch. But the main ranger station then, it was PFI, Potlatch Timber Protective Association. And their main place to call would be down the Clarkia, which was a little ways away from Elk River, down across the hills there somewhere. I don't know where now. But anyway, that's where it went. Gold Creek, I think they said it was, and Saint Maries. And the main ranger station is at Saint Maries even today. But that was way back in 1917. Then one day, Mom said, well, you can go over and stay with Miss Stoddard. Her name was Delva Stoddard, and you can stay with her all day long, because you're getting tired of staying around here, and they're fixing on the motor. And tomorrow, we'll probably be heading back home to Moscow and Viola. So I went over and stayed the day with Delva. She had to go and get garbage for her chickens and a hog that they raised. So we got on the big wagon with a team, went down to the boarding houses in Elk River, and collected bread. Oh, she had barrels of bread. They didn't eat much bread. It seemed like they wasted more than they ate. But they had lots of bread for her chickens and some meat scraps and potato peelings and different things. And she went by the cookhouse, and the cookhouse man gave her a great big box of bread and cookies and different things. And you've got company, so they gave us some donuts and a pie. And we took those on home, and we got home. She fed her chickens. And she said, well, we'll see what we've got in our garden. She picked some peas, and there was carrots and some little tiny potatoes. She had quite a nice little garden there. And then we went in the house, and well, we've got to have something to eat along with us. So we went into the cellar. What a cellar. It was a great big, long cellar, and just lined with glass jars of meat. There was bear meat and elk meat and deer meat and fish and pheasants. And well, I just can't name it. Everything, vegetables and all kinds of things. Mr. Sodder Delva's dad was a great hand to cook and can things. And he had just about everything, and canned wild fruit jelly. I think it was elderberry and huckleberry and all kinds of things like that. And the best thing he had, he opened a can of the berry jelly, thimble berry jelly. And it was so good. And he said, well, we'll have something else. So he opened a can of grouse and the grouse breast. And we had grouse and chickens. And then we had our donuts and our pie. And he got some milk from his cow. And he had it cold in the cellar. And there was cream and butter. I don't know, but I guess maybe I was hungry. And I ate and ate and ate. And I enjoyed that meal so much. Well, he said, we'll send some back to the camp for your mother. So we brought back butter and canned huckleberries and jelly and a can of grouse and a can of deer meat that he had made. And oh, it was good. And of all things, canned peaches. He sent us two cans of peaches. So we had a real feast that night for supper at Mr.",20.12
Verna Palmer Hardt,01:23:19,"Sodder's picnic that he gave us. That night we were playing. And I was practicing my lesson. And I was playing and playing. And the songs we liked then were the songs that were brand new. And I was playing over there, over there. And then I was playing the one about Longboy and some others. Pretty soon we looked up and there was a whole row of section workers. We called them dagos then. But they were all lined up on the crel fence just outside of our tent listening. Well, we played and played until I got so tired I couldn't play anymore. So I put my violin away and the boys played a little while longer. And then we didn't go home until we quit. They really enjoyed it. The next day, they knew we were about ready to go home. So the next day the cook came over and brought a great big huckleberry cobbler for us to eat. And they brought over jars of huckleberries for us to take home. And then the boys got interested. And while they were there, after we had already gone home, they went and brought jars at the store and sugar and canned huckleberries. They brought home six dozen quarts of canned huckleberries with sugar in. Well, now in 1917, sugar was pretty scarce and you didn't get very much. But they got it there from the logging camp. While they were there, the Fourth of July came on and the celebration. There was all kinds of logger activities. And then some people had brought in some race horses. They were going to have horse races. Well, the boys heard about it and Glenn had Patsy. She was a Bell Founder, Hamiltonian mayor and real fast. And she had a colt called Shammy. Well, Shammy was only just a youngster then. He was still nursing his mother and he was just a real up and going colt. Glenn said, Well, I'm going to enter this horse in the race and you riding. I'll keep Shammy back here at the camp. And you know what Patsy will do when you turn her loose. She'll come home. And so you ride Patsy in that race. Well, they entered the race and everybody got all ready to run. And they said, Oh, boy, cowboy can't do anything. He's got two heavier saddle and his horse isn't trained to run anyway. Well, the boys just kept still and they were going to see what they could do. Well, the race came off, the gun went off and Patsy went off too. She went home to that little colt of hers and she went. He just kept going and she got ahead of everybody else and all the other horses. And she left. She didn't stop till she got her back to camp. And then Glenn decided that he'd better take her back. So he led it back with his other horse that he had back to the starting line. And they said, Well, your horse won way ahead of all the others. They had won the race. Well, that only started the trouble. Their horses were way ahead of the other. And there was some jealous people and the boys didn't think anything about it. And Glenn went somewhere that day and Claude was around and didn't seem to make any difference much. And all of a sudden they missed the horses. They were all gone but one old bird. Old bird was a welch pony and a wonderful pony at that. She'd track the other horses anywhere. Well, Glenn got on the horse on bird and he said, Bird, go find the horses. And he rode and rode and it got dark. And he wondered about Claude back there at camp. But Claude was taking care of the chores and doing things and worrying about Glenn. But Glenn kept right on riding and he noticed there was wagon tracks and the horses were right behind the wagon. They were leading those horses away, stealing them in other words. Well, that was a new kind of a horse. Glenn didn't know what to think about it. He had his gun and his saddle and his pony. But he was going to get those horses or else. So he rode on into the night and he come to a fence and he opened the fence and left it open and went on through. Pretty soon he saw a little light in the distance. So he got off his horse and he crawled up, creeped real carefully. He didn't know what to do, but he didn't want to leave Bird. So he put his hand over Bird's nose and got up close and he saw his horses. They were all tied up there. So he cut them all loose and he and Bird and their horses slipped out and went back to camp just as hard as they could go after they got out through. Well, the people never came back to the camp to get those horses. But that wasn't the end of all their troubles they had up there at Elk River. The fire broke out and it burned and burned. Of course, this was the second year they'd been up there. So they were well acquainted with the country and the sheep men were up in there too. But it was good pasture and they were there and the fire came out. The ranger came by and he said, you'd better get your cattle out while you can. That fire is going to be over Neva Pass before you get there. Well, Dad had a bull we called Old Joe. He wore a bell and he led the cattle everywhere. So Glenn said, let's go. They got all packed up and they put their gear in behind the cattle and they followed. Glenn went ahead and led one of the cows and Old Joe followed and they went down the road. They got to the fire. Glenn had to go back to see about things, but Old Joe just shook his head and plowed right on through. Glenn went back to help with the horses and the drag and they went on through and up over Neva Pass and down on the other side. Glenn looked back and said there was the sheep. The sheep man was following right behind one just as close as they could come. And they went out of there. The Old Joe led them through around through the trails and down to the creek, the Ruby Creek. And the cattle stopped and got a little drink and went on through. But Joe was going home. He shook his horns and shook his bell and the other cattle started bawling. And they followed him right on down through. And they came to Bovill and they went right through Bovill. Old Joe went right through the mayor's yard and took the sweet pea fence along on his horns. They didn't even stop down at Hog Meadows. They just kept right on going. Well, the boys finally got ahead of them and rounded them up and they stopped overnight down at the end of Hog Meadows for that night. Then the next day they came on down. They called up dad in the meantime and dad met them and helped them. And they got home in a hurry that time with the cattle. Turned them out on the stubble fields and that was the end of the Elk River episode. They never went back to Elk River again. The next year they took the herd, I think about 90 some head of cattle and some horses, up into what's Big Creek now. They built some fences and they had the horses in there and the cattle. And that was where they finally wound up with the… 1937. The years that Lillian A. Maxwell, our cousin, graduated from high school at Kamiah, she came up and stayed with us for a while. She wanted to go out to the cattle camp where the boys were in the cattle. So I went with her and we went up on the motorcycle that my brother had. He had a sidecar on it and we could ride in the sidecar. So we went up to the cattle camp and they had fixed a shed up there and they had made a kind of a part of a log cabin where they kept their feed and things. And they pitched a tent up for us so that we girls could stay in that pen there. And Glenn had given me his rifle and he said, now look, if you hear anything in the night, don't shoot but wait until you see what it is first because we've got cougars around here. Well, there was a pair of cougars that lived there in the head of the meadow there on Big Creek. And that night, sure enough, they commenced to howl. Way over on the hill you could hear one and then on the other hill you could hear the other. And then you'd hear the coyotes and then the cougar. The next morning my other brother had come in and dad and they said, well, we're going to see if we can't get that cougar. So they took their rifles but they left the 32 with me. I had learned to shoot in the meantime so that I could shoot pretty fair. Now look, she said, if you see that fellow, you shoot him. Well, I feel feeling pretty bad. I had some boiled food that morning for breakfast and my stomach was all upset and I was laying in bed and I said, yes, I would. And my horse Pete was just a paw in a circle all around. She just didn't want to stay there one bit. She was an Arabian pony and well horse mare, I guess you'd better call her because she was about 700 pounds and just a real good saddle horse. But she didn't like it up there in the mountains. She could smell the bear and the cougar. I heard the boys up in the mountains. Pretty soon I heard them shout and I heard some shots. And I crawled out from under the tent to look out over the meadow and I saw a yellow street going across bound, bound, bound. There was the cougar, biggest line. Well, I got scolded when they came back. Why didn't you shoot him? Well, I just didn't. That was all I could say. The next day, Lillian and I went out for the roundup and then she decided she'd go out with the groceries with Glenn on the motorcycle and I stayed in camp. So I went out with my other brother and dad to round up some streets. We went up past the Last Chance Creek and on up to Lost Meadow and Black Meadow. And I said, well, I'm going to go on back to camp and I'll go down this way. If I see any streets, I'll bring them on down. Dad said, all right, we'll look around a little bit more up in here. Glenn ought to be back by the time you get down there. I started down the trail and I just went propping along. I was riding old Betty, a little bay cow pony that was very, very gentle and well, she was trustworthy, dad said. He wouldn't let me ride Pete because she wasn't trustworthy in the mountains. So Pete stayed at camp and went round and round on her picket pen until she wore a trail about a foot deep around that end of that picket line. She was restless and she wanted to get out of there. Dad said, well, you're going to have to take her home when you go home, that's sure, because she just simply won't stay up here. Well, on the way home, I didn't see anything and I didn't hear anything and it was just all easy going. There was beautiful orchids blooming in the grass and along the side of the duff underneath the trees. There was trilliums and white star flowers, lots of orchids and other kind of flowers and I was interested in them. I didn't even see a pheasant or hear a twig drop. We just kept plodding on down until we got home. When we got home, I got Vinnie in and tied Betty up and took the saddle off and looked around. Glenn hadn't got in yet. I was all by myself. I didn't like that too well, but I was there. So I got my rifle and went inside my tent and laid down to rest in the lounge because I was pretty tired. And then pretty soon I heard Dad shouting, here come Dad and my other brother. And they said, well, did you see anything? Not a thing. I said, did you hear anything? Nope, didn't hear anything. Dad said, well, you carry that rifle here after or you're not going to ride up here. Do you know what we saw following you down the trail? Right in your horse tracks? That cougar. He was covering Betty's tracks right along all the way down to within a quarter of a mile of camp. Now you either go home on peat in the morning or you carry the rifle. Well, I was about ready to go home anyway. I just about had enough. I was tired and round up was over with anyway. They'd be driving out the next few days, maybe a week later.",2.82
