speaker,timestamp,endtime,words,tags
Ernest Anderson,00;49;18;22,00;49;46;02,"And he said, What are you thinking of? I says, I'm going to have to try to start driving the car, but it's necessary because my wife is she I'm pretty bad over it. And I says, Martin Right. That you get out a little hard and you go to church on Sundays and the kids start school and and block and everything.",
Ernest Anderson,00;49;46;02,00;50;21;15,"Lender it wintertime we could drive with it came pretty nicely sleigh and he said you to come in and charge in. He said, I'll take it long till the depression won't last forever. And he said, I'll pay all your gas bills. Take of myself. So I did that I think owed him or somewhere around $60 for gas and maybe a couple of times in a battery, probably something like $60.",hardship
Ernest Anderson,00;50;21;15,00;50;51;21,"And last I wound up and maybe I'd paid him in between a little bit. I don't know if I had a dollar, gave it to sold some cream. I bought eight, eight month old cans currently in Jersey Heifers and he want me to take a dozen of them afterwards. Ahead. But he couldn't feed them. He had to have to buy my feed.",conflict
Ernest Anderson,00;50;51;25,00;51;23;13,"I'm not going to do it. I'm going to sell them, cut them down, just take care with what I got, had them. And so I went down and got them. I had plenty of feed and I said down. I said, Well, in a couple of years I'll have some milk drained to go in here and maybe we'll get but 60, $70 a month to buy them.",health
Ernest Anderson,00;51;23;13,00;52;03;27,"Butterfat goes up and Butterfat went up and the cows come in fresh milk. Good. He put in a lot of cream. Then I didn't have very good, good separator. So valves, valves store and mostly we used had the Viking which is made in Sweden. Viking separator are stainless steel and he said I could buy it for $5 and make I think it cost me $60.",clothing;swedish
Ernest Anderson,00;52;04;00,00;52;38;14,"I'm not sure, but I think so about $60. And they were made in Sweden. I took it, took him up on it and I paid him that way and got cream and pouring out. So that was one way. We got another way. We had a lot of pigs. I cook beans, one whole crop went in. Last year. I lived down here and froze and too many grains.",swedish;agriculture
Ernest Anderson,00;52;38;16,00;53;12;27,"I didn't know all of them into the warehouse. He said, Ernie, I can't buy them to feed everyone. I said, You and charge me storage if I take them out. No at all. So I'll. I got me a big cattle. I still have the cattle sitting in a thing like this place to put the fire in lid and I'm using that my garbage, my incinerator out here.",agriculture
Ernest Anderson,00;53;12;27,00;53;45;11,"Now the lid had cut out on a down. Just got to stop both butter on it. Yeah. It's really good deal. And it held about 15 to 20 gallons of water. I'd put so much beans in there and some grain and what we had to get rid of, you know, not so let it spoil. That's the way we did come by.",agriculture
Ernest Anderson,00;53;45;13,00;54;27;10,"You had the best meat in the world, but you didn't got all that milk and beans and grain and everything. There was delicious meat. You could just stick your finger to it, you know? Well, I put them on and five months had a dress on it and 65, 70, 560, £570 from time. These born environment that that's growing fast in it But then I butcher and everything but you want my I butcher I didn't get more about it for $4 for all of the fried.",agriculture;clothing
Ernest Anderson,00;54;27;13,00;54;40;06,Yeah. You can't buy a ham it cost you more for half a ham today than I got out of a whole pig. Say that kind of difference today.,animals
Sam Schrager,00;54;40;09,00;54;41;16,And a heck of a difference.,
Ernest Anderson,00;54;41;16,00;55;05;23,"So I let that one woman in rows. I said young. She just. I sure wish I could get into where I could get something like that. I says you can if you work for it, you can get there. But I said to farmers today, don't have any pigs. I said, It's all gone. It's gone to a hog, raised the cows and all two are gone.",economy
Ernest Anderson,00;55;05;23,00;55;28;08,"And somebody raises cows and this way and that way. And the other thing I said on the farm, we used to have everything we did. We had a creamy right here and dry and nice on there doing good business. But then the Muska place up there ruined it. They bought everybody out, got rid of all the smaller farmers.",
Ernest Anderson,00;55;28;08,00;56;08;16,"Adequate. That's the way they did it here. That big concern should never do that. I tried to fight against it, but what good to do that can't do it alone. We couldn't hold it. We shipped cream for a lab. Spokane. I didn't go to finally quit it entirely. I had after we settled down out of the Depression. It took ten years in my life square and everybody from a time depression to start.",hardship
Ernest Anderson,00;56;08;18,00;56;25;23,"We've got to get a little money that's too long. Makes it rough. All that. And in that time, we lost to one of the of beans, the brain drain. We never stayed.",
Sam Schrager,00;56;25;26,00;56;32;09,Two years the last. And when which years were those.,
Ernest Anderson,00;56;32;12,00;56;53;28,"In the forties, No, the late thirties. And right about that, 1940, 40, 41 was last one, 1441. The last one was years.",
Sam Schrager,00;56;54;00,00;56;57;23,Were you selling your wheat crop every year during the Depression or were you not.,agriculture;hardship
Ernest Anderson,00;56;57;24,00;57;01;21,"Now, I didn't start with nobody did.",
Sam Schrager,00;57;01;23,00;57;04;19,What did you what happened with you started.,
Ernest Anderson,00;57;04;21,00;58;00;10,"I started at home, had a big driveway, one end of the barn, and I went down, cut timber and pulled but underneath and then piled it up. And you know, I never had and I could. You can't, I never had a sack. As you touch with the with my all the sacks I had piled, I couldn't afford to hire anybody and putting a pallet, I got too much against it now and get out just getting that I can't get in enough it that's rough corn so I just put it there, hold it down but put shoes my horses, shirt and shoes and let them on myself all the way around.",agriculture;clothing
Ernest Anderson,00;58;01;15,00;58;27;02,"the grade and the American grade going I try now is a different road. And what we had for we came up so far and then we went around, came up like this that you can see where the outline of the old road is. That was icy at times. Good. I that I enjoyed making two trips a day to town.",
Ernest Anderson,00;58;27;04,00;58;59;26,"I had good horses and that was like sleigh ride in mind to go out and get a cup of coffee and head for home. I would in the morning I'd get back home and loaded for dinner during the cows out and the water, but a mac and again feed him and come home. I could be ready to milk and had the choice time but six has to get separate six but that was the day.",
Ernest Anderson,00;58;59;29,00;59;29;03,"But I get up early in the morning and get things done. I just can't get up. Anytime I'm going to go somewhere, I do something. I did it, but that's often in quite a few doing same kind of. And then you got little more weight and you eat because it took moisture, better diet and later. So then we got to finding out that they were cheating it on the weight.",health
Ernest Anderson,00;59;29;03,01;00;03;04,"So I told Wayne at home I had a scale and I weighed three tacks at a time or four and loaded. And so I said, Well, it seems to me like I'm pretty bad, pretty short today. He to well you me I said your weight short which is thick. So I said, you know, I said I weighed this load.",health
Ernest Anderson,01;00;03;07,01;00;41;20,"I said you've been taking from me all the time. And he didn't know what to say then that ended up for him too, you know, and told about, Hey, got it. Cheat you and your already broke by. You don't learn to stand out for yourself. You might as well lay down, die you know get kind of bad has to get for yourself sometimes I that's one thing I got.",
Sam Schrager,01;00;41;22,01;00;43;00,One place was.,
Ernest Anderson,01;00;43;09,01;00;49;20,I don't need it goes around.,
Sam Schrager,01;00;49;22,01;00;52;28,Did did they change your ways.,
Ernest Anderson,01;00;53;00,01;01;18;08,"Well, as far as I know, I knew from the time I weighed first time. And you can run an awful good dairy. Then from there, one low. It's about all you need to really weigh because the facts or so pretty pretty close to the same amount you went very, very much to the valley of five that on that you can come close.",agriculture
Sam Schrager,01;01;18;10,01;01;20;06,To they get honest after that.,
Ernest Anderson,01;01;20;09,01;01;49;12,"Well I didn't have any problem after that. They knew I was watching as far as I know, but I soon quit the first time it went someplace else. But when the clubs came in, I went. I joined in 1929 and I got good weight there. I don't know why they did that. I wasn't the only one to cut it.",health
Ernest Anderson,01;01;49;14,01;01;54;01,Kind of bad. Nobody else that you want to know.,
Sam Schrager,01;01;54;08,01;02;21;06,I think we should just take a break or stop and press it down. Really hard to get it going. What about the chores that you had to do when in in town? With what? Not having having lost your mother and the extra kind of work that well to do.,economy
Ernest Anderson,01;02;21;07,01;02;52;20,"Our chores was the first thing to get off school. We got a little lunch or something and some fresh bread and or something. Maybe my sister baked. She never got to go to school, you know, After all, she went to see about 14 to get him. Our chores was to carry the water in. We had a dug well.",
Ernest Anderson,01;02;52;22,01;03;24;10,"We had to pump the water in every night carrying the amount of water we needed, but we never had more than a bucket full of it. Then no entertain the tea kettle will free salad. So it all was empty. It and fire go out. 8:00 We went to bed because by Monday morning we had to get up. But Sunday night we he had made bench.",
Ernest Anderson,01;03;24;12,01;04;11;22,"Then there was a duty was up in between the two tubs like this bar on it and there we fast the ringer on we had two renting tubs. Okay And we had what a dasher wash machine. We had to go by hand, dash back and forth and we'd bring the water in in Sunday evening, but all the water we wanted to and the two tabs carried it together and now we filled the boiler on top this door within about three inches of the top, and we had our kindling all cut, went to bed and we had the alarm clock and the overturn.",
Ernest Anderson,01;04;11;22,01;04;42;11,"It was to get out and build a fire to get out. It was between me and my older sister and mostly because my brother was two years younger. But as he got older, he got to belong to that. That was a big job in a way. You know, it's dangerous to. And then at 6:00 we had that thing boiling real hot.",economy
Ernest Anderson,01;04;42;14,01;05;16;02,"Female. We didn't have dad that boiling, but we did but they, they wash clothes in boiling water. And this is something I thought was now I know I'm crazy. You don't go set easier a hot water and then a will in guru water set on your clothes you can't get them. White is all about getting no clothes and no really you know lukewarm water at the best.",
Ernest Anderson,01;05;16;04,01;05;54;24,"But you see, you live and learn and we get it out. We had it out on the line at 8:00 in the morning. We the first ones out. Let's go my sister and take them in. We got dry. They would freeze dry in winter under the porch. Him cold. They'd freeze dry, take long sometimes take him in stiff, throw them on to always had a bath on Saturday afternoon.",health
Ernest Anderson,01;05;54;27,01;06;29;19,"It was a rotation they used. You got it bath once a week and it was the same. We had one set of clothes we wore to school. Then we had to go into an overall and different shirt where wear clean clothes. I mean, we had our clean clothes on. The only had two shirts. So you see that the way we had to alternate and pull it like that.",
Ernest Anderson,01;06;29;22,01;07;12;17,"But dad, when I, I should get kind of shaggy and we go to school in them and you buys a new one, have to go to church, school or go somewhere else where we want to go. That's where you rotated with. We got a new pair of shoes every year that the oldest, the what would the best shoes to go to school in and the new ones we had use for it go in or go to church and we never missed church never once Sunday school all time we always had I was on the honor roll coming Sunday school.",clothing
Ernest Anderson,01;07;12;24,01;07;26;15,It never settling We ever missed it any time the school years seldom because we lived in town clothes we didn't have the problem people in the country had coming in.,
Sam Schrager,01;07;26;21,01;07;31;08,What do you remember from Sunday school? What it was like?,
Ernest Anderson,01;07;31;11,01;08;17;19,"Well, what I can say too much of that. I don't know really how much we learn. I think a lot of times we lived in fear more than anything else. Kids not really understand what they're trying to teach, and they're very strict about a lot of things. Your behavior, for example. And well, for an example, you sit like this, you sit and you look, you're going over there and over here you're looking around all over and you're paying attention.",conflict
Ernest Anderson,01;08;17;22,01;08;58;08,"The teachers, men, some of the were men, mostly men. And I can't remember my first very first years in Sunday school. I really can't. I seem like our life got on it. But everything was memorized, even from time we were small. I know because I every once in a while I'll pop up saying something that we remember a little, and I have some of my Sunday school books and I found one of my brothers and that he got when he started school, Sunday school in 1908.",
Ernest Anderson,01;08;58;10,01;09;40;25,"And that was a book from his teacher for four, being there all the time, you know, And I forgot who gave it to him. But it was a very nice book and I intended to read it, but it was written in English. No, this baffled me. So I called up the neighbor living up here at Clarence Johnson. He's 78 years old now, 76, maybe 77 or eight.",
Ernest Anderson,01;09;40;28,01;10;24;12,"And I said, when in the world, the Swedish Sunday School, because I know 1917, you could not preach Swedish. So school it good. It serves adults, but not young children. And so that's when it quit. Then I never went such projects in Troy anymore then for three years, because I wasn't home, I went to Moscow. I was confirmed the 26 to me in 1917.",swedish
Ernest Anderson,01;10;24;13,01;10;54;09,"I graduated in eighth grade, same year and we graduated. And they confirmed you around 15? They started well, I had gone two years, but I had learned the catechism and all that. I wish I could remember it. I wished I had learned it in English. But that's not to be thought of now. But I have a Swedish catechism now.",swedish
Ernest Anderson,01;10;54;09,01;11;11;15,"I button Sweden. I never did not gain my wife. And maybe later on, as I knew right away where it was, I'd go get it. I know where it is and read you some of it better you and understand it.",swedish
Sam Schrager,01;11;11;15,01;11;20;19,It can. Can you say more or is there more to say about about learning English in school where you mentioned it.,
Ernest Anderson,01;11;20;21,01;12;01;16,"You had to absolutely talk English when you came they wouldn't accept and you just strictly they had English teachers and and they wouldn't have a Swedish speaking person to school teaching. But they had good order, very strict order. And there were times that I think they were a little bit out of order, little bit too severe, it seemed to me to correct anything was a rule of the whip, you know, like everybody was getting bounced around home and they were all I know if kids would get it.",swedish
Ernest Anderson,01;12;01;22,01;12;28;18,"I knew I had more weapons than I earned for because all God blame for everything. And one thing I had against my sister a long time, she'd always tell that I started something. You know, I'll go, I think is one way getting it back on me somewhere or I don't know that I never hated her really, but I never liked the way she did it.",conflict
Ernest Anderson,01;12;28;20,01;12;35;17,And nothing was ever said about that After we grew older. Or you never talk about.,
Sam Schrager,01;12;35;19,01;12;41;11,"Why do you think that that this there was so much discipline? I mean, was there more Why was it so much?",
Ernest Anderson,01;12;41;12,01;13;12;15,"I don't know. It was a strict rule. No country I see right now. We were there in Sweden. Those kids are so well behaved and they don't beat them up. They say, no, no, and and they give a reason why you don't want to be like some dolt, some old dummy or something. You want to be polite, you want to not get mad.",swedish
Ernest Anderson,01;13;12;17,01;13;36;25,"It's things like that. They fight or nothing. They never liked it. But the children we met, they loved each other so much. You never seen the like. I thought that was one of the eye openers I hear. And that was one of the things. How did they stay with something? They had something that I had in there when I raised my kids.",
Ernest Anderson,01;13;36;27,01;13;55;05,"I didn't beat my kids around like that. I was pretty sound mind when I said that and I mean it. But, you know, I never tried to have to go through the same thing that I did I wouldn't at it did have to learn and understand what to do and not to do.",
Sam Schrager,01;13;55;08,01;14;07;01,When you were in school and you spoke better Swedish and in English when you started out I guess is that did did you have a real hard time understanding what was going on in a class?,swedish
Ernest Anderson,01;14;07;03,01;14;32;05,"Well, they get the meanings of everything was a little bit difficulty, I would say so, but we learned fast know you don't get it fast. And because I have no I know Norwegian family came late years and their oldest boy learned so quick and we did too. But I don't know.",norway;culture
Sam Schrager,01;14;32;08,01;14;36;20,Would you hear the words and get an English word in Swedish and then understand? No.,swedish
Ernest Anderson,01;14;36;23,01;15;13;19,"No, no. You just learn to read it and you learn spell it. The main thing was learned to read it. Both pronounced very much on it, very much. But you see, after you kids die, you mix and you're asked and you learn it pretty fast. It comes real fast. Got a new fella, Oscar Johnson. He came here when he was I think he was in third or fourth grade in school.",
Ernest Anderson,01;15;13;19,01;15;51;18,"And so in that school time, he came and I said, I say, Yeah, the school board. And the parents thought they should go. He should start in the first grade and go as fast as they could, pay no attention till they get up to where they should be, as they are capable of learning as a man. Don't get in here all the year and next year and all year and third grade and so on.",
Ernest Anderson,01;15;51;21,01;16;17;20,"If they can go in one year up to where they belong was in Sweden why, that's fine. So you get the age limit along with you, you know, and they came along real well. They were intelligent, too. And, you know, they that never left them. You know, they're learning. So we had to hang on to it. That's the way I had to do at home.",swedish
Ernest Anderson,01;16;17;20,01;16;47;15,"You know, I studied a lot after I went to bed, but then led everyone to go and boy, I'd say to fall asleep. My face is couldn't take it any longer. But in the morning at it, just everything was clear. Boy, if you got the will, I don't care to learn or to do something, you learn it, you know, But you got to have the will to do it.",health
Ernest Anderson,01;16;47;18,01;17;20;12,"I think so. Very much so. Have the students today take the interest in what they were trying to out of themselves. In a lot of other monkey business. They'd be better people too, I think, be determined. They were terribly determined a lot of the older one. Now, I had a mother teacher, she had several children. Mrs. McComb was her name, but she was so nice.",
Ernest Anderson,01;17;20;14,01;17;48;07,"She was one that was more the lovable type and she would come and help you, whereas you had some of the married teachers who were real cranks the way I felt about them. Anyway. And you were scared? Yeah. You would close up too much and you wouldn't get out of what you should have had to get it from somebody else.",
Ernest Anderson,01;17;48;09,01;18;18;02,"And this happened when one of my children went to school and she was a new teacher and they said he wouldn't get dumbed down, but he was something he couldn't get. So you get over them and he kept information and he did doll it down. He says, you're more intelligent than the rest of them, and I can't give you all my time, everybody.",
Ernest Anderson,01;18;18;04,01;18;48;26,"So much time. Well, even getting any he come home and cry and tell it mother. But he went down so it went I guess for quite a while till my wife, she wrote down, sent a note with him to school. He wouldn't tell me. I don't know why. And She figured it was her problem. She thought I wouldn't do anything about it.",
Ernest Anderson,01;18;48;29,01;19;15;10,"After all the years I've been on school board clerk of the district for years and years, he didn't want to have anything to do with it. So she thought she understood it better because she had gone through school up here and school hours were. It was pretty rough some time. Well, anyway, give it to the teacher and he left for home.",
Ernest Anderson,01;19;15;12,01;19;56;07,"He said, I want you to read it. And so he here afterwards, that evening at school, I guess he, went to the professor in the early the next morning, he called up here, my wife, and talked to her. I went home, I was in the field and he said, I think we got a little misunderstanding here. And he says, I want you to come down tonight after school, let out, come up in the office, and and we'll see what we can do about it.",agriculture
Ernest Anderson,01;19;56;09,01;20;29;10,"So I said, no, I took her down. She didn't know what to do, but I said, Well, you started now. You for once you end it. I said, You know everything about it. I haven't heard a thing. So I said, I'm not going to go in there and stir up any problem because I had to write one teacher in my time as a clerk in any country school, and I didn't want to start something else.",
Ernest Anderson,01;20;29;13,01;21;03;18,"So she did. But it worked out all right. And after that, he had no more problem. Not at all. So you see, I mean, if if you if you are neglected and my young daughter says the same thing, if you neglected child when he's down in the first and second grade, he won't get further up the line that he should have because what he's going to get, he's got to get it here and there.",
Ernest Anderson,01;21;03;18,01;21;32;13,"And then as you go step by step and if you don't get it in that those depth lines, you're going to miss up back here. My eighth grade schoolteachers told us he was one of the best teachers and he was a man teacher. He was from Scotland. And he said if they're not learned from one through three, we have to do it all over.",scotland
Ernest Anderson,01;21;32;13,01;22;10;23,"When they get to seventh and eighth grade, we had to go back and I guess he was right. My daughter said the same thing. So it's a lot it's not a mandatory thing so much that you want to put across. It's the love you have for them. And I think there's anything better than to show a child, prove to a child that you really love them and never let them get it.",
Ernest Anderson,01;22;10;23,01;22;38;27,"If they get angry with you, you still be good and don't show it because you in them. I had done the same thing when I taught them school and I found that out in in going to school that I was not getting what I should have gotten had I learned some other way. And they should have been able and capable of giving us that which we needed.",
Ernest Anderson,01;22;38;27,01;23;02;00,"We didn't get from our teachers. We had one teacher. I don't know if I should put it on a recording or not, but he thought I was doing something that I should be one day here. I wasn't doing anything but doing my lesson. But everybody in that room looked at me, you know, and then he began to laugh.",
Ernest Anderson,01;23;02;02,01;23;29;20,"And I guess I started to blush or something and couldn't figure it out. And he came walking down and it was the last period after he says, we had about 15 minutes of training for school, let out and he had papers to correct. And so I just said, do whatever you want to do, you behind on do that.",recreation;economy
Ernest Anderson,01;23;29;22,01;23;56;12,"And that's what I was doing. Now, drawing the map of United States and Britain, all the states, its occupations in it, you know, that we had learn about in you get bored and tired of sleeping in him down behind me. And he reached down in my shoulder and pulled me up, you know, and I would sit in my legs this way and he came up single seat.",
Ernest Anderson,01;23;56;14,01;24;19;28,"It was a double seat, but it was cut metal. And I come right with it because I had seen her do that before to some other kids. For some reason I didn't know. And she was strong and she was hot, very hot tempered. And when I come up, I come under John back in my hair, not intensely. I don't know.",
Ernest Anderson,01;24;20;01,01;24;48;14,"I just run like a spring trapped. And I heard her teeth there and her teeth were in this way like that and can feel a lot of gold and stuff. And I think I broke one tooth. I felt that and wrote that. He never bothered me. After that, you never did ask me why, and I never found out what you came back for.",
Ernest Anderson,01;24;48;16,01;25;02;28,"I had done. But as I think it all right up over here, how did it come in? I don't know. But He he brought it on himself. I didn't bring it on her. So he I felt.",
Sam Schrager,01;25;03;01,01;25;16;05,"When you say that you quit school here in grade and you said before, sort of part of it was the problems with other kids. It wasn't worth it with the with the kids in town. Was that the main reason why you you.",
Ernest Anderson,01;25;16;07,01;25;45;08,"Yeah I tell you, it was I never was happy I couldn't go out and play again because the kids always try to pick fights, you know, But one kid on to you and neither one I was going to fight with them. All high school kids, you know, they like to see two roosters fight that way. They they would like it, you know, like you take two roosters and put them together, especially to bat eight or so and that's the way they.",recreation
Ernest Anderson,01;25;45;16,01;26;01;27,"they enjoyed that old time and the daylight, you know, get kids to fight and then they make one hit the other one. And not only me, but it was all through school, high school. I would do that. Some of them boys will.",
Sam Schrager,01;26;01;27,01;26;09;02,"Do you think you said there is a difference between the city, between the town there and and kids in the country and the country?",
Ernest Anderson,01;26;09;05,01;26;46;15,"Well, the country school, I don't know. They I never went to one, but I was clerk for one for many years. Three different districts as we were. But I don't know we never had any problems. And teachers got along fine country schools where they had eight classes some years and they actually come better educated than the city kids were when it came to final examination.",
Ernest Anderson,01;26;46;15,01;27;10;16,"They took all the highest grades all the time around here and they took out the kids from the country were more intelligent and got better grades and anybody else did. No one in the city of Troy I know, and very few in Moscow that ever out them. I'd be any kid from school out the country going to school in town.",
Sam Schrager,01;27;10;18,01;27;13;08,Are you telling me about their real early days or when you were?,
Ernest Anderson,01;27;13;10,01;28;00;25,"Well, this is when I was a kid. Yeah, I don't know. No. You see, so many of the years I was learned I wasn't too long before the consolidated to town. Let's see, I was 38 years on Driscoll Ridge, and then after a couple of years, we moved back here. All the license plates. I think I was clerk for about three or four years, and I wanted to then the some of the school district had to give up because we didn't have children enough.",
Ernest Anderson,01;28;00;25,01;28;42;22,"We couldn't have a teacher, not that they couldn't pay tax, but there wasn't justification to have a teacher with three or four children. And so then they had bus to town to try. This was temporary to start with. Then in later years, one too many years I must been in about 40. Yes, 44. My oldest daughter got married and I had quit the year before up here because I wanted to move to town with the kids.",
Ernest Anderson,01;28;42;22,01;29;09;08,"The town, bus them to town rather than to have to like they had done in the past. Either they had to stay in town. I had one girl went through high school. She was in town two years and that was no good for her. So I let it dry, then come home. We had three miles a little better in the car, down and back and forth.",
Ernest Anderson,01;29;09;10,01;29;35;15,"If I needed, I'd have to take her down in the morning and take some of the neighbor with same time going to high school. It was just a high school kid, but we had a quite a time over that. But at the same time I felt it was the thing that we had to do and it would we'd be better for the families, the kids too.",
Ernest Anderson,01;29;35;18,01;30;07;05,"And then they had to stand down or somewhat back and forth. So we finally got a couple my my stay, not my my time to go out. Anyway, three years was the fourth year. I wouldn't go back. And then they come down the following year and then and they begged me, Don't go back. If you don't come back, we'll have to haul our own kids all that time and said that we don't want to do land.",
Ernest Anderson,01;30;07;05,01;30;36;10,Got down with busy time to Harlan so we got all it was hard to get a school but during the war you know terrible I we found one down to the southern part of the southern part of the state right on Twin Falls. And there I went down and got that. And home a lot of them were still of the car but but thing.,conflict
Ernest Anderson,01;30;36;12,01;31;08;12,"So I said, I'm going to do a little psychology work. And then people on Sunday for school started. I went up the ridge, got all the kids out, and their mother's getting in the bus and give me a ride down. And I got down, treated them all on ice cream cones and things and went home. And the kids were so tickled, you and everything you did.",economy
Ernest Anderson,01;31;08;12,01;31;40;24,"But the whole thing right there. I drove the bus for about three months. I didn't have a better problem. They were just happy to ride that bus tricycle. So then we got canned, temporarily consolidated, then to have temporary. Then we had an all international bus that had been used for transporting work people from one place to another. You know, we'll haul them back in or out.",economy
Ernest Anderson,01;31;40;24,01;32;09;02,"What you do, I don't know. But anyway, that new seats in good condition. Got it. I think for 1400 dollars it was well worth it for that. We had plenty of money in this district, so we didn't have any trouble. See, we got railroad tax money to kind of the railroad GoDaddy, so we used nearby. We always had plenty of money so we could play schoolteachers better salaries too.",recreation
Sam Schrager,01;32;09;04,01;32;14;14,But the but you shut down then the the over and. Yeah. At that time.,
Ernest Anderson,01;32;14;14,01;32;40;27,"Right. Yeah. Right. Shortly after that we, we decided to go in and for good. So everybody went to go but it took maybe a year or so before that legally done. And I think the when we went in then decided to go, then they took all the books and everything they wanted out of the their desks or anything.",
Ernest Anderson,01;32;40;29,01;32;53;21,"And then after it was permanent, they consolidated the district with the it was a consolidated city. Then we built for that. We sold the building and I don't remember where the money went to.",
Sam Schrager,01;32;53;23,01;32;59;23,Was how many kids were there went in the up to when they started going in and drawing.,
Ernest Anderson,01;32;59;25,01;33;32;17,"On board. I don't remember that here we had we had children that we kept school for several years, but then standing in Aneel got through, they were through hardly any more with and that was a few with home back but often many, many. And we only had one here for a long time. So only one here. But it's here now, it's only one think Hansen's girl?",
Ernest Anderson,01;33;32;17,01;33;43;15,"I think so. Now. Now, Jack Nielsen came on here. It's like there's more.",
